City,1,2,3,4,5,6,7,8,9,10,11,12,13
Crocefieschi,1136,1249,1134,993,1039,1057,1093,1033,923,800,737,613,500
Davagna,2464,2955,3176,3161,3353,3301,3186,3081,2574,1904,1564,1596,1696
Fascia,827,791,760,668,534,562,416,392,352,254,213,153,138
Favale di Malvaro,2003,2167,1968,1509,1223,1148,1080,1061,840,670,623,563,512
Fontanigorda,1556,1673,1815,1842,1649,1652,1268,1206,1042,851,624,475,405
Genova,242447,256486,289234,377610,465496,541562,590736,634646,688447,784194,816872,762895,678771
Gorreto,1026,1097,1171,1264,1233,1087,873,840,655,463,350,270,190
Isola del Cantone,3780,3890,3567,3044,3155,3202,3000,2865,2691,2321,2052,1897,1610
Lavagna,7298,7476,7028,7005,7315,7868,8103,8615,9708,11064,14207,13554,13403
Leivi,1809,1832,1590,1471,1280,1176,1169,1181,1176,1108,1082,1650,2050
Lorsica,2107,2115,2076,1685,1445,1307,1230,1238,1108,974,898,721,563
Lumarzo,2976,3660,3114,3116,3003,3078,2810,2669,2047,1526,1441,1418,1509
Masone,2245,2652,3049,3534,3849,3935,4192,3947,4244,4138,4082,4428,4296
Mele,2911,3002,2902,3174,3116,3073,3244,3167,3092,2736,2648,2718,2764
Mezzanego,2385,2673,2324,2376,2124,2004,1872,1921,1734,1554,1368,1282,1232
Mignanego,2915,2879,2630,2517,2570,2712,3020,3045,3612,3339,3243,3393,3417
Moconesi,2707,2933,2572,2237,2161,2230,2193,2298,2146,2174,2119,2388,2626
Moneglia,1873,2151,2284,2429,2442,2768,2758,2672,2736,2712,2756,2813,2670
Montebruno,1099,1237,1280,1151,989,963,880,932,807,649,471,396,297
Montoggio,3573,3824,3987,3629,3368,3286,3366,3164,2814,2267,1824,1906,1934
Ne,4971,5437,5059,4324,4164,4580,3826,3916,3680,3290,2805,2526,2446
Neirone,4149,3962,4218,3086,2702,2682,2369,2196,1840,1449,1170,1014,934
Orero,1944,1975,1718,1680,1235,1142,1015,1042,1006,886,766,674,610
Pieve Ligure,1603,1620,1673,1448,1431,1543,1789,1827,2102,2256,2563,2652,2615
Portofino,1293,1305,1266,951,1021,1079,1048,1030,1053,1011,896,743,608
Propata,1486,1143,1322,1085,979,798,632,595,516,410,290,224,184
Rapallo,10491,11112,9940,10137,11271,12287,13420,13947,15639,20606,26713,29547,27370
Recco,5236,5638,5437,5201,4999,5132,5479,5441,4795,6201,8992,10784,10147
Rezzoaglio,3926,3783,3563,3646,3432,3551,3387,3391,3155,2757,1908,1560,049
Ronco Scrivia,3218,3142,3219,3877,4210,4679,4422,4369,5175,5134,5066,4843,4748
Rondanina,750,714,602,612,555,461,411,370,300,204,110,87,103
Rossiglione,2780,2809,3195,3587,3839,3705,3997,4056,4234,4203,3885,3752,3468
Rovegno,2453,2513,2110,2033,1837,1932,1675,1590,1347,1166,1030,838,654
San Colombano Certe,5216,5002,4968,4192,3398,3341,3048,3019,2710,2490,2125,2238,2414
Santa Margherita,7245,7949,8620,7259,8178,8750,9383,9748,10755,11787,12742,12390,11077
Sant'Olcese,3614,3728,4062,4331,4494,4516,4877,4770,5233,5127,5513,6731,6478
Santo Stefano,2881,2776,2615,2571,2165,2494,2172,2307,2270,2001,1851,1600,1368
"Savignone""",2189,2203,2306,2543,2395,2367,2365,2449,2586,2211,2219,2600,2882
Serra Riccò,4598,4757,4820,4587,4685,4927,5188,5377,5754,6272,7019,8057,7873
Sestri Levante,7636,9054,9920,12038,13115,14710,15640,16237,17088,19151,21200,21501,20470
Sori,4148,4320,4204,3804,4034,4151,4507,4430,4490,4663,4809,4750,4518
Tiglieto,1075,1234,1278,1400,1488,1412,1169,1055,967,780,633,605,595
Torriglia,4788,5540,5757,5515,5191,5135,4439,4191,3488,2921,2388,2120,2309
Tribogna,1148,1452,1323,1485,1123,1400,969,951,869,695,651,595,565
Uscio,2015,2361,2454,2819,3073,3107,2972,2713,2365,2383,2127,2154,2251
Valbrevenna,2975,3044,3137,2890,2609,2397,2025,1897,1563,1186,829,658,690
Vobbia,3052,3357,3047,2235,1968,1855,1611,1523,1346,1019,848,686,554
Zoagli,3958,3949,3436,3307,3012,2827,2699,2619,2516,2554,2333,2314,2360
Ameglia,1488,1582,1897,2414,2806,3199,3577,3614,3657,3740,3888,4610,4259
Arcola,1737,2060,2277,3979,4836,6167,6835,7225,8033,8093,8680,9560,9579
Beverino,3036,3081,3267,3266,3252,3213,2585,2718,2557,2259,2101,2134,2174
Bolano,1988,2120,1929,2136,2144,2277,2542,2701,3068,3131,4347,7073,7060
Bonassola,1159,1147,1268,1489,1475,1487,1537,1548,1608,1429,1190,1138,1071
Borghetto di Vara,2007,2074,2216,2123,1765,1718,1754,1696,1560,1255,1186,1109,1069
Brugnato,883,994,1146,1106,1207,1182,1255,1191,1220,1003,927,1030,1154
Calice al Cornoviglio,2652,2948,2855,2704,2844,2869,2653,2424,2347,1888,1418,1304,1290
Carro,1825,1918,1893,1555,1490,1424,1388,1462,1263,915,790,686,677
Carrodano,1451,1315,1415,1170,1213,1194,1159,1188,999,888,724,596,569
Castelnuovo Magra,2811,2899,3211,3825,4098,4516,4692,4770,5531,5842,6660,7975,7912
Deiva Marina,1158,1167,1192,1183,1187,1696,1533,1475,1449,1481,1600,1588,1546
Follo,2284,2422,2298,3081,3101,3185,3395,3611,3812,3430,3477,4133,5071
Framura,1119,1236,1230,1193,1236,1383,1356,1282,1216,1042,972,913,839
