City,1,2,3,4,5,6,7,8,9,10,11,12,13
Bordano,,950,988,1228,1397,1531,1487,1286,1483,1430,1078,830,782
Buia,,5606,6184,8581,10415,11373,9320,7826,8254,7383,6436,6568,6608
Buttrio,,1986,2008,2240,2445,2610,2538,2527,2623,2972,2939,3646,3696
Camino al Tagliamento,,1472,1551,1911,2350,2539,2391,2412,2470,2200,1770,1719,1706
Campoformido,,2158,2269,2744,3322,3592,3866,3759,4134,4261,4810,6199,6728
Carlino,,841,743,957,1164,1282,1649,1986,2387,2285,2317,2571,2688
Cassacco,,1911,2016,2770,3330,3560,3069,2476,2960,2684,2334,2829,2859
Castions di Strada,,2347,2383,2856,3339,3629,3304,3215,4067,4019,3697,3816,3795
Cavazzo Carnico,,1717,1704,1737,1934,1898,1737,1560,1601,1533,1331,1193,1097
Cercivento,,957,1045,1198,1347,1328,1279,1198,1220,1132,982,922,817
Chiusaforte,,3022,3028,2980,2928,3095,2539,2220,2187,1681,1366,1048,962
Cividale del Friuli,,8413,8118,9041,10031,11622,11446,10424,11445,10799,11041,11311,11215
Comeglians,,1529,1607,1872,1928,1947,1885,1666,1839,1619,1131,918,738
Corno di Rosazzo,,1411,1465,1624,1961,1976,2014,1990,2088,2159,2443,2971,3193
Coseano,,2109,2129,2653,3295,3517,3030,2777,2836,2524,2442,2351,2205
Dignano,,2127,2158,2570,3174,3228,3372,3029,3434,2806,2575,2638,2549
Dogna,,1502,1356,1420,1367,1518,1219,1044,987,764,474,390,299
Drenchia,,1345,1278,1389,1424,1562,1458,1285,1392,1128,599,397,255
Enemonzo,,1707,1754,2124,2310,2297,1909,1669,1846,1716,1685,1502,1384
Faedis,,4056,4026,4863,5314,5637,5115,4617,4703,4100,3253,3084,3013
Fagagna,,3990,4378,5047,5955,6462,6037,5343,6223,5761,5253,5823,5949
Flaibano,,1453,1558,1772,2004,2182,2089,1898,1959,1770,1407,1263,1233
Forgaria nel Friuli,,3133,3244,3474,3930,4064,3579,3016,3202,2803,2187,2058,2011
Forni Avoltri,,1086,1180,1387,1446,1603,1477,1454,1508,1449,1197,982,817
Forni di Sopra,,1980,2046,2180,2173,2138,2016,1904,2070,1804,1376,1259,1209
Forni di Sotto,,1879,1947,1816,1821,1888,1717,1446,1598,1406,878,877,761
Gemona del Friuli,,7895,7953,9067,10855,12339,12231,11570,12898,12534,11167,10876,11316
Gonars,,3569,3361,3637,4015,4243,4247,4029,4603,4539,4598,4658,4570
Grimacco,,1587,1560,1570,1678,1780,1621,1543,1737,1645,929,766,591
Latisana,,4623,4508,4890,5662,6478,7542,8262,9913,9620,10098,10668,11015
Lauco,,2632,2589,2884,3154,3154,2778,2497,2529,2127,1746,1472,1114
Lestizza,,3499,3650,4342,5071,5177,4882,4256,4741,4322,4040,4117,4016
Lignano Sabbiadoro,,550,537,582,674,771,898,984,1180,2727,4539,5485,5695
Ligosulio,,506,535,568,532,546,507,401,432,404,333,265,211
Lusevera,,2526,2553,2929,3220,3232,2835,2469,2377,1910,1140,949,781
Magnano in Riviera,,1907,2154,2573,2925,3174,2867,2213,2626,2473,2078,2214,2239
Majano,,4411,5071,6713,8031,9112,7059,5794,6145,5915,5242,5645,5835
Manzano,,2870,2784,3399,3930,3983,4380,4103,4579,5682,6862,7559,7269
Marano Lagunare,,1044,968,1319,1556,1657,2001,2033,2535,2697,2599,2333,2197
Martignacco,,3200,3458,4276,4642,5027,4825,4652,5210,5201,5253,5221,5263
Mereto di Tomba,,2901,2955,3509,4183,4287,3606,3410,3585,3371,3184,3048,2862
Moggio Udinese,,3751,4006,4497,4568,4709,4228,3582,3854,3421,2592,2195,2092
Moimacco,,1164,1131,1253,1333,1390,1237,1154,1224,1039,963,1289,1408
Montenars,,1591,1676,1882,1844,2047,1585,1323,1316,1065,741,672,607
Mortegliano,,3755,3878,4594,4996,5504,5610,5072,5261,5088,4793,4942,4768
Moruzzo,,1673,1768,2001,2494,2652,2228,2021,2264,2025,1848,2096,2128
Muzzana del Turgnano,,1140,1212,1423,1901,2181,2305,2346,2617,2569,2468,2652,2612
Nimis,,4001,4491,5211,6250,6165,4869,4405,4398,3599,2868,2953,2788
Osoppo,,2418,2504,2888,3368,3419,3920,2639,2884,2810,2450,2526,2701
Ovaro,,2734,2954,3468,3800,3715,3650,3383,3935,3891,3055,2705,2404
Pagnacco,,1879,2065,2350,3008,3286,3006,2843,3183,2907,3019,3744,4255
Palazzolo dello Stella,,1465,1468,1833,2261,2686,3249,3320,4146,3979,3553,3579,3238
Palmanova,,4456,4600,4311,5578,5252,6650,4568,5845,5882,5928,5712,5483
Paluzza,,3025,3334,3990,4484,4604,4210,3839,4271,4116,3354,3282,3030
Pasian di Prato,,1945,2112,2810,3340,3753,4874,4369,4987,5834,6705,7997,8242
Paularo,,2145,2379,2939,3404,3646,3618,3590,4408,4004,3672,3520,3207
Pavia di Udine,,4325,4347,4550,5157,5519,4998,5134,5079,4450,4647,5398,5422
Pocenia,,1922,1874,2343,2850,3160,3217,3067,3214,2734,2405,2553,2558
Pontebba,,,,,,,,,,,,,
