City,1,2,3,4,5,6,7,8,9,10,11,12,13
Quarrata,8758,9485,10154,12364,13403,13766,13427,13330,13157,14671,17370,20350,21020
Sambuca Pistoiese,5099,5931,6269,6469,7167,6632,5241,4764,4668,3247,1916,1749,1630
San Marcello Pi,5029,5508,5398,6460,7120,9074,8823,10559,10474,10125,8716,8507,7698
Serravalle Pistoiese,5231,5661,5931,7312,7774,8020,7694,7680,7823,7527,7645,7757,8754
Uzzano,2603,2757,2816,2691,2814,2815,2721,2752,2686,2651,2722,3405,4016
Bagno a Ripoli,9961,10637,11123,13122,14419,14507,16857,17270,17783,18067,22250,25735,27382
Barberino di Mugello,9596,9639,10274,11238,11784,12743,12052,11549,10366,8480,7426,8059,8739
Barberino Val d'Elsa,4358,4898,4877,5479,5950,5862,5971,5978,5856,4881,3570,3308,3542
Borgo San Lorenzo,11237,12289,12614,14784,15579,16432,17172,16805,16535,14498,14199,14685,15285
Calenzano,5762,6483,6763,7219,7794,7874,7951,8099,8232,8745,11098,13466,14959
Campi Bisenzio,12872,14375,14733,16692,17321,16646,15699,15537,16008,18030,26993,33153,34444
Cantagallo,3917,4578,4235,5346,5662,5722,5201,5096,4467,3665,3016,2658,2536
Capraia e Limite,3042,3071,3226,3560,3776,3930,4015,3959,3938,4290,4462,4734,5137
"Carmignano""",7315,8144,8567,9587,9964,9926,9616,9469,8766,8401,7668,7946,9584
Castelfiorentino,8458,8727,8880,10529,11424,11496,12744,13056,14209,15602,17469,17428,17155
Cerreto Guidi,5600,6186,6301,7523,7828,8028,8110,8179,8115,8284,8347,8644,8953
Certaldo,6585,7237,7724,9129,10439,10692,11879,12094,12104,13408,15614,15913,15942
013 Dicomano,4948,5235,5271,4638,4704,4922,5245,5147,4460,3897,3669,4051,4570
Empoli,15795,16672,17530,20301,21328,21894,25034,26212,29330,36996,44129,45181,43522
Fiesole,6124,7405,7775,9417,10146,10003,10960,11153,11873,12452,14111,14540,15096
Figline Valdarno,9374,9781,9959,11478,12034,12256,12481,12621,13054,12732,13602,15286,15699
Firenze,150864,201138,196072,236635,258056,280133,304160,321176,374625,436516,457803,448331,403294
Firenzuola,9642,10192,10905,12069,13412,13661,12954,12259,10622,7852,5922,5219,4844
019 Fucecchio,10484,11021,11105,12581,12718,12766,12772,12830,13460,15370,19269,20532,20540
Gambassi Terme,3677,3882,3959,4580,4555,5247,5203,5378,5105,4510,3705,3854,4215
Greve in Chianti,10776,11350,11611,14022,14555,14442,14283,14189,13233,11510,10061,10534,11139
Impruneta,6042,7166,7509,9527,10200,9807,10420,10395,10537,11018,13659,14660,15028
Incisa in Val d'Arno,3470,3788,3710,4473,4501,4618,4607,4611,4524,4494,4458,4591,5312
Lastra a Signa,9654,10402,10965,11829,13008,12668,13159,13228,13433,14528,17068,17023,17416
Londa,3098,3275,3436,3566,3498,3589,2870,2577,2216,1420,1077,1089,1216
Marradi,7676,8420,8500,9502,9358,9536,8779,8407,7350,5723,4539,4120,3895
Montaione,5134,5421,5529,6420,6523,6284,6069,6207,5890,4866,3426,3399,3390
Montelupo Fiorentino,4993,5590,5807,6755,7182,7101,7386,7300,7754,8530,9483,10120,10064
Montemurlo,2442,2781,2773,3294,3380,3397,3370,3358,3405,4403,9698,15632,17164
Montespertoli,8401,9182,9591,11392,12241,12325,12061,11998,11453,10097,8170,8695,9432
Palazzuolo sul Senio,3507,3903,4028,4168,4534,4344,3656,3654,3264,2166,1619,1365,1323
Pelago,5393,5872,5663,6606,6692,6611,7119,7008,6942,6632,6989,6958,7218
Poggio a Caiano,2078,2314,2434,2784,3007,2908,2961,3067,3349,3598,4539,6286,7941
Pontassieve,9772,11024,11410,13469,13842,14246,14899,15000,14505,15038,16511,20087,20439
Prato,32710,36923,38985,47166,51707,55021,61498,64362,77631,111285,143232,160220,165707
Reggello,10137,10752,10994,13206,13891,14042,14307,14389,14173,12289,11091,11966,12601
Rignano sull'Arno,4523,5079,5128,6079,6381,6652,6725,6622,6441,6212,5332,5468,6359
Rufina,3728,4060,4528,5425,5909,6400,6578,6662,6541,5762,5449,5374,5922
San Casciano in Val di,11828,12605,12884,14876,15123,15124,14466,14216,14010,14240,14522,15318,16012
San Godenzo,3387,3581,3688,3867,4068,3943,3644,3557,3155,2169,1397,1162,1105
San Piero a Sieve,2831,3166,3206,3561,3616,3664,3931,3763,3549,3112,3123,3317,3770
Scandicci,8952,10121,10790,12910,13868,13807,14242,14967,15115,18218,47441,54038,53523
Scarperia,5417,6166,6232,7179,7357,7779,7553,7101,6920,5282,4615,5337,5852
Sesto Fiorentino,8582,9670,10318,13447,14917,15174,17195,17535,18657,22453,41973,45434,47406
Signa,6819,7472,7723,8695,8812,8894,9433,9560,9631,10583,13364,14017,14375
Tavarnelle Val di,4972,5589,5565,6251,6434,6403,6232,6285,5933,5459,5385,6336,6911
Vaglia,2700,3292,3183,3800,4011,4099,4041,3918,3766,3444,2947,3441,4393
Vaiano,2588,2922,3085,4098,5008,5298,5805,5844,6281,6883,7115,7947,8848
Vernio,4429,4616,4814,6495,7286,8580,9049,7935,7870,7469,6339,5685,5464
Vicchio,8302,8967,8943,11894,12381,12860,12080,11551,10462,7660,5917,5976,6271
Vinci,6172,6646,7227,8764,9512,9847,9656,9899,9412,9484,11506,13695,13747
