City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Casacalenda,6044,6279,6545,7282,6955,6701,6954,6781,6561,4578,3425,3094,2804
Casalciprano,1617,1689,1820,1867,2014,1772,1681,1679,1673,1197,831,754,712
Castelbottaccio,1622,1828,1893,2090,2293,2160,1949,1711,1467,1257,774,897,624
Castellino del Biferno,1605,1810,1869,1981,1991,1841,1823,1841,1859,1470,1063,1005,827
Castelmauro,3798,3986,4364,5129,5318,5046,4918,4979,5010,4166,3138,3137,2829
Castropignano,2859,3090,2695,2811,2655,2783,2755,2835,2821,2030,1533,1384,1263
Cercemaggiore,3778,3575,4017,4977,5935,5659,5704,5913,5969,5229,4527,4549,4655
Cercepiccola,1653,1644,1680,1877,1959,1535,1345,1401,1422,1187,960,977,849
Civitacampomarano,2867,2797,2759,2815,2906,2812,2078,2109,1749,1395,1155,1000,836
Colle d'Anchise,1823,2004,2029,1866,1638,1885,1883,2013,2035,1547,1061,949,868
Colletorto,3357,3274,3553,3870,3709,3652,3713,3959,4362,3787,3359,3143,2911
Duronia,1977,2131,2299,2290,2549,2081,2281,2426,2255,1423,880,709,604
Ferrazzano,2886,3030,3139,2643,2405,2351,2483,2561,2280,1938,1681,1629,2555
Fossalto,2518,2794,2750,3149,3003,2964,3019,3140,3315,2712,2207,1899,1707
Gambatesa,2950,3296,3078,3416,3689,3572,3498,3241,3164,3039,2483,2157,2045
Gildone,2556,2728,2790,2861,2468,2281,2391,2605,2786,2016,1357,1047,962
Guardia{fiera,1845,1879,1890,2122,2224,2001,2093,2126,2330,1966,1330,1223,1154
Guardiaregia,2405,2410,2307,2590,2657,2539,2187,2285,2458,1559,1052,983,855
Guglionesi,4348,4463,5103,5640,5891,5538,6222,6910,8007,6731,5821,5758,5464
Jelsi,2796,2936,3179,3341,3161,3248,3108,3340,3630,2966,2151,2017,2040
Larino,5783,5576,6778,7044,7310,6923,7212,7615,8521,6979,6813,7805,8294
Limosano,2515,2641,2727,2523,2843,2673,2758,2979,2954,2229,1337,1083,992
Lucito,2511,2588,2673,2834,3009,2673,2445,2305,1943,1757,1391,1291,1205
Lupara,1901,2071,2032,2126,2238,1954,2013,1921,1959,1598,1082,900,792
035 Macchia Valfortore,1954,1924,1907,1682,1413,1546,1699,1726,1860,1643,1235,1101,964
Mafalda,2052,2086,2393,2585,2944,2484,2255,2438,2669,2141,1869,1724,1607
Matrice,1808,1927,1902,1924,1862,2123,1620,1604,1707,1404,1096,1042,1077
Mirabello Sannitico,2282,2539,2890,2584,2424,2241,2556,2702,2682,2163,1616,1602,1741
Molise,816,814,823,663,703,612,557,565,497,405,299,226,191
Monacilioni,2634,2727,2583,2658,2380,1927,1911,1929,2027,1633,980,830,772
Montagano,3457,3855,3925,3487,3107,3065,2820,2821,2835,2315,1513,1525,1387
Montecilfone,2038,2316,2909,3100,3155,3399,3310,3460,3810,3004,2369,2295,1772
Montefalcone nel San,3210,3260,3412,3368,3357,3186,3317,3323,3360,3189,3016,2420,2075
Montelongo,1125,1196,1238,1532,1534,1459,1573,1612,1644,1113,829,663,615
Montemitro,799,787,849,1006,1017,944,935,915,906,874,749,624,554
Montenero di Bisaccia,3628,4103,4731,5494,5672,5529,6067,6850,8151,7200,6757,7310,7137
Montorio nei Frentani,2237,2525,2601,2760,2750,2522,2574,2532,2520,1486,932,844,673
Morrone del Sannio,3696,3672,3548,3896,3604,3472,3012,3055,2805,2123,1432,1148,917
Oratino,2035,2089,2158,2344,2328,2019,1734,1785,1760,1529,1193,1130,1181
Palata,2979,3029,3230,3298,3438,3246,3475,3596,3733,3148,2528,2365,2241
Petacciato,733,752,860,1531,1591,2062,2193,2649,3170,2769,2845,3072,3236
Petrella Tifernina,2746,2851,2866,3012,2828,2803,2963,3116,3024,2433,1620,1578,1464
Pietracatella,3295,3354,3504,3425,3198,3008,3234,3301,3413,3137,2342,1915,1696
Pietracupa,1162,1233,1236,1308,1353,1322,1219,1115,1021,703,538,429,322
Portocannone,1836,1789,2007,2137,2302,2198,2469,2633,2864,2706,2423,2463,2531
Provvidenti,795,846,829,915,1008,722,683,675,650,400,234,214,211
Riccia,7623,8186,8296,8777,8061,8139,8779,8878,8844,7147,6681,6232,6176
Ripabottoni,4425,4892,4937,4391,3590,3169,2850,2873,2723,1749,1189,985,814
Ripalimosani,3990,4005,3897,2816,2486,2752,2615,2717,2875,2451,1935,2238,2454
Roccavivara,1577,1675,1783,1651,1707,1765,1494,1529,1667,1615,1506,1526,1048
Rotello,2360,2212,2195,2281,2376,2545,2465,2488,2745,2179,1715,1511,1386
Salcito,3123,3117,3084,2899,2535,2515,2111,2050,1850,1452,1083,847,775
San Biase,1166,1179,1106,1073,1171,1102,1052,1118,1135,821,626,471,360
San Felice del Molise,1460,1436,1550,1664,1681,1655,1592,1653,1727,1371,1003,911,882
San Giacomo degli,827,871,970,1042,997,964,1036,1181,1257,1061,866,849,897
