City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Cinto Caomaggiore,,1755,1843,2121,2940,3393,3590,3323,3310,3028,2939,3139,3137
Cona,,3590,3929,4135,4819,5369,5821,6509,7350,4574,3455,3489,3358
Concordia Sagittaria,,2657,2922,3074,4201,5017,5588,6368,8298,8451,9216,10361,10558
Dolo,,6351,6475,6874,7685,8332,8686,8896,11007,11409,12287,13480,13723
Eraclea,,1966,2234,2378,3264,3914,8451,10222,12839,10459,10748,11448,11841
Fiesso d'Artico,,1688,1851,2141,2484,2811,3090,3266,3883,4328,5242,5792,5855
Fossalta di Piave,,2432,2497,2625,3130,3432,3941,3827,3938,3641,3689,3735,3832
Fossalta di Portogruaro,,2821,2985,3398,4471,4921,5003,5193,5988,5417,5103,5639,5681
Fossò,,1632,1921,2309,2923,3379,3553,3786,4258,4280,4674,5259,5331
Gruaro,,1992,2090,2220,2852,3118,3267,3126,3117,2824,2671,2757,2705
lesolo,,2821,3455,3951,6010,7305,10438,12006,14623,16431,20984,22039,22151
Marcon,,1152,1284,1625,2150,2526,3046,3337,4315,4026,4905,8122,10551
Martellago,,3130,3302,3701,4609,5263,6047,6428,8011,8707,11949,16616,18587
Meolo,,3112,3311,3597,4263,4648,5069,5219,5508,4607,4760,5121,5241
Mira,,8603,9189,11144,14248,17014,20011,21130,25716,27670,32119,35834,36432
Mirano,,7367,8015,9384,11359,12962,14850,15354,17872,18841,22275,23994,25792
Musile di Piave,,2569,2941,3297,4501,5579,6933,7772,8135,7152,8654,9497,9740
027 Noventa di Piave,,3599,3735,4081,5069,5260,6062,6208,6330,5478,5039,5346,5733
Pianiga,,3185,3431,4118,5108,5693,6152,6118,6411,6608,7805,8605,8895
Portogruaro,,9182,9386,9636,12374,14147,17228,18425,21945,20840,22814,24440,24760
Pramaggiore,,1995,2286,2486,3312,4053,4284,3977,4007,3045,2787,3298,3467
Quarto d'Altino,,1669,1627,1851,2229,2486,2998,3549,4120,3804,4361,5463,6234
Salzano,,3139,3341,3632,4512,4928,5557,5622,6313,6629,7541,9256,10997
San Donà di Piave,,8010,8736,10121,13468,15508,20961,22849,25536,24614,29069,32017,33446
Santa Maria di Sala,,3815,4309,5178,6369,7204,7467,7592,8583,8252,8558,9894,11072
Scorzè,,4589,4988,5630,6959,7917,8614,8905,10163,10001,11354,13947,15657
Spinea,,2124,2356,2799,3283,3769,4468,4694,6092,10565,20635,24514,24905
Stra,,2132,2417,2713,3250,3808,3951,3945,4793,5038,5540,6253,6710
Teglio Veneto,,1327,1455,1682,1939,2279,2378,2380,2528,2272,2050,2043,1964
Torre di Mosto,,1784,2065,2122,2763,3286,4982,5841,6726,4751,3779,3739,3783
Venezia,,164965,165802,189368,208463,223373,250327,264027,316891,347347,363062,346146,309422
Abano Terme,,3372,3901,4541,5450,6082,6763,7062,8377,11024,13693,16405,17735
Agna,,2817,3219,3379,3894,4184,4748,5032,4835,3497,3069,3119,3085
Albignasego,,3196,3629,4308,5287,5912,7004,7288,8035,9712,13449,15334,18070
Anguillara Veneta,,4000,4259,4118,4940,5473,6521,7146,7120,6120,5767,5479,5204
Arquà Petrarca,,1317,1437,1590,1876,2090,2292,2487,2544,2125,1951,2007,1947
Arre,,1621,1747,1913,2258,2672,2954,3017,2975,2275,2006,1984,1977
008 Bagnoli di Sopra,,3054,3273,3652,4199,4705,5062,5403,5933,4847,4109,4078,3884
Baone,,2674,2946,3252,3788,4087,4172,4343,4304,3388,2801,2932,3104
Barbona,,1528,1490,1442,1555,1704,1726,1759,1712,1205,1055,892,800
Battaglia Terme,,1662,1761,2057,2210,2404,2517,2712,3476,4123,4234,4323,4082
Boara Pisani,,2509,2490,2372,2815,3203,3578,3705,3961,3004,2699,2705,2498
Borgoricco,,3460,3738,4020,4867,5459,5693,5675,5679,5355,5397,5837,6019
Bovolenta,,3088,3129,3150,3721,4068,4229,4330,4258,3394,2965,3064,3088
Brugine,,3411,3697,3978,4683,5456,6012,6106,5373,4430,4186,4612,5225
Cadoneghe,,2197,2481,3044,3966,4491,5265,5679,6376,7419,9485,10850,13660
Campodarsego,,3528,4032,4947,6542,7183,7289,7701,8111,8131,9390,10226,10462
Campodoro,,1403,1592,1975,2164,2419,2273,2284,2307,1881,1625,1704,1934
Camposampiero,,3323,3705,4347,5370,6211,6378,6541,6617,6526,7607,8352,9399
Campo San Martino,,2492,2630,3200,3976,4351,4356,4362,4162,4003,4337,4925,5100
Candiana,,2023,2202,2457,2848,3277,3707,4004,3957,3076,2698,2470,2386
Carceri,,1820,1984,2074,2259,2403,2543,2699,2675,1995,1699,1623,1528
Carmignano di Brenta,,1414,1668,2218,3135,3533,3836,4050,4904,5427,6257,6567,6823
Carrara San Giorgio,,2298,2457,2608,3223,3441,3515,3585,3914,3375,3428,3939,4671
Carrara Santo Stefano,,1301,1441,1533,1833,2096,2180,2262,2350,1828,1692,1805,1979
Cartura,,2499,2684,2850,3270,3712,4091,4236,4675,3944,4005,4022,4101
Casale di Scodosia,,3570,3838,4069,4743,5173,5406,5611,5586,4212,4084,4744,5040
