City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Parete,2151,2104,2167,2575,2840,3002,3560,3950,4826,5679,6862,8024,9026
Pastorano,1445,1652,1576,1916,1761,1856,2085,2175,2399,2355,2334,2571,2489
Piana di Monte Verna,2090,2323,2314,2414,2221,2105,2176,2249,2813,2768,2577,2595,2607
Piedimonte Matese,8760,7084,7252,5970,5805,5786,7028,7716,9296,10101,10098,11031,11237
Pietramelara,2939,3351,3173,3503,4074,4178,3498,3628,3967,3838,3851,4050,4353
Pietravairano,3091,3363,3211,2990,3024,3046,2688,2866,3019,3156,3054,3092,3107
Pignataro Maggiore,3590,3705,4114,4186,4849,5365,5110,5248,5626,5947,5537,6112,6491
Pontelatone,1226,1380,1410,1610,1712,1507,1600,1750,2117,2130,1797,1803,1818
Portico di Caserta,1439,1562,2215,2597,2658,2914,3017,3532,4017,4324,4442,4743,5419
Prata Sannita,1668,1941,1848,1774,1503,1449,1596,1787,2111,2062,1805,1893,1898
Pratella,629,691,670,901,1315,1329,1557,1703,1982,2122,1998,1861,1812
Presenzano,1021,1148,1126,1280,1338,1515,1609,1714,1926,1937,1711,1714,1801
Raviscanina,1143,1173,1172,1067,1152,1212,1317,1400,1526,1520,1496,1497,1433
Recale,1848,2022,2156,2406,2264,2307,2490,2552,3184,3661,4348,5443,6513
Riardo,1389,1512,1439,1758,1736,1709,1731,1795,2100,2178,2059,2595,2633
Rocca d'Evandro,2788,3112,3014,3622,3568,3643,3949,4290,4549,3879,3577,3482,3699
Roccamonfina,4700,4784,5070,5571,5896,4948,4570,4933,5130,4878,4048,3741,3803
Roccaromana,1819,1894,1776,2044,2290,1474,1434,1550,1589,1399,1051,1122,1006
Rocchetta e Croce,774,798,828,825,908,835,770,853,890,788,581,620,600
Ruviano,1614,1791,1912,2013,2008,2023,2414,2577,2871,2699,2175,2109,2008
San Cipriano d'Aversa,2455,2634,2841,3700,4033,4407,5564,5926,8332,10495,11466,13011,12574
San Felice a Cancello,5339,7421,7310,8112,8361,8732,9467,10454,13854,15371,13954,15392,16771
San Gregorio Matese,1564,1542,1256,818,874,881,971,1107,1336,1499,1336,1255,1092
San Marcellino,1063,1134,1185,1632,1642,1799,2646,2809,4093,6106,7969,9530,11111
San Marco Evangeli,2006,2158,2067,2239,2332,2238,2303,2407,2981,3212,3734,4277,5195
San Nicola la Strada,3693,3765,3931,4341,4645,5057,5209,5466,6249,6815,8060,13156,17736
San Pietro Infine,1315,1336,1382,1571,1598,1574,1576,1632,1543,1292,1079,1007,1038
San Potito Sannitico,1752,1790,1724,1445,1407,1406,1591,1785,1872,1767,1595,1719,1791
San Prisco,3722,3783,4033,4363,4810,4453,4338,4630,5343,5807,6800,7715,8646
Santa Maria a Vico,5855,5940,5921,6610,6968,7569,8337,8573,9549,9350,8738,10447,12182
Santa Maria Capua Ve,17632,17651,20058,22146,21602,22970,23239,24184,27972,30024,31080,32129,31396
Santa Maria la Fossa,975,1047,1261,1512,1519,1585,1836,1918,2917,2929,2829,2705,2629
San Tammaro,1534,1585,1669,1788,1826,1750,1978,2031,2179,2243,2172,2392,3429
Sant'Angelo d'Alife,2292,2335,2399,2258,2237,2293,2218,2340,2821,2776,2438,2538,2580
Sant'Arpino,2036,2179,2215,2442,2548,2502,2681,3020,3909,4892,6689,9821,12043
Sessa Aurunca,18326,19585,18381,20518,19472,20369,21821,23013,24906,24740,24138,23570,23394
Sparanise,2976,3355,3771,4075,4483,4312,5093,4743,5180,5815,6287,6876,7220
Succivo,1729,1996,2203,2465,2706,2893,3427,3557,4091,4435,4954,5656,6483
Teano,12102,13231,12792,13505,13014,12228,12780,13684,15323,15683,14381,14210,13218
Teverola,1055,1104,1230,1636,1923,2274,2641,2982,3655,4476,5763,7581,8603
Tora e Piccilli,1957,2169,2075,2490,2269,1788,1738,1784,1951,1922,1440,1278,1156
TrentolaDucenta,3124,3121,3382,4196,4572,4994,5877,6360,7832,9186,10340,10755,11915
Vairano Patenora,3033,3259,3199,3276,3358,3377,3813,4205,4762,4804,4942,5829,5930
Valle Agricola,1147,1182,1111,1014,1002,878,969,1042,1268,1335,1485,1546,1602
Valle di Maddaloni,1431,1620,1756,1943,2102,2108,2262,2390,2831,2611,2193,2159,2374
Villa di Briano,2068,2349,2493,2918,3025,3235,3537,4034,4679,4911,4604,4731,5564
Villa Literno,1058,1329,1599,1916,2317,2350,3124,3491,5810,6830,7677,9011,10489
Vitulazio,1419,1539,2025,2465,2607,2441,2786,2962,3356,3328,3754,4473,5234
Airola,5090,5259,5137,5065,5168,5068,5188,5387,6071,5824,6332,7253,7517
Amorosi,1642,1850,2103,2306,2547,2565,2675,2869,3296,2970,2626,2737,2808
Apice,3542,3681,4118,5063,5276,5619,6098,6734,7349,6626,5900,5763,5683
Apollosa,1889,1811,1750,2039,2141,2261,2907,3265,3595,3025,2487,2307,2563
Arpaia,1268,1312,1400,1395,1604,1539,1639,1708,1949,1863,1658,1517,1754
Arpaise,1180,1213,1508,1890,1786,1770,1799,1826,1537,1110,980,840,885
007 Baselice,3878,3902,3923,3681,3582,3526,3637,3696,4051,3595,3438,3049,3193
Benevento,19222,20339,21359,24137,23767,26790,36054,37865,47604,55381,59009,62636,62561
,009,1703,1695,1688,1651,1661,1599,1750,1926,2148,1821,1532,1380
Bucciano,1239,1235,1320,1221,1255,1201,1379,1450,1691,1593,1525,1487,1817
Buonalbergo,3405,3476,3286,3085,2783,3120,2729,2760,3085,2622,2227,2035,2082
Calvi,1560,1739,1933,2351,2503,2633,2661,2851,3146,3099,2612,2174,2243
Campolattaro,1598,1561,1648,1996,2089,2218,1745,1805,1808,1508,1219,1217,1191
Campoli del Monte Ta,569,531,595,1030,1140,1311,1578,1646,2079,1832,1634,1551,1565
