City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Bella,5319,5503,5830,4849,4205,3935,4514,5103,6375,6194,6598,5882,5789
Brienza,5219,5249,5287,3731,4019,4077,3790,3893,4659,4362,4108,4054,4144
Brindisi Montagna,2409,2362,2229,1754,1310,1543,1533,1585,1941,1764,1265,1058,949
Calvello,5391,6108,5248,3445,3258,3140,3260,3575,3995,3844,3434,3077,2362
Calvera,1328,1300,1213,1002,1001,909,917,901,898,939,932,855,662
Campomaggiore,1363,1423,1485,1185,1120,1115,1123,1158,1260,1238,1131,1131,1109
Cancellara,2921,3108,3428,3015,2767,2786,2659,2645,2779,2579,2007,1839,1715
Carbone,1834,2066,1903,1682,1801,1755,1905,2034,2124,2049,1842,1456,1171
Castelgrande,3249,3429,3422,2951,2705,2345,2388,2598,3036,2438,1658,1288,1358
Castelluccio Inferiore,2972,3161,2807,2290,2291,2464,2372,2463,2530,2574,2871,2664,2617
Castelluccio Superiore,2050,2343,1729,1534,1419,1455,1435,1515,1700,1688,1472,1248,1142
Castelmezzano,2033,1937,1919,1724,1804,1809,1903,1816,1885,1821,1257,1200,1063
Castelsaraceno,2803,2154,2380,2470,2323,2354,2777,2620,2824,2734,2441,2087,2020
Castronuovo di Sant'An,2490,3009,3024,2780,2854,2903,2946,2486,2668,2505,2088,1788,1691
Cersosimo,1008,1042,1120,916,1144,1173,1047,1097,1205,1249,1081,977,882
Chiaromonte,3282,3154,3048,2593,2280,2549,2799,3196,3398,3449,2754,2560,2410
Corleto Perticara,5151,5224,5565,4546,4409,5026,4580,4732,5241,4962,3959,3668,3345
Episcopia,2284,2240,1940,1610,1465,1600,1631,1603,1812,1782,1815,1772,1735
Fardella,1518,1490,1504,1060,1022,1054,1013,1087,1155,1157,1082,996,857
Filiano,1228,1242,2207,2320,2392,2644,3143,3377,3761,4086,3353,3160,3318
Forenza,7760,7427,7678,6184,5848,5349,5477,5552,5837,4913,3706,3053,2807
Francavilla in Sinni,3045,3388,3030,2929,2906,3344,3429,3467,4053,4080,3910,4152,4044
Gallicchio,1233,1248,1318,1145,1254,1156,1150,1189,1290,1307,1247,1182,1130
Genzano di Lucania,4995,5707,6277,6796,7894,6925,6780,7582,8389,7921,6511,6661,6330
Ginestra,899,926,940,1016,1154,1302,1441,1546,1761,1636,1076,929,783
Grumento Nova,2734,2861,3062,2058,1916,1922,2137,2239,2355,2263,2146,2051,1956
Guardia Perticara,1707,1727,1786,1437,1270,1292,1302,1550,1599,1501,1103,954,817
Lagonegro,4830,4809,4114,4304,4181,4510,4943,5099,6152,6377,6134,6221,6260
Latronico,4948,5398,5214,4089,4617,5271,5706,6129,6632,6791,5966,5766,5507
Laurenzana,7588,7592,7013,4304,3566,3588,3892,4244,4769,4300,3369,3060,2640
Lauria,10098,11524,11135,10470,10282,10635,10789,11097,11965,12644,13378,13447,13752
Lavello,5038,5417,6275,7422,10163,9561,10608,11453,14785,13745,11830,13087,13215
Maratea,5623,5694,5689,5603,5894,5754,5235,4964,4836,4916,4858,5090,5261
Marsico Nuovo,6668,5899,5235,4154,4070,4432,4869,5263,6045,6220,6533,6018,5610
Marsicovetere,3413,3013,3002,1631,1346,1513,1737,1897,2246,2428,2681,3358,4098
Maschito,3746,3476,3602,3245,3198,3103,3325,3467,3819,3589,2630,2100,1951
Melfi,9869,11742,12166,14547,13999,12653,13987,15384,17757,18208,15194,15467,15757
Missanello,1150,1073,1030,881,822,849,808,931,1068,1107,986,848,713
Moliterno,6615,7100,6983,5408,4826,4863,5333,5243,5817,5369,4864,4891,5033
Montemilone,2562,2443,2679,2933,3893,4126,3824,4240,4762,4149,2905,2667,2122
Montemurro,3655,4090,4277,3015,3228,3172,2602,2816,2895,2916,2057,1787,1648
Muro Lucano,8209,7963,9170,8323,7642,7809,8386,9275,10466,9910,8075,7462,6380
Nemoli,981,1072,1128,1098,1156,1239,1454,1528,1701,1778,1589,1559,1598
Noepoli,1500,1684,1758,1665,1627,1785,1960,2055,2293,2232,1817,1589,1348
Oppido Lucano,3378,3755,4004,3781,3505,3840,3598,3834,4516,4750,4279,4080,4004
Palazzo San Gervasio,6932,6976,7169,7014,6926,6925,7582,7825,8746,8222,6431,6474,6138
Paterno,3629,3211,2849,2261,2216,2413,2650,2864,3290,3385,3556,4015,4170
Pescopagano,3590,3877,3930,3964,3701,4102,3897,4093,4177,4020,3346,3147,2392
Picerno,4896,4708,4401,3828,3579,3564,4702,5091,5692,5423,4804,5502,5976
Pietragalla,5300,5860,6766,6247,6166,5955,5580,5918,6151,5348,4521,4605,4633
Pietrapertosa,2908,2991,3018,2273,2563,2115,2171,2258,2349,2229,2028,1610,1447
Pignola,4178,4169,4023,2567,2301,2346,2620,2969,3773,4063,3821,3988,4681
Potenza,16036,18413,20353,16163,16818,18257,21830,25103,32574,43545,56597,64358,65714
Rapolla,3527,3542,3299,3351,3025,3163,3559,3782,4435,4465,4014,4072,4447
Rapone,2074,2081,2034,1801,1634,1606,1736,2025,2269,2048,1645,1517,1336
Rionero in Vulture,12155,11581,11689,11834,11029,11338,12116,13075,14787,14378,11827,12147,13201
Ripacandida,3927,4046,4102,4401,4582,4624,4435,4748,5047,4025,2806,2354,2072
Rivello,4412,4722,4938,4110,4079,4567,4239,4112,3912,3667,3297,3037,3153
Roccanova,1891,2198,2187,2185,2215,2141,2280,2465,2638,2498,2210,2092,2023
Rotonda,4225,4943,4633,3891,3342,3425,3848,4005,4337,4309,4105,3906,4011
Ruoti,3848,3817,3711,2963,2705,2833,3550,3662,4100,4017,3664,3464,3777
Ruvo del Monte,2741,2788,2541,2680,2321,2364,2455,2687,3121,2855,1883,1864,1453
San Chirico Nuovo,2400,2332,2529,2428,2198,2170,2100,2149,2186,2180,2075,1907,1801
San Chirico Raparo,3173,3100,3074,2585,2596,2688,2766,2839,3249,3091,2438,1779,1695
San Costantino,1595,1571,1549,1446,1500,1484,1455,1588,1758,1773,1540,1270,1077
San Fele,9288,10595,9704,6348,5353,5257,5954,6576,7933,7231,6215,5924,4186
