City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Gaverina Terme,620,728,749,818,948,964,1025,1036,1220,1140,977,888,829
Gazzaniga,2004,2155,2546,4701,4576,5583,4672,4574,5264,5104,5216,5191,4853
Gerosa,906,856,930,862,974,874,804,638,666,637,526,449,360
Ghisalba,1538,1568,1685,1713,1952,2032,2180,2365,2687,2711,3063,3724,4168
Gorlago,1258,1343,1536,1884,2114,2094,2447,2502,3126,3211,3501,3631,4124
Gorle,352,359,391,460,482,536,554,581,715,1511,2245,3714,4388
Gorno,628,720,923,1191,1609,1581,1787,1806,2194,2267,2101,2013,1849
Grassobbio,701,699,729,809,1032,1155,1317,1283,1624,1833,2555,3748,4743
Gromo,1109,1142,1191,1294,1534,1547,1630,1441,1733,1738,1408,1324,1252
Grone,700,736,802,893,962,984,916,786,841,814,779,749,716
Grumello del Monte,1734,1929,2147,2428,2956,3271,3644,3701,4122,4101,4654,5490,5963
Isola di Fondra,657,637,622,370,502,499,403,319,321,286,228,196,200
Isso,327,282,303,366,444,506,491,557,577,464,420,493,537
Lallio,507,546,525,655,760,787,831,894,932,1103,1826,2182,2773
Leffe,1631,1743,1845,2220,2619,2886,3167,3377,3870,4737,5273,5309,5106
Lenna,1100,1116,1122,1228,1174,1201,1123,893,962,871,795,715,696
Levate,1200,1266,1308,1372,1311,1443,1641,1750,2040,2040,2202,2641,2902
Locatello,685,784,882,1009,947,1217,1159,715,786,762,648,691,681
Lovere,2925,2968,2669,3306,4143,4619,5003,5099,6037,6866,6714,6197,5675
Lurano,939,963,1079,1033,1072,1169,1224,1220,1261,1193,1279,1475,1598
Luzzana,342,416,424,498,583,659,593,586,499,460,429,568,617
Madone,466,532,537,678,802,894,1048,1027,1138,1340,1851,2553,2782
Mapello,1946,1973,2003,2136,2487,2588,2752,2765,3118,3201,3657,4549,5005
Martinengo,4350,4782,5116,5544,5581,6012,6074,5872,6219,5721,6384,7214,7835
Medolago,763,815,802,777,896,978,1016,980,1052,1048,1065,1246,1606
Mezzoldo,619,372,385,403,451,517,506,408,516,488,460,337,281
135 Misano di Gera d'Adda,1032,1118,1117,1252,1451,1471,1548,1490,1591,1578,1665,1985,2203
Monasterolo del Ca,473,568,420,409,408,429,313,247,352,309,258,206,188
Montello,369,413,412,461,161,519,631,735,740,1014,1373,1611,1924
Monte Marenzo,615,658,692,738,761,779,785,742,740,665,935,1197,1496
Morengo,1061,1134,1119,1189,1262,1404,1332,1387,1545,1574,1607,1663,1869
Mornico al Serio,1496,1686,1810,1852,1874,1882,2004,1870,1950,1910,1960,2237,2470
Mozzanica,1224,1329,1422,1699,1961,2203,2164,2289,2576,2691,2859,3210,3398
Mozzo,602,641,645,802,1006,1144,1390,1485,1880,2263,3833,5306,6312
Nembro,2924,3230,3638,4779,5492,5864,6646,6729,8197,9633,10856,10708,11116
Olmo al Brembo,513,597,587,691,747,849,678,547,698,649,558,557,529
Oltre il Colle,967,1090,1175,1375,1426,1599,1727,1726,1945,1873,1574,1376,1236
Oltressenda Alta,460,469,492,362,485,408,415,436,388,324,213,176,185
Oneta,575,634,685,867,945,901,995,947,1127,1056,837,745,716
Onore,401,415,490,576,645,639,670,677,759,668,673,736,694
Orio al Serio,449,483,515,577,652,711,792,896,1041,977,1232,1112,1186
Ornica,308,307,332,339,414,384,445,433,530,502,487,348,261
Osio Sopra,976,1025,1124,1102,1316,1341,1453,1631,2191,2622,2965,3183,3491
Osio Sotto,1749,1883,2026,2166,2273,2464,3156,3398,4389,5163,6487,9449,9982
Pagazzano,902,987,1072,1092,1378,1459,1649,1496,1547,1472,1366,1576,1654
Paladina,957,999,1096,1298,1601,1747,2131,2116,2562,2815,3049,3120,3122
156 Palazzago,1781,1921,2034,2063,2374,2634,2590,2477,2646,2564,2496,2826,3081
Palosco,1705,1834,1877,2131,2495,2743,2972,2909,3470,3853,4277,4643,4804
Parre,735,761,847,1238,1529,1605,1793,1746,1862,1949,2157,2355,2457
Parzanica,529,564,558,673,775,866,942,979,1098,1027,723,567,424
Pedrengo,587,671,708,859,1008,1044,1113,1259,1585,1742,2594,3299,4283
Peia,1157,1185,1210,1410,1530,1498,1388,1330,1514,1577,1705,1663,1746
Pianico,390,401,410,510,604,731,804,833,972,1125,1266,1227,1266
Piario,281,281,271,440,446,581,530,550,635,672,746,788,812
Piazza Brembana,625,578,578,592,549,686,710,575,824,842,950,1049,1111
Piazzatorre,537,263,281,359,391,415,445,408,500,470,515,471,502
166 Piazzolo,198,213,223,232,274,306,273,215,236,190,151,129,111
Pognano,563,608,620,625,688,713,733,734,801,808,919,1115,1156
Ponte Nossa,515,520,590,2213,2145,2139,2365,2123,2334,2543,2407,2266,2140
Ponteranica,1007,1104,1198,1367,1850,2001,2366,2467,2962,4172,5443,6675,7084
Ponte San Pietro,2343,2494,2707,3784,4128,4479,5105,5584,6581,7731,9655,10595,10115
Pontida,2323,2332,2373,2462,2624,2747,2751,2633,2724,2661,2666,2680,2672
Pontirolo Nuovo,1531,1782,1770,2184,2436,2516,2633,2647,2958,3146,3406,3635,3862
Pradalunga,1408,1476,1510,2011,2530,2783,3011,3033,3534,3515,3699,3812,3926
Predore,934,977,1002,1122,1249,1382,1394,1307,1362,1394,1559,1644,1628
175 Premolo,440,460,552,740,876,846,949,922,1078,1078,1049,1022,1007
