City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Buronzo,1045,1356,1560,1850,1779,1658,1552,1529,1490,1409,1314,1190,1021
Callabiana,748,808,802,652,614,492,401,351,376,263,200,195,170
Camandona,2412,2189,2445,2555,2316,1548,1002,852,958,836,647,485,435
Camburzano,951,1021,1025,968,878,830,795,810,1027,1103,1230,1308,1223
Campertogno,1041,986,837,707,644,603,489,473,438,358,275,236,234
Campiglia Cervo,1243,1229,1215,1340,927,793,905,520,484,451,331,212,200
Candelo,2417,2619,2789,3055,2982,3067,3658,3852,4658,6235,6906,7663,7697
Caprile,629,633,687,555,599,550,368,360,361,356,294,248,220
Carcoforo,179,148,164,139,129,130,111,122,116,120,97,94,84
Caresana,3281,3449,3674,3783,3546,3082,2818,2657,2424,1979,1525,1281,1159
Caresanablot,501,620,610,645,546,521,393,390,374,228,182,543,768
Carisio,1540,1586,1699,1791,1725,1636,1632,1654,1576,1327,1191,1088,992
Casanova Elvo,848,839,894,1043,957,910,809,810,781,603,401,332,239
Casapinta,892,867,796,862,810,765,709,774,855,811,715,547,461
Castelletto Cervo,818,817,870,994,1038,961,922,863,936,944,727,689,755
Cavaglià,2366,2560,2884,3147,3038,2877,2826,2749,2907,3085,2935,3306,3612
Cellio,2776,2706,2614,2336,2131,2059,1752,1601,1486,1222,944,840,851
Cerreto Castello,244,249,264,296,252,237,225,236,252,340,368,378,568
Cerrione,1581,1592,1628,1969,2044,1874,1648,1598,1742,2010,2194,2617,2628
Cervatto,205,186,169,186,200,190,185,160,164,150,85,78,51
Cigliano,5669,5936,6604,6411,5354,5013,4533,4684,4368,4165,4597,4870,4654
Civiasco,488,552,530,469,532,547,439,427,360,311,274,255,236
Coggiola,2307,2645,3125,3577,3498,3481,3750,3840,4012,3932,3430,3045,2579
Collobiano,338,352,412,475,402,349,315,292,331,220,162,133,135
Cossato,3448,3742,4293,5264,4642,5322,6684,7763,9040,12041,15073,15937,15321
Costanzana,2575,2214,2363,2730,2620,2138,2066,2017,1839,1554,1175,1012,912
Cravagliana,1644,1785,1890,1902,1890,1690,1119,965,824,589,448,395,312
049 Crescentino,6764,6671,6922,6842,6470,5929,5704,5702,5458,5244,5504,6861,7150
Crevacuore,1137,1128,1184,1247,1519,1607,1867,1940,2196,2317,2455,2219,1935
Crosa,492,531,618,497,532,480,516,558,606,602,391,338,343
Crova,1353,1529,1757,1608,1493,1316,1218,1286,1176,982,687,486,472
Curino,2512,2583,2912,2516,2625,2899,1421,1229,1075,901,711,582,507
Desana,1601,1784,2029,2287,2230,1917,1864,1766,1558,1374,1172,1067,1053
Donato,1546,1688,1794,1756,1577,1618,1324,1165,1035,812,774,753,731
Dorzano,504,527,586,612,587,519,438,435,452,443,331,379,387
Fobello,1061,1045,931,834,945,878,767,680,634,527,442,383,310
Fontanetto Po,2508,2790,2901,3008,2767,2450,2291,2254,2088,1803,1493,1317,1190
Formigliana,492,623,717,980,945,821,710,739,754,809,664,677,625
Gaglianico,742,826,929,1059,1166,1291,1711,1825,1959,2441,3749,4148,3934
Gattinara,4476,4722,5010,5591,5493,5004,5441,5827,6287,8103,9533,9467,8701
Ghislarengo,746,753,869,986,1051,979,1066,1035,979,878,918,820,793
Gifflenga,142,153,179,177,205,187,159,140,149,152,141,141,106
Graglia,3062,2982,2848,3018,2668,2066,1978,1895,2012,1904,1742,1614,1615
Greggio,624,706,790,773,735,746,726,713,681,630,520,446,388
Guardabosone,886,863,863,876,734,641,602,555,501,435,332,323,322
Lamporo,1303,1378,1452,1542,1300,1108,986,981,848,743,597,504,500
Lenta,877,1060,1204,1286,1160,1105,1103,1072,1147,1131,1041,876,890
Lessona,1283,1383,1533,2018,2046,2185,2305,2389,2532,2585,2425,2325,2301
Lignana,1340,1390,1476,1696,1653,1489,1318,1401,1326,1043,684,559,480
Livorno Ferraris,5708,5952,6203,5757,4957,4426,4388,4417,4427,4027,4880,4645,4495
Lozzolo,655,726,811,848,893,932,985,932,883,899,860,901,815
Magnano,1711,1734,1997,2034,1841,1548,1248,1007,699,611,465,377,381
Massazza,429,491,490,525,473,394,366,368,519,475,575,700,619
Masserano,3608,3821,3790,4301,4201,3887,3073,3012,3219,3041,2585,2434,2283
Mezzana Mortigliengo,1234,1420,1598,1768,1643,1541,1419,1432,1360,1291,1026,860,746
Miagliano,332,422,771,1328,1384,1306,1382,1229,1291,1062,885,705,624
Mollia,571,510,511,461,459,421,286,256,267,178,111,114,113
Moncrivello,2333,2240,2370,2755,2458,2623,2270,2156,1948,1611,1518,1460,1460
Mongrando,3803,4090,4209,4274,4059,3827,3555,3256,3656,4095,4046,3977,4020
Mosso Santa Maria,2141,2262,2533,2530,2649,2080,2126,2245,2456,2461,2246,1870,1748
Motta de Conti,1518,1667,1863,2112,2175,1869,1720,1663,1515,1350,1082,964,896
Mottalciata,1368,1511,1612,1849,1722,1617,1471,1444,1433,1416,1437,1455,1343
Muzzano,781,825,908,749,650,665,668,637,710,673,635,610,653
Netro,2203,2257,2260,2334,2444,2276,1781,1703,1658,1517,1275,1140,989
Occhieppo Inferiore,1585,1884,2372,2784,2689,2765,2934,3057,3215,3740,4165,3971,4194
Occhieppo Superiore,1716,1893,1807,1850,1707,1686,1678,1689,1890,2303,2441,2649,2812
Olcenengo,1228,1400,1692,1806,1676,1500,1403,1375,1216,976,771,616,568
Oldenico,677,737,776,792,715,680,612,606,534,429,335,288,268
