City,1,2,3,4,5,6,7,8,9,10,11,12,13
Orino,507,519,621,667,689,637,469,434,436,453,546,600,664
Osmate,301,328,373,420,400,355,355,320,321,363,433,484,426
Pino sula Sponda del Lago Magiore,329,292,236,289,285,250,240,267,265,295,363,304,290
Porto Ceresio,772,788,874,912,1045,1117,1233,1087,1710,2175,2980,2929,2959
Porto Valtravaglia,1534,1762,1789,1838,1986,1994,1980,1743,2041,2313,2449,2479,2409
Rancio Valcuvia,700,806,730,666,687,700,608,577,568,563,601,632,750
Ranco,447,498,517,624,659,593,584,546,653,742,851,1014,970
Saltrio,716,794,919,1033,1128,906,956,869,957,1417,2292,2779,2925
Samarate,3613,3792,3896,4888,5501,5576,5671,5746,7052,10041,13369,14535,15107
Sangiano,478,526,651,826,932,955,800,731,1071,1044,1123,1233,1167
Saronno,6743,6976,6784,9533,12115,13734,15753,16969,21243,25190,32638,36732,38643
Sesto Calende,4058,4175,4354,4900,5092,5408,5669,6354,7114,7832,10037,9944,9533
Solbiate Arno,797,830,904,910,1080,1206,1445,1469,1921,2498,3288,3522,4057
Solbiate Olona,1098,1181,1324,1744,2119,2182,2289,2291,2770,3249,3929,4205,4792
Somma Lombardo,5487,5782,6345,6730,8085,8485,8611,8443,10432,13296,16023,16913,16379
Sumirago,2237,2342,2424,2661,2690,2632,2584,2507,2979,3519,4249,5059,5296
Taino,1249,1394,1535,1658,1594,1642,1538,1609,2095,2304,2583,2760,2928
Ternate,802,945,985,1118,1035,1012,999,951,1170,1304,2154,2305,2293
Tradate,4042,4561,4341,4888,6334,7205,8021,7945,10608,13314,16023,16473,15921
TravedonaMonate,1478,1621,1830,2100,2182,2146,2163,1881,2004,2286,3005,3327,3340
Tronzano Lago Maggiore,519,449,388,361,354,340,351,310,279,269,305,340,302
Uboldo,2340,2477,2455,2642,3170,3328,3855,4022,4483,5671,7527,8453,8632
Valganna,1055,1216,1075,1075,1086,1081,985,900,1078,1151,1278,1382,1483
Varano Borghi,500,668,843,1116,1097,1031,1242,1246,1613,2011,2530,2460,2330
Varese,17703,19339,20811,25046,29316,32583,38858,41869,53115,66963,83239,90527,85687
Vedano Olona,1810,1953,1840,2223,2512,2946,3114,3175,3805,4535,5575,6127,6743
Veddasca,1889,2076,1970,1755,1901,1666,1426,1373,1180,938,628,485,397
Venegono Inferiore,929,970,1075,1201,1413,1576,2055,2128,2604,3127,4357,5152,5645
Venegono Superiore,1169,1255,1356,1492,1873,2154,2322,2310,2911,3519,4255,5860,6664
Vergiate,2992,3099,3471,4418,4097,4027,4090,4112,5116,5766,6945,7627,8086
Viggiù,2360,2395,2488,2532,2504,2500,2524,2420,2918,3803,5171,4714,4829
Vizzola Ticino,489,442,345,469,450,472,440,481,529,568,451,452,423
Abbadia Lariana,1348,1343,1426,1352,1340,1262,1298,1335,1767,2124,2528,3002,3000
Airuno,830,884,920,938,1075,1046,1189,1243,1410,1690,2197,2532,2581
Albavilla,2390,2544,2633,2972,2974,2893,2971,3024,3464,3674,4357,5075,5517
Albese con Cassano,2034,1975,2105,2100,2242,2201,2403,2479,2652,2834,3271,3942,3933
Albiolo,702,841,892,1145,1236,1370,1325,1196,1365,1534,1860,1891,1907
Alserio,683,760,752,745,729,709,615,555,638,677,735,785,876
Alzate Brianza,2062,2303,2222,2303,2366,2303,2149,2061,2223,2488,2903,3497,3989
Annone di Brianza,1185,1266,1216,1179,1241,1221,1186,1217,1304,1323,1287,1479,1807
Anzano del Parco,990,1036,1176,1105,1003,1001,954,923,1089,1165,1251,1234,1400
Appiano Gentile,2839,3180,3752,3386,3501,3548,3604,3601,4018,4201,5088,6349,6766
011 Argegno,702,771,695,698,876,870,855,780,804,830,744,702,679
Arosio,910,945,979,1101,1263,1395,1781,1757,2195,2622,3548,3662,4271
Asso,2135,2155,2067,2146,2216,2245,2193,2180,2533,2604,2975,2751,2942
Ballabio,725,745,845,908,1062,1018,927,949,975,1097,1408,1981,2473
Barni,340,370,388,414,406,479,461,417,438,361,392,401,434
Barzago,1495,1488,1609,1745,1815,1849,1835,1723,1853,1855,1947,1902,2241
Barzanò,1462,1549,1702,2133,2386,2420,2583,2536,2800,3005,3299,4106,4548
Barzio,941,835,899,1201,1151,1244,1177,1102,1146,1158,1214,1306,1310
Bellagio,2782,2885,3397,3635,3776,3460,3720,3643,3712,3536,3413,3189,3012
Bellano,2780,2975,3334,3672,3884,3487,3656,3700,4277,4189,3768,3603,3326
Bene Lario,546,490,573,387,349,419,357,309,328,317,323,305,314
Beregazzo con Figliaro ',616,699,741,729,754,845,1189,1115,1259,1465,1606,2081,2221
Binago,1900,2066,2234,2192,2510,2421,2123,2173,2353,2725,3214,3360,3814
Bizzarone,578,605,660,734,830,836,712,681,688,822,979,1131,1337
Blessagno,367,388,446,442,502,473,379,322,328,260,173,220,262
Blevio,879,858,934,986,1123,1011,1180,1209,1581,1873,1666,1432,1323
Bosisio Parini,1764,2152,2081,1989,2053,2062,2145,2096,2233,2272,2570,2708,2839
Bregnano,2229,2428,2369,2456,2496,2467,2402,2411,2566,2888,3189,3719,4473
Brenna,907,941,984,997,1085,1213,1060,1098,1144,1283,1354,1474,1686
Brienno,495,498,506,542,510,498,478,428,462,491,453,403,423
Brivio,2073,2146,2132,2266,2520,2301,2535,2668,3042,3125,3407,3786,3831
032 Brunate,295,337,382,522,712,683,806,845,1861,1697,1585,1734,1761
