City,1,2,3,4,5,6,7,8,9,10,11,12,13
Pogno,937,1033,992,991,996,1053,940,925,1038,1220,1371,1496,1513
121 Pombia,1343,1538,1601,1904,1936,1710,1396,1401,1433,1351,1237,1256,1291
Prato Sesia,1433,1536,1740,1741,2073,1932,1809,1873,1759,1737,1736,1958,1928
Premeno,512,566,650,731,836,796,784,791,769,798,789,775,741
Premia,1403,1526,1516,1129,1166,1399,1289,1246,1128,1028,867,724,660
PremoselloChiovenda,2162,2276,2202,2194,2340,2229,2027,2048,2181,2233,2243,2296,2153
Quarna Sopra,573,633,678,700,679,642,621,608,514,477,439,382,328
Quarna Sotto,837,861,878,994,1003,1008,927,888,765,696,607,527,475
Re,678,711,794,795,759,929,867,893,947,937,902,945,863
Recetto,1489,1563,1425,1530,1576,1437,1367,1364,1240,1125,985,914,854
Romagnano Sesia,2631,2810,3292,4219,4255,4044,4099,4244,4268,4564,4522,4458,4329
Romentino,2301,2502,2863,3222,3590,3275,3234,3265,3313,3532,3833,4409,4401
San Bernardino,1511,1587,1698,1637,1533,1557,1233,1136,1129,1120,1002,1023,1039
San Maurizio,952,1075,1139,1281,1283,1242,1320,1367,1430,1848,2498,2763,2818
San Nazzaro Sesia,1194,1321,1307,1211,1248,1178,1028,1043,1028,903,801,804,701
San Pietro Mosezzo,1398,1562,1840,1934,1994,2171,1903,2032,2087,1993,1661,1671,1674
136 Santa Maria Maggiore,1188,1255,1196,1059,1163,1109,1081,1082,1205,1163,1215,1272,1256
Seppiana,310,322,311,298,266,286,296,310,340,347,309,269,222
Sillavengo,1124,1246,1387,1384,1399,1232,1163,1137,964,853,724,653,588
Sizzano,1282,1499,1732,1897,1851,1758,1662,1656,1618,1523,1481,1475,1434
Soriso,995,1136,1153,1138,1065,975,956,932,864,886,788,725,767
Sozzago,1138,1240,1385,1375,1396,1428,1224,1172,1165,1108,875,694,732
Stresa,3050,3152,3370,3496,4323,4106,4139,4040,4555,4777,5122,5162,4684
Suno,2910,3297,3503,4054,4304,4386,3760,3512,3133,3035,2936,2810,2734
Terdobbiate,767,822,926,992,969,852,693,693,771,652,505,502,486
Toceno,392,399,488,535,520,519,487,517,579,645,655,704,751
Tornaco,1499,1653,1897,2085,2042,1844,1539,1481,1460,1296,1030,906,839
Trarego Viggiona,994,961,891,932,913,809,724,638,658,577,481,524,456
Trasquera,707,765,770,665,1037,903,817,739,691,604,520,444,370
Trecate,6263,7075,7717,9204,9990,9854,10068,9889,10514,12396,13650,14791,14845
150 Trontano,1235,1342,1353,1205,1306,1388,1492,1621,1575,1541,1591,1711,1654
Valstrona,1734,1755,1769,1733,1754,1808,1634,1685,1726,1597,1676,1535,1348
Vanzone con San,902,952,760,807,764,743,658,675,724,595,514,486,505
Vaprio d'Agogna,1070,1104,1311,1483,1508,1387,1325,1276,1177,1020,1019,948,920
Varallo Pombia,2722,3059,3188,3367,3255,3003,2656,2526,2712,3287,3817,4024,4107
Varzo,2449,2304,2312,3534,2810,2973,2641,2628,2964,2683,2580,2494,2409
Verbania,12193,13025,14785,17584,19817,20039,22315,21753,26003,29810,34749,32744,30517
Veruno,1029,1078,1336,1815,2046,2090,1728,1596,1405,1322,1247,1304,1378
Vespolate,2583,2790,2922,3206,3101,2813,2740,2640,2677,2636,2414,2165,2108
Vicolungo,1064,1182,1257,1311,1249,1169,1161,1155,1056,952,858,876,815
Viganella,471,499,502,438,484,456,422,426,367,367,332,263,192
Vignone,515,551,579,568,631,570,608,525,586,568,585,875,922
Villadossola,1388,1540,1545,1818,2968,3831,4409,4884,6669,7189,7327,7419,7469
Villette,394,393,390,392,365,385,356,337,365,304,256,257,233
Vinzaglio,1468,1632,1723,2262,1841,1614,1423,1405,1292,1057,781,659,607
Vogogna,1641,1685,1767,1640,1827,1825,1679,1651,1975,2063,2130,1944,1837
001 Acceglio,2054,2082,2069,1672,1575,1617,1254,1069,911,658,509,355,238
002 Aisone,1232,1462,1428,1156,1026,1119,842,612,564,480,383,326,309
Alba,10690,10815,12395,13894,14461,13995,17740,16687,16466,21110,28675,31372,29382
Albaretto della Torre,302,313,330,427,431,385,430,462,425,320,267,266,278
Alto,401,372,365,365,329,328,313,330,293,238,189,139,118
Argentera,1158,1057,1003,912,640,531,430,378,289,226,122,97,97
Arguello,253,250,220,288,265,314,299,298,289,175,149,175,186
Bagnasco,2232,2190,2119,2147,1997,2099,1967,1933,1782,1481,1287,1193,1043
Bagnolo Piemonte,6128,6406,6697,7116,6460,6431,6218,5893,5337,4722,4853,5106,5123
Baldissero d'Alba,1146,1231,1229,1320,1468,1427,1404,1289,1066,948,925,999,1023
Barbaresco,576,680,715,847,939,939,921,925,782,617,612,637,657
Barge,9654,9917,9778,9163,10014,9230,9226,8900,8140,7368,6897,7078,7057
Barolo,735,796,914,1068,1069,1144,1054,1021,893,828,759,705,672
Bastia Mondovì,1041,1116,1256,1434,1390,1317,1212,1132,1021,801,677,623,604
Battifollo,732,835,790,712,697,675,667,634,615,396,316,306,273
Beinette,1726,1802,1976,1659,1868,1848,1846,1731,1839,1859,1950,2626,2656
