City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
San Pietro di Cadore,,1931,2203,2494,2950,3004,3037,2680,2883,2721,2356,2196,2005
Santa Giustina,,4201,4630,5708,6026,6585,5805,5396,5727,5749,5495,5854,6131
San Tomaso Agordino,,1332,1461,1918,2195,2449,1974,1612,1730,1508,1218,1038,877
San Vito di Cadore,,1729,1789,1778,1251,1117,1006,1017,1157,1325,1413,1497,1645
Sappada,,1336,1322,1353,1337,1349,1344,1325,1553,1523,1414,1379,1373
Sedico,,3976,4293,4972,6177,6772,6506,5953,6893,7245,7189,7706,8056
Selva di Cadore,,1037,878,952,940,932,870,763,729,748,617,586,604
Seren del Grappa,,4273,4833,4661,5264,5025,4433,3705,3820,3364,2785,2534,2480
Sospirolo,,3333,3406,3761,4769,4862,4524,3978,4528,4216,3527,3559,3365
Soverzene,,451,285,231,246,233,248,287,378,402,435,443,414
Sovramonte,,3569,3585,3666,4225,4308,3460,3102,3438,2904,2150,1981,1818
Taibon Agordino,,1888,2076,2179,2220,2457,1998,1739,1879,1824,1743,1811,1705
Tambre,,2173,2053,2283,2331,2565,2237,2015,2290,2138,1906,1779,1654
Trichiana,,2599,2768,3297,3960,4540,4635,3973,4150,4115,3874,4175,4303
Vallada Agordina,,1192,1266,1246,1268,1388,1034,926,1004,962,722,693,596
Valle di Cadore,,2752,2883,3083,3162,2807,2250,2140,2396,2327,2171,2140,2021
Vigo di Cadore,,2079,2478,2304,2381,2940,1914,1861,1940,1815,1767,1766,1709
Vodo Cadore,,2439,2506,1584,2536,2773,1091,966,1184,1054,1016,963,944
Voltago Agordino,,1198,1248,1295,1426,1478,1383,1341,1443,1358,1210,1087,1017
Zoldo Alto,,2021,2187,2325,2428,2426,2183,2033,2025,1832,1515,1367,1329
Altivole,,2896,3240,3545,4344,4561,4635,4741,4867,4377,4302,5063,5456
Arcade,,1127,1277,1348,1830,1959,2078,2012,2054,2144,2440,2806,3119
Asolo,,5451,5813,5832,6564,6741,6413,6710,7078,6253,6161,6295,6651
Borso del Grappa,,3079,3324,3703,4213,4591,4436,3848,3764,3440,3512,3812,3932
Breda di Piave,,3352,3604,3924,5124,5565,5685,5608,6060,5810,5588,5545,5516
Cappella Maggiore,,1890,1916,2116,2689,2957,3154,2955,3211,3501,3740,4046,4171
Carbonera,,2684,2723,3318,4117,4792,5299,5454,5840,6157,6529,8429,8982
Casale sul Sile,,3619,3964,4190,4965,5470,5606,5464,5864,5570,5987,6920,7375
Casier,,1794,1953,2222,2735,2969,2876,2908,3180,3376,4508,5689,6795
Castelcucco ⭑,,1528,1588,1626,1812,1804,1594,1581,1600,1350,1304,1648,1693
Castelfranco Veneto,,10719,11512,12440,14825,16206,17191,17349,20073,21099,26283,28511,29470
Castello di Godego,,3191,3463,3578,4084,4737,4565,4379,4876,4308,4510,5569,6023
Cavaso del Tomba,,3163,3148,3510,3900,3272,3171,3032,3040,2622,2603,2543,2390
Cessalto,,3792,4187,4063,4621,4976,5748,5808,5718,4112,3262,3110,3132
Chiarano,,3108,3215,3223,3831,4106,4684,4578,4629,3641,2901,2938,3028
Cimadolmo,,1669,1866,2120,2661,2945,3159,3090,3113,3126,2960,3031,3108
Cison di Valmarino,,4066,4224,3650,4388,4339,4073,3422,3287,2940,2471,2365,2401
Codognè,,3520,3493,3477,4371,5167,5189,4924,4877,4479,4596,4779,4846
Colle Umberto,,2375,2510,2781,3270,3677,3482,3426,3589,3390,3729,4046,4369
Conegliano,,7872,8209,10252,13007,15072,17232,15434,18353,22892,31531,36142,35656
Cordignano,,4492,4335,4538,5401,6090,5888,5922,6007,5586,5666,5888,5803
Cornuda,,1496,1620,2333,3005,3184,3020,2971,3642,4407,5043,5041,5313
Crespano del Grappa,,2614,2771,3003,3361,3971,3604,3723,3626,3482,3527,3751,3902
Crocetta del Montello,,2852,3089,4160,5979,6151,6134,5798,5935,5573,5662,5748,5662
Farra di Soligo,,4150,4502,5281,6167,6514,6903,6540,6777,6329,6542,7080,7495
Follina,,3481,3438,3155,3674,4001,3471,3161,3281,3089,3259,3413,3431
Fontanelle,,3552,3721,4135,5191,6018,6258,6206,6176,4773,4521,4852,5080
Fonte,,2667,2894,2889,3363,3739,3428,3370,3619,3294,3797,4435,4683
Fregona,,3049,3054,3393,3941,4443,4186,3763,3742,3538,3077,2910,2936
Gaiarine,,3879,4112,4225,5088,5833,6397,5963,6213,5880,5977,6225,6276
Giavera del Montello,,2242,2541,2853,3627,4047,3811,3595,3684,3391,3384,3668,3806
Godega di Sant'Urbano,,3061,3153,3233,4379,4820,5218,5113,5054,5347,5606,5800,5862
Gorgo al Monticano,,3423,3303,3406,4303,4744,5075,4981,4968,3673,3264,3594,3753
036 Loria,,3750,4080,4536,5390,6145,6468,6208,6971,6103,6107,6645,6987
Mansuè,,3211,3254,3394,4294,4797,4880,4838,4798,3578,3304,3643,3941
Mareno di Piave,,3140,3494,3826,4881,5430,5810,5749,5872,5929,6313,6835,7255
Maser,,2936,3199,3402,4013,4374,4104,4081,4637,4239,4377,4616,4730
Maserada sul Piave,,2453,2620,2848,3584,4110,4577,4617,5235,5269,5682,6077,6328
