City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Acate,2543,2780,4077,3854,4359,4050,4130,4373,5352,5862,5810,6732,7640
Chiaramonte Gulfi,7986,8217,8645,9545,11936,14071,11937,11143,11364,10014,8670,8227,8424
Comiso,16740,17580,20367,26952,28030,34448,32325,23496,24655,25904,26550,28110,28906
Giarratana,2587,2634,3155,3728,3867,3819,4054,4106,4163,4036,3491,3418,3411
Ispica,7539,7994,8804,10832,11605,13215,12099,11470,13260,13206,12056,14240,14629
Modica,32492,34933,43254,52354,59932,64637,49703,41170,43810,44050,44131,47537,50529
Monterosso Almo,5001,7261,8847,6190,6084,6007,5467,5064,5219,4765,4046,3766,3503
Pozzallo,2871,3474,4409,6593,7897,9207,10923,10090,12092,12253,12599,15068,17176
Ragusa,22883,29087,31185,41594,55189,55842,50797,50158,50240,57311,61805,64492,67535
Santa Croce Camerina,2995,4034,5057,6339,7014,6481,6353,6628,7125,6794,6290,7188,7445
Scicli,10288,10870,12082,16220,20202,24390,22291,21827,22988,23539,23469,24565,25255
Vittoria,15882,17461,23773,32214,31889,32837,38802,37569,43239,45035,46130,51240,55280
Augusta,9834,12038,13286,16770,15487,20825,23354,19690,23507,27950,34794,39137,34189
Avola,10956,11975,12540,16301,17711,20388,23614,21883,24756,27453,29241,30627,31322
Buccheri,4140,4231,4330,5221,5559,5660,5034,4854,4382,3894,2712,2854,2755
Buscemi,2354,2430,2478,2792,2841,2883,2793,2632,2394,1948,1593,1435,1292
Canicattini Bagni,5170,5717,7050,8871,10388,11809,9260,9827,9783,8572,7548,7485,7535
Carlentini,4900,5529,7210,8604,11088,11165,11548,10580,11555,12671,11760,13844,16946
Cassaro,1625,1720,1743,2264,2373,2067,1990,1993,1860,1583,1292,1003,989
Ferla,3693,4221,4431,5378,5442,5268,5119,4567,4475,3894,3264,3125,3029
Floridia,7337,8779,10227,12165,13541,15012,14571,14473,15716,16248,16646,17861,19726
Francofonte,4861,4808,6084,10046,12493,16514,11584,12089,14792,15861,14246,14234,14815
Lentini,9506,10288,13202,17100,22969,28233,22355,23830,30115,32389,31741,31248,27764
Melilli,3974,4459,5413,5918,7268,8661,5739,5323,5969,7227,8899,9723,11656
Noto,12836,14538,15787,19327,27163,28299,26175,26013,27257,27109,24974,23269,21704
Pachino,4527,5881,7663,11493,12544,14559,18424,18854,23007,21432,21056,21272,21394
Palazzolo Acreide,10219,10210,11186,15106,16235,18024,16602,11584,12280,11024,9110,9288,9097
Portopalo di Capo Pas,412,538,611,980,1093,1498,1857,1710,2149,2366,2609,3083,3211
Priolo Gargallo,2516,2693,3079,3812,4903,5820,4989,5132,6545,8162,9974,11408,11466
Rosolini,5936,6402,7504,10539,10818,12067,13558,14052,15971,17096,17464,20636,20686
017 Siracusa,19286,19906,21598,29600,39330,46557,46048,49478,66090,83205,101421,117615,125941
Solarino,2408,2618,2895,3973,4456,4976,4944,4971,5807,5870,5901,6637,7252
Sortino,8501,8815,9024,11154,12351,11241,10216,10058,10432,9823,8794,8908,9245
Aglientu,657,669,592,670,8889,630,816,908,918,1208,1205,1490,1761
,1747,1781,1787,764,1054,1324,1334,1330,1352,1523,1471,1163,1086
Alà dei Sardi,1136,1295,1403,1680,1862,2011,2167,2088,2443,2561,2232,2219,2052
Alghero,8831,9988,9989,10741,11860,12555,13737,15998,21374,26688,32187,36508,39026
Anela,589,605,731,962,1101,1204,1273,1300,1445,1485,1073,1065,939
Ardara,313,386,504,537,572,579,695,783,1063,1036,780,717,839
Arzachena,1339,1379,1569,2568,2833,3160,3749,3782,4269,4618,6157,7998,9435
Badesi,432,430,458,593,774,896,1026,1110,1356,1555,1563,1759,1860
Banari,1214,1357,1345,1503,1517,1462,1355,1369,1444,1198,877,931,756
Benetutti,1850,1990,2195,2536,2642,2750,2766,2809,2947,3016,2443,2367,2292
009 Berchidda,1333,1402,1579,2125,2323,2769,2923,3018,3428,3576,3261,3374,3353
Bessude,699,724,700,763,810,801,790,696,750,704,546,547,509
Bonnanaro,1175,1265,1425,1800,1879,1865,1802,1858,1866,1821,1497,1307,1198
Bono,2816,3208,3189,3752,3825,4013,4265,4518,4815,4906,4111,4043,4061
Bonorva,5232,5394,5966,6711,7128,6953,7341,7443,7590,6669,5479,5045,4632
Bortigiadas,1432,865,909,1030,1139,1091,1406,1487,1614,1559,1276,1127,987
Borutta,533,548,629,689,744,726,655,675,649,563,519,446,377
016 Bottidda,740,804,843,1048,1125,1048,1149,1158,1197,1161,1011,835,825
Buddusò,2331,2465,2609,3387,3935,4380,4846,5254,6258,6865,5987,6236,6367
Bultei,1017,1104,1160,1749,2021,2066,2352,2493,2479,2363,1789,1621,1370
Bulzi,588,617,644,651,726,701,682,733,850,903,809,746,689
020 Burgos,682,717,818,1347,1476,1646,1850,1880,2033,1724,1360,1218,1107
Calangianus,1543,1678,1893,2583,3004,3038,3351,3552,4293,4472,4315,4505,4679
"022 Cargeghe""",463,469,491,626,676,608,646,626,689,746,684,624,622
Castelsardo,1711,1661,1749,2006,2409,2662,2931,3283,4175,4181,4380,5081,5236
024 Cheremule,844,810,814,817,1016,1001,878,922,849,752,596,580,558
026 Codrongianos,1802,1746,1826,2099,2340,1994,2150,2289,2694,2472,2040,1989,1997
,1156,1515,1216,1151,1197,1162,1154,1224,1390,1184,1171,1141,1291
