City,1,2,3,4,5,6,7,8,9,10,11,12,13
Tavagnasco,943,911,1007,997,910,854,833,858,873,889,958,871,843
Torino,173305,210873,250655,329691,415667,499823,590753,629115,719300,1025822,1167968,1117154,962507
Torrazza Piemonte,1390,1458,1608,1712,1645,1630,1654,1637,1723,1973,1990,2078,2194
Torre Canavese,876,872,904,764,792,744,642,601,570,546,577,591,604
Torre Pellice,4245,4987,4967,5898,5615,5522,4762,4912,5049,4642,4732,4661,4601
Trana,2062,2225,2103,1807,1795,1708,1571,1532,1610,1470,1792,2509,3083
Trausella,709,708,684,563,443,368,298,304,228,232,228,182,141
Traversella,2342,2044,2163,1463,1670,1211,1034,1008,835,827,693,593,460
Traves,726,754,841,916,892,890,844,808,718,632,592,579,506
Trofarello,1788,1971,2281,2383,2741,3143,3608,3553,4389,5466,7949,7796,8905
Usseaux,1474,1350,1228,1203,1026,978,708,553,508,441,336,255,231
Usseglio,2495,1372,1183,1120,1731,1713,1493,1035,854,688,478,390,309
Vaie,874,914,959,1144,1309,1268,1211,1223,1219,1210,1187,1055,1123
Val della Torre,1790,1883,1992,2239,2360,2304,1868,1768,1593,1357,1872,2576,3021
Valgioie,1105,1084,1063,960,970,944,849,789,631,443,311,358,587
Vallo Torinese,481,502,605,678,716,689,653,671,611,565,604,668,721
Valperga,3225,3513,3503,3014,2735,2854,2690,2669,2750,2915,3469,3496,3403
Valprato Soana,1269,1343,1385,1564,1589,1513,1206,1048,676,452,300,217,176
Varisella,723,605,657,768,723,793,719,709,584,538,606,668,668
Vauda Canavese,1315,1413,1584,1777,1722,1632,1314,1270,1285,1165,1132,1130,1273
Venaria Reale,6099,6276,6094,5390,5978,6379,13333,11744,15796,18331,23477,26584,30614
Venaus,1467,1442,1489,1157,969,977,916,935,968,930,985,997,984
Verolengo,4362,4576,5047,5049,4780,4477,4357,4464,4535,4543,4748,4640,4415
Verrua Savoia,2935,3053,3163,2887,2747,2591,2312,2273,2010,1756,1553,1331,1282
Vestignè,1936,1969,2060,1826,1600,1752,1409,1318,1218,1063,1038,953,900
Vialfrè,511,540,545,547,448,454,307,308,267,259,222,262,214
Vico Canavese,2264,2396,2301,2181,2065,1805,1437,1317,1245,1183,1184,1026,933
Vidracco,469,525,554,487,544,517,432,386,326,344,353,346,417
Vigone,6877,6689,6206,5601,5250,5183,4868,4863,4681,4494,4683,5148,5081
Villafranca Piemonte,8439,8342,8231,7138,7167,6811,6569,6302,5792,5084,4763,4707,4746
Villanova Canavese,335,307,380,462,891,879,838,808,919,946,1081,1014,992
Villarbasse,1610,1587,1651,1480,1322,1283,1241,1104,1159,1170,1418,2309,2711
Villar Dora,1365,1420,1486,1686,1731,1664,1539,1443,1489,1511,1827,1966,2151
Villareggia,1551,1480,1574,1808,1540,1645,1141,1390,1298,1201,1062,1016,993
Villar Focchiardo,2279,2532,2682,2590,2557,2342,2138,1924,1841,1852,1767,1976,2009
Villar Pellice,2417,2139,2175,1888,1817,1791,1743,1620,1471,1304,1252,1219,1207
Villar Perosa,1060,1144,1250,1392,1426,1887,2440,2511,2852,3785,4012,4237,4241
Villastellone,2620,2718,2800,2648,2682,2455,2401,2344,2507,2834,4466,4624,4657
Vinovo,3029,2994,3249,3122,3010,2733,2806,2799,3114,4062,7592,11591,13435
Virle Piemonte,1814,1740,1658,1362,1361,1261,1240,1155,1052,959,875,899,919
Vische,2488,2405,2476,2454,2543,2266,2028,2009,1813,1698,1512,1400,1345
Vistrorio,911,1021,1093,1106,952,1027,642,587,557,547,538,468,426
Viù,5175,5005,4700,4970,4293,4092,3749,3475,2816,2182,1707,1423,1273
Volpiano,4171,4493,5022,6028,6161,5472,5191,4842,5166,5386,8135,10787,12536
Volvera,2340,2320,2256,2004,2036,2096,2041,1983,1847,1863,3191,6749,6894
Ailoche,690,728,820,708,710,657,478,432,472,390,336,383,333
Alagna Valsesia,648,623,677,632,711,647,538,497,467,456,503,440,432
Albano Vercellese,845,906,952,963,921,843,805,816,707,537,527,407,340
Alice Castello,2026,1857,2011,2263,2430,2284,2134,2199,2193,2109,2118,2314,2474
005 Andorno Micca,2359,2776,3346,3763,3828,3614,3844,3681,4119,4122,4165,3985,3681
Arborio,1279,1613,1674,1862,1874,1659,1639,1587,1390,1323,1178,1134,1007
Asigliano Vercellese,3420,4025,4236,4014,3506,3005,2748,2677,2394,2116,1634,1392,1446
Balmuccia,431,412,436,354,333,304,274,248,213,191,147,148,117
009 Balocco,727,892,887,1045,986,808,779,735,811,484,387,339,267
Benna,554,585,624,755,755,714,652,636,795,914,1025,1088,1111
Bianzè,3194,3527,3804,3746,3443,3003,2999,3032,3016,2892,2594,2370,2166
012 Biella,13873,17240,20690,25795,28982,32355,36935,38115,42791,50209,54076,53714,48324
Bioglio,2107,2474,2184,1957,1612,1562,1246,1292,1654,1622,1362,1191,1084
Boccioleto,778,914,967,939,907,828,718,722,673,596,481,390,339
Borgo d'Ale,3387,3411,3723,4270,3953,3496,3496,3505,3245,3085,2981,2825,2685
Borgosesia,5959,5928,6188,7496,9184,8369,10193,10956,11702,14042,16219,15992,14731
Borgo Vercelli,2896,3196,3427,3280,3104,2800,2687,2581,2520,2440,2253,2265,2149
Borriana,665,744,820,1002,967,881,806,698,818,929,882,852,914
Breia,844,739,767,728,610,565,526,500,416,329,223,186,199
Brusnengo,1911,2163,2191,2484,2441,1893,1746,1758,1787,1921,1876,1915,2048
