City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Varallo,7564,7488,7465,7944,8077,7875,7900,7826,8003,7782,7655,8298,8025
Veglio,1030,1128,1234,1319,1253,972,953,983,1124,1146,843,762,706
Vercelli,25103,27101,29244,30470,31926,32159,38581,38956,42159,50907,56494,52488,49458
Verrone,294,302,354,417,413,350,355,373,400,405,728,1003,1133
Vigliano Biellese,2038,2308,2663,3009,3327,3645,4386,4556,5112,6579,8197,8535,8286
Villa del Bosco,634,688,672,716,663,696,573,559,496,498,482,405,405
Villanova Biellese,274,284,307,342,317,275,237,308,273,244,212,220,209
Villarboit,816,961,1149,1272,1130,982,1090,1090,1139,933,740,675,581
Villata,1893,2056,2199,2271,2498,2434,2271,2279,2212,2066,1876,1768,1620
Viverone,1541,1661,1787,2023,1857,1790,1575,1492,1404,1442,1428,1410,1351
Vocca,546,533,486,421,366,305,286,287,310,242,203,176,151
Zimone,866,951,954,1073,1003,906,792,741,570,498,486,420,404
Zubiena,2412,2602,2607,2449,2278,1969,1483,1338,1395,1396,1200,1100,1129
Zumaglia,574,695,1029,849,804,884,843,787,871,944,926,942,989
Agrate Conturbia,1347,1427,1603,1909,1988,2044,1481,1372,1260,1114,869,891,1039
Ameno,1826,1891,2001,2263,1836,1638,1396,1263,1304,1147,989,924,891
Antrona Schieranco,1104,1123,1078,924,838,925,945,985,833,793,720,644,604
Anzola d'Ossola,466,558,539,511,526,547,492,427,454,428,470,479,442
005 Arizzano,508,672,595,652,718,670,719,653,773,798,878,1602,1868
Armeno,2804,3072,3043,3157,3315,3105,2697,2584,2290,2160,2082,2165,2166
Arola,768,780,792,684,570,590,503,437,364,384,368,323,291
Arona,5289,5680,6571,6767,8629,8794,9191,8933,10157,11905,15759,16382,15543
Aurano,1093,805,1235,1277,1153,1094,747,720,587,465,269,188,133
Baceno,1140,1181,1270,1279,1336,1372,1212,1241,1140,1181,1186,1070,977
Bannio Anzino,1093,1191,1116,1027,1036,1054,995,1036,1026,871,806,685,619
Barengo,1139,1462,1502,1538,1569,1575,1491,1477,1429,1340,1134,969,941
Baveno,1423,1812,2300,2508,2910,2726,2959,3028,3489,3827,4231,4477,4510
014 Bee,414,435,464,476,528,542,633,514,490,494,471,586,675
Belgirate,783,717,755,629,652,637,553,536,622,631,566,531,510
Bellinzago Novarese,3963,4099,4525,5026,5342,5297,5370,5345,5945,6899,7488,8151,8140
BeuraCardezza,1683,1605,1733,1570,1756,1798,1593,1572,1782,1694,1477,1417,1351
Biandrate,1210,1409,1465,1537,1495,1409,1402,1421,1451,1389,1251,1275,1184
Boca,1452,1678,1829,1583,1767,1766,1384,1347,1178,1170,1047,1125,1125
Bognanco,1206,1314,1215,961,998,947,964,962,855,745,553,483,370
Bogogno,1353,1359,1599,1946,2014,2054,1759,1560,1487,1333,1200,1139,1122
Bolzano Novarese,555,659,745,852,909,905,825,785,829,850,847,964,950
Borgolavezzaro,2819,2844,3057,3350,3012,3017,2576,2452,2580,2429,2162,2041,1863
Borgomanero,8814,9641,10307,10983,12122,13243,13279,13434,13944,15692,18930,19457,19102
Borgo Ticino,2257,2331,2537,2701,2450,2240,1900,1717,1994,2436,2938,3112,3329
Briga Novarese,774,989,1104,1283,1296,1476,1473,1538,1543,1700,2186,2498,2603
Briona,1025,1123,1157,1347,1241,1358,1264,1319,1499,1524,1368,1246,1117
BrovelloCarpugnino,1001,1030,978,1032,1024,903,890,735,618,551,510,395,437
CalascaCastiglione,1898,1861,1572,1347,1428,1474,1425,1410,1468,1268,1066,975,885
Caltignaga,1609,1757,2044,2007,1897,1972,1700,1802,1964,2052,2054,2210,2212
Cambiasca,736,726,840,825,849,796,946,837,1041,1242,1379,1464,1523
Cameri,4741,4838,5199,5432,5527,5455,5541,5580,5895,7218,8406,8815,9331
Cannero Riviera,1111,1079,988,1155,1268,1254,1218,1243,1251,1388,1406,1290,1220
Cannobio,4498,4609,4543,4771,4367,4038,3669,3517,3793,4338,5462,5499,5234
Caprezzo,442,414,505,422,403,373,377,257,270,225,210,187,165
Carpignano Sesia,2170,2333,2452,2641,2773,2665,2573,2511,2502,2481,2554,2509,2495
Casalbeltrame,1247,1466,1384,1341,1237,1263,999,1071,1062,789,544,627,673
Casale Corte Cerro,1336,1555,1812,2624,2707,2471,2437,2357,2541,2663,2703,3016,3035
Casaleggio Novara,713,788,846,931,964,953,971,1032,1040,1004,861,793,766
Casalino,3041,3325,3541,4051,3826,3512,3060,3319,3142,2749,1888,1522,1504
Casalvolone,1855,1921,2161,2165,2061,2003,1825,1822,1646,1383,1072,905,797
Castellazzo Novarese,504,474,678,658,631,489,595,612,655,551,428,313,272
Castelletto sopra Ticino,4296,4697,4992,4740,4994,5104,4374,4866,5615,6249,6783,7718,7965
Cavaglietto,694,735,746,849,756,719,646,605,597,476,434,429,407
Cavaglio d'Agogna,1363,1519,1693,1917,2011,2021,1980,1895,1682,1518,1482,1397,1277
CavaglioSpoccia,1013,1105,1054,862,896,856,780,709,605,522,418,371,320
Cavallirio,1016,1148,1273,1332,1511,1458,1143,1126,1040,1062,1023,980,1012
Ceppo Morelli,588,624,504,555,520,551,625,619,855,608,537,469,410
Cerano,4877,5094,5519,6404,6775,6370,5965,6082,5849,5860,6322,7198,7070
Cesara,945,1034,1064,903,872,856,762,730,704,749,788,684,579
051 Colazza,535,538,568,592,619,507,473,399,99,388,381,364,406
