City,1,2,3,4,5,6,7,8,9,10,11,12,13
Jenne,,1515,1655,1314,2220,2271,2018,1158,1267,1011,712,584,553
Labico,,1589,1674,1781,1783,1811,1850,1884,2110,1964,1836,1996,2488
Ladispoli,,199,304,519,587,1022,1330,1452,2296,4055,7252,12319,19319
Lanuvio,,918,926,1481,1677,2204,2533,2636,3846,4498,5228,6444,8177
Lariano,,1612,1638,1519,1966,2268,2596,2816,3759,4690,5374,6999,8530
Licenza,,1341,1276,1546,1634,1556,1656,1633,1522,1272,1109,964,955
Magliano Romano,,419,455,626,697,775,927,963,1046,1013,985,1030,1096
Mandela,,697,733,802,693,658,653,667,822,662,557,559,639
Manziana,,1189,1384,1700,1821,2596,2009,1985,2719,2844,3041,3986,5228
Marano Equo,,960,1038,1169,1315,1449,1126,1206,1160,918,763,758,782
Marcellina,,912,937,1377,1831,2085,2651,2787,3750,3858,4145,4634,5175
Marino,,4420,4755,5663,5882,7340,8898,11308,13109,18097,23836,30772,32903
Mazzano Romano,,588,610,933,1008,1189,1275,1298,1475,1486,1626,1831,2182
Mentana,,1154,1309,1967,2333,2869,3625,4100,6398,10564,16645,24775,30360
Montecompatri,,3030,3247,4317,4316,4802,5112,4758,5164,5575,5398,6318,7166
Monteflavio,,759,804,957,1026,1151,1153,1177,1295,1371,1317,1398,1376
Montelanico,,1727,1652,1887,1974,1942,1957,1820,2064,2062,1759,1775,1878
Montelibretti,,1082,1236,2014,2407,2863,2953,3244,4073,4285,4430,4758,4846
Monte Porzio Catone,,1692,1725,1981,2162,2432,2656,2911,3080,3367,4041,6109,7452
Monterotondo,,3031,3910,4552,5016,5632,6324,7354,10165,15674,21752,26195,30124
Montorio Romano,,1227,1361,1560,1671,1706,1918,1931,1925,1811,1742,1737,1847
Moricone,,865,918,1486,1548,1704,1891,2036,1973,1964,2088,2139,2307
Morlupo,,1630,1841,2262,2234,2306,2481,2682,2978,2911,3427,4591,5611
Nazzano,,809,856,1046,1049,1094,1043,1179,1302,1235,1002,1014,1135
Nemi,,925,935,1123,1194,1178,1177,1290,1296,1342,1323,1420,1586
Nerola,,877,1133,1379,1612,1715,1618,1661,1688,1457,1352,1289,1380
Nettuno,,1372,2515,4707,4652,6686,9320,10118,13893,18620,24811,29423,33827
074 Palestrina,,5979,6158,7074,7146,7457,8166,8398,9221,10307,11533,13386,15802
Palombara Sabina,,3346,3847,4517,5058,5352,5668,5662,6064,6282,6703,7649,8726
Percile,,1030,1065,1202,1272,1134,835,749,556,499,356,295,271
Pisoniano,,1251,1184,1499,1718,1789,1985,2001,1863,1511,996,780,810
Poli,,1753,1621,1873,1802,1852,1800,1858,1964,1894,1888,1939,2025
Pomezia,,254,327,504,619,787,1110,1372,3842,6772,19040,29925,37512
Ponzano Romano,,816,883,1022,1121,1152,1109,1164,1205,1021,884,890,906
Riano,,469,446,741,843,971,1146,1269,1886,2510,3683,4627,6017
Rignano Flaminio,,906,1013,1220,1406,1416,1552,1726,2292,2825,3199,4507,5809
Riofreddo,,1212,1237,1065,1198,1185,1015,949,905,828,677,673,713
Rocca Canterano,,1294,1354,1016,1981,1885,813,831,747,580,388,310,279
Rocca di Cave,,788,796,831,1072,1010,915,880,872,594,400,379,357
Rocca di Papa,,2864,3063,4023,4376,4420,4996,5280,6351,7588,7877,8956,11142
Roccagiovine,,499,439,504,506,443,450,419,393,310,253,230,272
Rocca Priora,,1866,2057,2458,2627,3018,3132,3222,3516,4054,4414,6391,8456
Rocca Santo Stefano,,912,1064,1098,1316,1418,1622,1611,1797,1486,1291,1086,1014
Roiate,,855,817,983,1022,980,1073,1110,1181,1151,942,831,840
Roma,,212386,273893,422319,518804,660091,930723,1150338,1651393,2187682,2781385,2839638,2775250
Roviano,,740,790,1069,1204,1244,1375,1435,1496,1460,1390,1396,1470
Sacrofano,,892,1068,1272,1174,1283,1287,1348,1617,1756,2222,3301,4475
Sambuci,,683,690,1027,977,1010,863,921,818,719,742,696,819
San Cesareo,,108,115,113,748,834,894,1037,1416,2120,3091,6543,8022
San Polo dei Cavalieri,,1126,1158,1669,1733,1846,1787,1799,1678,1460,1372,1688,2125
Santa Marinella,,185,222,533,890,1619,2947,3303,5171,6247,7759,9700,11819
Sant'Angelo Romano,,727,811,1201,1300,1453,1546,1665,1968,1878,1912,2176,2525
Sant'Oreste,,1671,1780,2170,2309,2422,2413,2542,2920,2581,2624,2853,3329
San Vito Romano,,2823,2966,3706,4094,4391,4258,4201,4523,3895,3524,3180,3268
Saracinesco,,645,540,655,876,800,505,332,244,180,179,132,176
105 Tolfa,,2654,2917,3675,3792,4120,4573,4671,5305,5057,4790,4899,4942
Torrita Tiberina,,479,477,697,723,740,751,879,1139,1019,755,709,830
Trevignano Romano,,589,679,1025,1148,1283,1461,1600,1819,2021,2381,2717,3443
Vallepietra,,664,748,940,1189,1178,1236,1114,1122,916,657,488,398
Vallinfreda,,965,1019,1155,1125,1206,953,847,831,591,319,288,290
Valmontone,,3128,3376,4010,4370,4911,5944,6705,7440,8283,9091,10278,11649
Velletri,,13901,14125,17215,19514,22895,27577,28213,31136,35363,37971,41213,42423
