City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Envie,3156,3433,3314,3141,3048,3061,2446,2238,2275,1937,1841,1793,1795
Farigliano,2047,2322,2725,3134,3070,3133,2691,2495,2332,1927,1805,1810,1735
Faule,717,702,708,589,589,620,560,520,500,425,385,350,389
Feisoglio,772,774,720,807,818,833,816,831,776,617,540,517,459
Fossano,16609,16684,18060,18175,19363,18504,21606,19627,20228,20069,21721,23459,23436
Frabosa Soprana,3283,3463,3449,3787,3591,3487,3120,2887,2571,2159,1531,1242,1038
Frabosa Sottana,2053,2257,2326,2420,2394,2141,1877,1742,1593,1297,1128,1170,1197
Frassino,1793,1905,2003,2314,2164,2239,1671,1425,1062,856,581,431,387
Gaiola,708,753,805,681,656,689,600,506,476,434,423,416,387
Gambasca,891,1028,1025,800,727,709,710,633,519,445,333,315,311
Garessio,6718,7129,7370,8739,9408,9103,6862,6409,6457,5936,4971,4351,4018
Genola,2046,2016,2039,1686,1777,1809,1736,1759,1681,1442,1407,1986,2110
Gorzegno,1172,1158,1234,1289,1187,1233,1191,1183,1003,727,508,459,441
Gottasecca,652,639,652,674,681,635,552,587,538,396,300,231,201
Govone,3269,3487,3468,3720,3566,3602,3339,3191,2745,2331,2113,2006,1960
Grinzane Cavour,410,440,468,692,880,934,955,901,856,832,862,1427,1613
Guarene,2570,2704,2589,2985,2933,2770,2566,2530,2246,1964,2043,2290,2546
Igliano,369,374,343,338,343,369,309,312,257,188,130,115,97
Isasca,421,439,461,491,493,390,371,348,297,250,182,146,115
Lagnasco,2267,2067,2115,1754,1871,1816,1784,1772,1726,1475,1486,1430,1341
La Morra,3300,3477,4113,4391,4444,4217,4030,3957,3371,2770,2604,2399,2416
Lequio Berria,785,833,834,1112,1089,1104,1058,1136,969,788,670,619,586
Lequio Tanaro,1683,1654,1560,1622,1528,1459,1354,1332,1215,920,790,666,629
Lesegno,1492,1679,1660,1553,1513,1437,1241,1289,1153,958,878,783,787
Levice,1102,1150,1138,1163,1157,1230,1177,1112,980,720,535,392,344
110 Limone Piemonte,3509,3518,3249,3063,3133,2590,2193,1905,2114,1871,1890,1739,1581
Lisio,815,757,826,736,751,681,643,608,599,467,378,332,302
Macra,1004,1014,1109,1048,1058,992,861,739,582,349,155,107,81
Magliano Alfieri,1825,1937,1985,1997,2060,2134,1880,1991,1560,1364,1453,1473,1555
Magliano Alpi,2469,2504,2629,2795,2686,2710,2352,2249,2207,2114,1968,1954,1974
Mango,1909,2067,2256,2690,2932,2979,2915,2785,2216,1730,1546,1460,1348
Manta,1520,1639,1645,1540,1813,1848,1926,1894,1932,1765,1821,3036,3243
Marene,2334,2528,2471,2381,2332,2440,2389,2370,2386,2038,1825,2347,2523
Margarita,1636,1583,1495,1404,1385,1386,1402,1300,1323,1260,1187,1207,1228
Marmora,1088,1026,1073,902,982,762,645,553,446,353,211,173,140
Marsaglia,1040,1030,1040,1006,1097,1072,988,983,874,680,541,449,357
Martiniana Po,1799,1724,1677,1687,1545,1526,1364,1255,1152,930,794,745,729
Melle,2244,2512,2558,2451,2463,2381,1969,1808,1449,1109,752,552,455
Moiola,1029,1060,1119,1104,1008,920,733,585,585,475,422,372,320
Mombarcaro,1108,1236,1153,1090,1081,1094,1213,1231,1203,802,558,431,370
Mombasiglio,1260,1283,1285,1129,1227,1148,1092,1081,933,766,704,647,627
Monastero di Vasco,1956,1980,2237,2165,2109,2316,1999,2009,1880,1522,1299,1065,1107
Monasterolo Casotto,806,830,770,711,655,616,579,587,480,361,223,191,149
Monasterolo di Savigliano,1413,1354,1572,1509,1550,1521,1522,1474,1385,1185,1153,1133,1142
Mondovì,16683,17232,17530,18982,19858,20117,20494,19621,20450,20536,21603,22262,474
Monesiglio,1425,1478,1402,1543,1576,1548,1508,1433,1372,1172,1048,883,853
Monforte d'Alba,2505,2645,2818,3386,3424,3631,3545,3498,3041,2541,2425,2140,1968
Montà,2856,3028,3279,3761,4093,4138,4239,3916,3751,3359,3695,3907,4169
Montaldo di Mondovì,2020,2206,2344,2338,2129,1955,2000,1661,1421,1151,935,771,651
Montaldo Roero,1405,1426,1478,1600,1689,1745,1725,1667,1319,1100,1068,892,860
Montanera,776,872,901,957,995,1016,998,944,899,844,724,674,669
Montelupo Albese,587,615,654,713,740,793,734,724,599,470,405,390,428
138 Montemale di Cuneo,1329,1510,1513,1441,1083,1013,852,708,644,585,413,311,238
Monterosso Grana,3320,3575,3393,3692,3492,2982,2074,2136,1488,1166,812,674,559
Monteu Roero,2765,2797,2806,2720,2894,3006,2867,2719,2272,1813,1573,1490,1565
Montezemolo,566,647,571,586,499,545,497,459,431,327,255,211,228
Monticello d'Alba,1865,1987,2083,2163,2166,2318,2381,2322,1980,1737,1741,1711,1760
Moretta,3464,3281,3270,2917,3021,3007,2896,3132,3276,3118,3457,3961,4017
Morozzo,1706,1900,2080,2104,2150,1971,2167,2099,2095,1905,1841,1859,1860
Murazzano,2365,2526,2506,2541,2381,2418,2302,2267,2035,1580,1254,1009,882
146 Murello,1572,1651,1617,1460,1592,1598,1499,1483,1428,1172,1026,967,946
Narzole,3978,3870,4063,4426,4187,4185,3897,3801,3487,3050,2859,2822,3081
Neive,2919,3178,3327,3978,4115,4005,4002,3829,3505,2974,2745,2665,2757
Neviglie,583,705,777,853,901,936,924,903,753,580,494,447,428
Niella Belbo,805,836,896,832,806,834,842,845,837,699,581,511,457
Niella Tanaro,2150,2256,2400,2324,2050,2011,1908,1998,1547,1263,1084,1021,990
