City,1,2,3,4,5,6,7,8,9,10,11,12,13
Radicofani,2775,2961,2740,3027,2907,2789,2820,2939,2748,2288,1605,1423,1300
Radicondoli,3751,3954,3845,3811,3778,3609,3420,3420,3227,2210,1320,1102,1032
Rapolano Terme,3921,4043,4202,4918,5118,5284,5475,5587,5541,5783,5188,5095,4975
San Casciano dei Bagni,3197,3674,3524,3994,3708,3762,3672,3761,3819,3231,2461,2146,1977
San Gimignano,7250,8251,8539,10066,10921,11471,10926,11270,11297,10039,7673,7371,6956
San Giovanni d'Asso,2588,2682,2621,2831,2954,2993,3129,3116,3263,2352,1421,1090,938
San Quirico d'Orcia,2063,1938,1821,1971,1909,2006,2179,2240,2332,2297,2261,2233,2389
Sarteano,4520,4574,4642,5076,4975,4584,4565,4578,4702,4253,3759,4282,4378
Siena,32108,31844,34071,37623,41363,42930,45995,48664,52566,61453,65634,61989,56956
Sinalunga,8296,9072,9039,9734,9682,9873,10297,10411,10838,11345,11274,11573,11583
Sovicille,7253,7904,7407,8282,8417,8376,8306,8092,7671,6498,5364,6767,7640
Torrita di Siena,4569,4813,4753,5279,5635,5541,6163,6304,6678,6469,6753,7116,7071
Trequanda,2452,2764,2574,3001,3136,3074,3248,3308,3519,2645,1611,1418,1374
Campagnatico,6346,6685,6727,8179,8258,7826,7288,7143,6911,5867,5020,4550,4135
,1626,1422,1587,2167,2541,2911,3025,3095,3142,3458,2916,2625,2471
Capalbio,321,369,417,709,815,1208,1516,1664,2644,4027,3947,4035,4014
Castel del Piano,4363,4698,4698,5785,6093,6211,6124,5958,5783,5252,4610,4376,4376
Castell' Azzara,1943,2255,2292,3150,3451,3543,3934,3586,3739,3741,2974,2387,2105
Castiglione della,2848,2368,2554,3655,4301,4620,5185,6063,6612,6688,7694,7676,7195
Cinigiano,3472,3772,3629,4616,4779,5133,5309,5415,5332,4777,3784,3394,3013
Civitella Paganico,2902,2538,2832,3788,4045,4413,4779,5044,5488,4775,3696,3302,3090
Follonica,881,852,892,1805,2255,3414,5104,5727,7818,10203,16775,21378,21353
Gavorrano,2706,3171,3639,5097,6127,8469,10305,11066,12974,11740,8478,7828,7951
Grosseto,4724,5747,6783,9694,11875,17059,23088,26383,38190,51730,62590,69523,71257
