City,1,2,3,4,5,6,7,8,9,10,11,12,13
Isola Dovarese,2267,2409,2426,2066,2236,2115,1990,1949,2051,1721,1504,1412,1298
Izano,1286,1432,1363,1546,1676,1568,1535,1524,1635,1469,1384,1406,1414
Madignano,1399,1473,1525,1644,1813,1881,1838,1806,1855,1509,1651,1895,2350
Malagnino,1427,1495,1621,1658,1579,1628,1647,1642,1604,1160,884,874,1020
Martignana di Po,1631,1749,1851,1894,1931,1879,1751,1795,1742,1532,1302,1121,1091
Monte Cremasco,412,515,541,631,696,703,711,777,741,715,910,1209,1637
Montodine,2364,2335,2373,2387,2416,2426,2302,2305,2312,2044,1953,2019,2168
Moscazzano,863,883,869,1005,997,948,977,1019,1082,882,742,694,732
Motta Baluffi,2099,2246,2259,2180,2205,2135,2085,2110,2093,1726,1294,1111,980
Offanengo,2282,2335,2386,2638,2883,2959,2998,3079,3308,3252,3959,4809,5158
Olmeneta,1383,1423,1438,1509,1507,1445,1529,1484,1482,1213,923,845,919
Ostiano,3251,3402,3445,3828,3963,3891,3925,3892,3778,3355,3153,3137,3063
Paderno Ponchielii,3658,3825,3772,3897,3904,3994,4045,4142,3979,3021,2122,1801,1598
Palazzo Pignano,1601,1663,1702,1992,2191,2242,2237,2203,2373,2239,2251,2360,2754
Pandino,2626,2934,3211,3700,4107,4192,4469,4483,4826,4857,5419,6161,7045
Persico Dosimo,2822,3011,2827,2925,3124,3111,3130,3237,3404,3082,2422,2217,2414
Pescarolo ed Uniti,2429,2558,2438,2552,2587,2482,2694,2681,2657,2169,1671,1485,1437
Pessina Cremonese,2110,2210,2190,2101,2092,2041,2200,2345,2330,1702,1072,913,825
Piadena,2817,2970,3062,3495,3722,3592,3532,3672,3875,3834,3781,3816,3623
Pianengo,853,878,919,1066,1126,1140,1248,1209,1300,1238,1373,1625,1941
Pieranica,525,540,542,625,704,692,666,640,669,597,595,709,859
Pieve d'Olmi,1918,2130,2091,2123,2215,2201,2154,2189,2258,1775,1330,1178,1134
Pieve San Giacomo,2309,2695,2626,2759,2947,2772,2668,2685,2688,2035,1572,1358,1385
Pizzighettone,4472,4539,4329,4411,4711,5361,5717,5568,7199,7379,7015,7138,6962
Pozzaglio ed Uniti,2344,2534,2438,2619,2579,2650,2731,2676,2734,2008,1381,1172,1160
Quintano,303,322,325,388,398,429,425,432,461,399,442,458,557
Ricengo,1028,1064,1056,1258,1316,1474,1487,1510,1630,1220,776,753,820
Ripalta Arpina,1027,1152,1100,1166,1190,1183,1170,1047,1027,849,830,857,940
Ripalta Cremasca,1981,2110,2200,2192,2351,2425,2510,2536,2718,2406,2514,2647,2917
Ripalta Guerina,452,481,470,513,521,570,488,463,459,380,320,329,372
Rivarolo del Re ed,3043,3173,3055,3138,3253,3402,3396,3503,3504,2965,2348,2050,1918
Rivolta d'Adda,3662,4025,4270,5138,6004,6116,6391,6282,6554,6470,6820,7101,7056
Robecco d'Oglio,2517,2723,2798,2818,3137,3078,3245,3145,3195,2595,2332,2272,2267
Romanengo,1678,1935,2050,2456,2640,3009,3006,2602,2767,2312,2082,2150,2231
Salvirola,952,1001,1013,1009,1063,1175,1186,1137,1173,909,778,848,864
San Bassano,2230,2299,2142,2322,2431,2541,2551,2423,2426,2144,2260,2121,2104
San Daniele Po,2253,2563,2429,2628,2660,2572,2548,2612,2488,2187,1845,1660,1584
San Giovanni in Croce,2099,2451,2408,2692,2657,2711,2532,2549,2447,2080,1707,1611,1523
San Martino del Lago,1386,1424,1321,1319,1339,1287,1171,1177,1131,929,678,576,492
Scandolara Ravara,3152,3355,3158,3273,3081,2948,2881,2888,2757,2516,1976,1724,1578
Scandolara Ripa d'Oglio,1196,1315,1285,1274,1317,1268,1182,1179,1169,924,711,651,687
Sergnano,1336,1418,1448,1810,1911,2109,2185,2225,2358,2266,2335,2584,2719
Sesto ed Uniti,4107,4292,4275,4193,4186,4069,4196,4174,4137,3272,2554,2485,2562
Solarolo Rainerio,2016,2271,2223,2155,2322,2089,2018,1946,1878,1575,1192,1037,966
Soncino,6944,7343,7534,8136,9663,10398,9927,9556,9689,8260,7265,7293,7215
Soresina,9046,9093,9166,10358,11193,11448,11571,11314,11250,10293,10019,9518,8964
Sospiro,2816,3147,3255,3196,3485,3552,3448,3837,4207,4206,3604,3227,3212
Spinadesco,1520,1583,1546,1683,1853,1890,1859,1860,1956,1644,1397,1277,1301
Spineda,793,818,901,981,956,1066,1093,1089,1121,923,781,697,639
Spino d'Adda,1314,1457,1748,2035,2286,2513,2563,2612,3020,3102,3900,4711,5289
Stagno Lombardo,2609,2920,2941,3117,3213,3459,3389,3409,3571,2595,1818,1483,1442
Ticengo,508,580,584,648,772,916,956,841,918,707,500,435,406
Torlino Vimercati,606,696,668,720,756,785,761,765,794,578,440,301,270
Tornata,844,981,991,1089,1108,1132,1071,1079,1100,973,654,530,504
Torre de' Picenardi,2480,2642,2551,2682,2885,3005,3045,3111,2998,2575,2200,2040,1960
Torricella del Pizzo,1621,1619,1658,1741,1837,1755,1665,1724,1638,1335,932,838,738
Trescore Cremasco,1124,1303,1374,1674,1982,1974,2116,1918,2040,2017,2027,2136,2117
Trigolo,2335,2485,2444,2575,2753,3034,2831,2759,2579,2002,1676,1671,1712
Vaiano Cremasco,1670,1755,1874,2140,2305,2222,2233,2179,2422,2556,2677,2928,3315
Vailate,2631,2850,2773,3306,3445,3390,3407,2988,3173,3050,3131,3217,3489
Vescovato,3635,3856,3776,3876,4154,4186,4247,4222,4298,3640,3292,3275,3437
Volongo,1073,1132,1218,1253,1325,1276,1222,1249,1172,1013,741,763,691
Voltido,1087,1144,1119,1201,1257,1298,1272,1299,1227,1051,663,533,485
