City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Colfelice,1542,1668,1695,2100,2048,1928,1868,2062,2064,1753,1541,1718,1917
Collepardo,1287,1350,1350,1508,1327,1253,1180,1222,1145,907,803,867,029
Colle San Magno,1660,1712,1815,1984,2078,2070,2155,2214,2129,1715,1206,967,895
Coreno Ausonio,1947,2038,2011,2297,2469,2411,2346,2312,2197,1936,1706,1853,1876
Esperia,4323,4888,5204,6105,6648,6107,6128,6352,6154,5445,4698,4514,4380
033 Ferentino,10287,10006,12279,14014,16321,15163,15516,16328,15794,16021,17695,19149,034
Filettino,2670,2299,2532,2749,2842,2243,1834,1180,788,742,675,614,035
Fiuggi,2024,2238,2757,2972,3655,4152,4406,5049,5756,6454,7698,8265,036
Fontana Liri,2366,2182,2184,3109,3707,4224,3895,4246,4164,3492,3177,3248,3303
Fontechiari,1628,1581,1780,1809,2177,2150,2010,2053,2143,1721,1214,1253,1287
Frosinone,10057,9522,11029,12237,13380,16368,18447,24688,31155,39028,44644,45815,039
Fumone,1526,1615,1978,2161,2307,2235,2297,2257,2125,1892,2037,2093,040
Gallinaro,1203,1172,1312,1479,1904,2058,1789,1736,2002,1479,1047,1067,1159
Giuliano di Roma,2460,2346,2692,3174,2838,3123,3021,2843,2403,2026,2136,2239,042
Guarcino,2693,2912,3046,3807,4012,3554,2916,2901,2427,2144,1841,1691,043
Isola del Liri,4807,5586,6572,8244,8591,9103,9896,10867,12550,12118,12354,13045,12794
Morolo,2671,2670,3463,3934,4189,3642,3706,3453,2950,2680,2858,2994,046
Paliano,4689,4915,5855,5972,6319,6355,6894,7406,6754,6546,6865,7372,047
Pastena,2435,2607,2525,2819,2976,3002,2759,2809,2520,2343,1908,1753,1715
Patrica,2696,2293,3182,3087,3140,3381,3286,3208,2631,2240,2460,2738,049
Pescosolido,2271,2003,1927,2265,2335,2326,2482,2636,2708,1915,1646,1445,1473
Picinisco,3275,3806,3510,2563,3191,3837,2612,2529,2884,2157,1477,1288,1261
Pico,2272,2428,2495,3461,3734,4002,3686,3876,4040,3575,3211,3249,3194
Piedimonte San,2727,2452,2533,2724,2687,3252,3165,3336,3091,3001,3045,4151,4668
Piglio,2931,3040,3257,3999,3917,4258,4414,4641,4422,4357,4561,4734,054
Pignataro Interamna,1959,2021,1673,2248,2256,2477,2589,2662,2594,2138,1891,2094,2473
Pofi,2970,2407,3800,4347,4557,4905,5215,5668,5060,4264,4373,4496,056
Pontecorvo,9170,10812,10309,12492,11354,15015,14436,14437,13369,12239,11358,12419,13064
Posta Fibreno,912,921,987,1191,1306,1446,1525,1522,1550,1476,1345,1393,1365
Ripi,4044,4045,5233,6052,7127,7328,7628,7748,6539,5296,5370,5333,059
Rocca d'Arce,1345,1456,1479,1796,1553,1752,1544,1550,1586,1250,1036,985,1059
Roccasecca,4875,5559,5678,6531,7029,6869,7573,7764,7456,6628,6143,6616,7327
San Biagio Saracinisco,1149,1255,1292,1567,1570,1196,1019,1127,1063,1083,573,478,438
San Donato Val di,3584,3491,3908,5044,4978,4760,4994,4591,4255,3256,2618,2408,2316
San Giorgio a Liri,1296,1495,1395,1918,2189,2394,2511,2704,2780,2579,2471,2888,3092
San Giovanni Incarico,2642,3091,2928,4000,3886,3625,3989,4216,4188,4036,3239,3578,3642
Sant'Ambrogio sul Gari,1217,1242,1157,1245,1468,1492,1407,1458,1311,1160,981,1031,1025
Sant'Andrea del Gari,1183,1388,1213,1521,1703,1545,1796,1944,2036,2080,1834,1714,1705
Sant'Apollinare,2239,2463,2142,2713,3090,2975,2750,2959,2889,2406,1979,1855,2038
Sant'Elia Fiumerapido,4883,5319,4694,4637,5278,5316,5638,5881,6481,5089,4850,5806,6152
Santopadre,2058,2059,1803,2332,2252,2424,2422,2444,2498,2010,1984,1886,1751
San Vittore del Lazio,1827,2034,2008,2309,2359,2403,2363,2458,2250,2138,2142,2303,2442
Serrone,1956,1760,2192,2357,2519,2571,2707,2808,2482,2372,2751,2887,072
Settefrati,3185,2700,2718,2495,3016,3247,2604,2464,2146,1550,1036,880,874
Sgurgola,2925,2899,3592,3935,4061,3786,3856,3659,3038,2625,2456,2463,074
Sora,12434,12137,13084,16022,17542,18076,19553,20841,23707,23656,24897,25675,26089
Strangolagalli,1400,1171,1688,1899,2075,2233,2352,2820,2508,2087,2380,2536,076
Supino,3733,3134,4264,4853,4867,5155,5275,5423,4448,3972,4534,4749,077
Terelle,2004,2077,2033,1804,2613,2558,2108,2121,2278,1723,1077,951,706
Torre Cajetani,772,736,664,753,817,889,924,1066,1127,1088,1150,1216,079
Torrice,2394,3306,4199,4528,5159,5720,5898,6503,5461,4426,4605,4370,080
Trevi nel Lazio,1899,2022,1798,2337,3009,3037,2901,2703,2449,2032,1852,1951,081
Trivigliano,1014,962,988,1186,1260,1209,1257,1354,1272,1159,1258,1349,082
Vallecorsa,3926,3912,4129,4415,4378,4259,4170,4053,3834,3610,3622,3489,083
Vallemaio,1195,1402,1226,1523,1615,1725,1543,1658,1552,1417,1116,1122,1137
Vallerotonda,3120,3391,3618,4002,4274,3427,3325,3134,3692,3194,2122,2194,2072
Veroli,11474,10814,12655,15127,15527,18707,18258,20927,18188,16653,18265,19229,086
Vicalvi,720,727,779,678,922,1180,1207,1155,1116,866,663,738,766
