City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Seminara,3954,4542,4908,5422,6055,6091,5920,6584,6776,5775,5012,4355,3965
Serrata,1012,923,923,1199,1279,1424,1671,1690,1759,1702,1369,1087,1183
Siderno,6217,8190,9606,10775,12678,12340,13488,14497,16551,15512,15420,15654,16274
Sinopoli,3192,3380,3411,3554,3802,4009,4059,4029,4404,3123,2606,2468,2535
Staiti,1503,1468,1550,1598,1680,1456,1450,1614,1434,1199,894,742,516
Stignano,1878,1904,1828,2025,2151,2158,2320,2105,2319,2109,1706,1571,1645
Stilo,2181,2662,2682,3177,3320,3328,3407,3381,3675,3845,3306,3023,3139
Taurianova,7608,8701,9637,11926,14136,16638,17717,17132,19456,17742,16078,15591,16056
Terranova Sappo Minu,964,1111,1156,1461,1666,1761,1489,1578,1285,1039,751,668,545
Varapodio,2334,2385,2508,3164,3547,4002,4323,4410,4480,3422,3070,3126,2460
Villa San Giovanni,6512,7191,8109,10326,8109,8897,9518,9735,10062,11050,11137,12394,12785
Alcamo,19531,20934,37497,51798,32211,63765,51687,38396,41815,43097,41596,42339,42621
Buseto Palizzolo,1110,1288,1568,3609,3415,3105,2803,3595,4897,4416,3663,3385,3210
Calatafimi,8690,9480,10349,11374,10486,10487,10942,11484,11654,10775,8488,8168,7636
Campobello di Mazara,5445,5750,6765,9247,9519,9788,10343,10451,11806,12103,11855,12449,12570
Castellammare del Golfo,8951,11402,15297,20665,17367,18124,19746,18032,18893,17638,13853,13869,13515
Castelvetrano,18621,20416,21456,24353,24544,30331,24959,25963,30282,31282,30073,30702,30272
Custonaci,1176,1364,1661,3218,2878,3338,3795,3748,3887,4410,4424,4466,4571
Erice,5660,6566,7997,9428,9125,12507,11004,12191,12026,18021,21979,25275,29420
Favignana,3913,5502,5763,6377,5972,6116,5740,6196,6714,6133,4717,4498,4335
Gibellina,5419,5842,6348,6266,6646,6364,6645,6788,6899,6410,4865,4802,5027
Marsala,29012,31384,36903,53173,63803,70442,52804,57171,68886,74786,73492,79175,80177
012 Mazara del Vallo,11068,12180,13341,20006,25251,22849,24360,25978,33121,36757,38635,43748,47750
Paceco,3793,4206,5359,6357,6864,7810,7953,8144,9194,9613,10816,11338,11348
Pantelleria,6181,6989,7178,8683,8697,9165,9458,9806,10306,9601,8327,7914,7484
Partanna,12012,12514,13264,14227,16174,18586,12645,12714,13714,13011,11355,11770,11741
Petrosino,2558,2768,3254,4689,5629,6205,4666,5050,6088,6611,6502,6948,7329
Poggioreale,3338,3254,3468,3218,3074,2703,2902,3025,3349,2698,1926,1908,1822
Salaparuta,3555,3511,4130,4016,3015,3157,3214,3152,3243,2943,2048,1986,1889
Salemi,13035,14131,15438,17150,20549,20646,19179,17308,17535,15364,13040,12427,12321
Santa Ninfa,6486,6755,7451,8041,7522,6728,6705,6621,6896,5826,5340,5267,5294
San Vito Lo Capo,2304,2674,3256,4330,3644,3944,4242,4266,3896,4022,3623,3612,3567
Trapani,32571,34446,40009,62344,63559,72456,60252,64702,74616,78508,71702,71927,69497
Valderice,4871,5651,6882,9239,9395,9305,9205,9133,10195,9899,10201,10126,10613
Vita,3911,4475,5255,6166,5474,5449,5252,5159,4969,3748,2873,2766,2701
Alia,5239,4507,6297,6045,6132,6308,6785,7271,8331,7167,5251,5217,4402
002 Alimena,4651,4655,5349,5580,5037,4731,4761,5083,5481,5059,3648,3615,3057
Aliminusa,1178,1306,1464,1392,1358,1455,1565,1683,1679,1581,1518,1450,1405
Altavilla Milicia,2730,3244,3531,3568,3714,3441,3527,3779,4391,4632,3953,4295,4789
Altofonte,3551,4157,4606,4725,4687,5271,4957,4947,5363,5681,6044,6930,8276
Bagheria,12346,11654,14077,18329,21212,21734,23622,25820,31161,34201,35482,40076,47085
Balestrate,1623,1851,2606,3931,4237,4075,4693,4707,5686,5546,4753,5162,5651
Baucina,2974,3430,3656,4468,3706,3209,2979,3154,3446,2833,2303,2217,2105
Belmonte Mezzagno,3605,3881,4297,4931,4684,4906,4977,4718,5899,6522,7431,8252,9601
010 Bisacquino,8838,9234,9616,10330,8157,10360,7748,8060,8486,7318,6773,5541,5484
082 Blufi,1345,1469,1756,1842,1815,2590,2105,2176,2215,2047,1662,1595,1391
Bolognetta,1943,1939,1978,2053,2096,2040,2161,2335,2722,2621,2347,2532,3112
Bompietro,2553,2662,3025,3319,3554,3443,3604,3628,3841,3476,2810,2381,2055
Borgetto,6011,6046,6818,7859,7247,10468,6179,6216,6927,6608,5865,5694,5873
Caccamo,7188,7240,8010,12324,8959,11368,8606,8897,10166,9748,8694,8401,8636
Caltavuturo,4932,5343,5690,5763,6071,5792,6229,6693,7231,6537,5935,5437,4943
Campofelice di Fitalia,1017,1203,1289,1181,1681,1688,1439,1615,1550,1339,932,751,638
Campofelice di Roccella,1261,1447,1827,2546,2692,2540,2705,2874,3726,3779,4112,5015,5328
Campofiorito,1522,1528,1860,2066,2151,1985,1773,1955,2225,1776,1515,1747,1564
Camporeale,3169,3907,4838,5595,5749,5959,6130,6096,6730,6093,5266,5126,4371
Capaci,2498,2658,2909,3387,3109,3273,3581,3843,4570,4467,5469,7923,10610
Carini,12689,9952,11797,13887,13586,15060,13873,14762,16307,16723,15572,16320,21076
Castelbuono,7965,8222,8502,10761,10531,10512,11132,11155,11679,11368,10542,10112,10058
Casteldaccia,2506,1990,2927,3905,4261,4748,4721,5043,6107,6439,6580,7418,8098
"Castellana Sicula """,1896,2270,2684,3196,3530,3857,5061,4661,5031,5004,4099,4132,4164
Castronuovo di Sicilia,3930,4000,4644,5037,5060,5286,5289,5463,5986,5245,3895,3696,3604
026 Cefalà Diana,787,906,1151,1187,1279,1082,1090,1145,1191,1063,863,897,1031
