City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Ravarino,4046,4279,4479,5020,6008,6389,6582,6463,6469,5323,4209,3992,4381
Riolunato,1537,1729,1735,2108,2109,2014,1847,1920,1686,1399,1125,966,837
San Cesario sul Panaro,2188,2333,2322,2501,2902,3566,4189,4288,4754,4849,4670,4905,5188
San Felice sul Panaro,8568,9124,8685,8778,9831,10411,11312,11396,11545,9773,9199,9439,9426
San Possidonio,2768,3127,3075,3369,3786,4131,4463,4584,4569,4019,3378,3306,3339
San Prospero,3395,3506,3455,3685,4346,5058,5732,5633,5797,4602,3641,3828,4013
Sassuolo,6017,6438,6214,7740,8514,9731,11633,12958,15628,23675,36079,40226,40275
Savignano sul Panaro,1848,2093,2145,3082,3567,4145,4818,5002,5468,6287,6751,7461,7762
Serramazzoni,5375,5730,6205,6979,7042,7870,8648,8853,9021,6992,5449,5205,5428
Sestola,2701,2956,3157,3667,3913,3940,3932,3942,4066,3554,3029,2880,2756
Soliera,4865,4985,5038,6332,8094,9656,10999,10649,10601,9650,9329,10770,11395
Spilamberto,3591,3792,3817,4659,5258,6000,6824,7047,8042,8359,9313,10307,10665
Vignola,3238,3517,3502,4856,5718,7028,8610,9185,11374,15459,18286,19688,20138
Zocca,5079,5721,5767,6239,6248,6652,7341,7524,7177,5520,4483,4206,4213
Anzola dell'Emilia,3697,4197,4244,4361,4821,5319,5721,5869,5906,5769,7505,8465,10040
Argelato,3641,4063,4123,4325,4610,4864,5178,5283,5032,3932,4354,6842,7727
Baricella,4713,5123,5378,5940,6028,5637,5791,5784,5891,5515,5009,5016,4905
Bazzano,2864,3013,3084,3802,4398,4746,4929,4852,5060,4462,4732,5299,5309
Bentivoglio,3962,4395,4212,4333,4843,5155,5395,5205,5444,4768,4022,3950,4094
006 Bologna,116874,118217,126178,153271,179311,212754,249226,281162,340526,444872,490528,459080,404378
Borgo Tossignano,2087,2216,2457,2958,3494,3539,3729,3623,3471,3075,2618,2574,2601
Budrio,15502,16608,16305,17077,17414,17943,17596,16870,15946,14579,14078,13648,14171
Calderara di Reno,4011,4350,4164,4551,4712,5226,5524,5494,5834,4684,4562,8696,10800
Camugnano,4266,4976,5094,6155,6421,6766,6988,6473,5690,3937,2509,2213,2086
Casalecchio di Reno,2316,2715,2777,3698,4291,5737,7725,8396,10093,19404,36674,35915,34503
Casalfiumanese,3240,3497,3501,4142,4337,4645,4706,4753,3975,3271,2342,2440,2587
Castel d'Aiano,3770,3905,3924,4217,4226,4530,4564,4389,3977,2787,2047,1860,1740
Castel del Rio,2323,2641,2738,3120,3429,3418,3218,3103,2831,2010,1331,1153,1095
Castel di Casio,2646,3253,3424,3888,3821,4238,4583,4300,3913,3008,2474,2667,2833
