City,1,2,3,4,5,6,7,8,9,10,11,12,13
Castelluccio Valmaggiore,2655,2734,3031,2963,2811,2740,3082,3220,3264,2455,1839,1664,1552
Castelnuovo della Dau,3319,3297,3655,3404,3590,2953,3067,3321,3614,2948,2423,2274,1991
Celenza Valfortore,3330,3517,3634,3491,3378,2969,2889,3018,3300,3234,2825,2537,2299
Celle di San Vito,1010,919,1050,1041,941,753,757,799,795,641,429,319,297
Cerignola,21628,25089,24050,31958,38097,38096,38573,39540,51320,49287,47797,50819,55052
Chieuti,1673,1373,1620,1963,1790,1596,1854,2103,2566,2560,2083,1804,1886
Deliceto,4513,4722,5216,5588,6025,6118,6116,6248,6730,6109,5078,4595,4304
Faeto,3379,3389,3637,3654,4569,2867,2786,3000,2991,2156,1285,1007,1010
Foggia,31562,36837,40648,53134,75648,66772,55763,62340,97504,118608,141711,156467,156268
Ischitella,4566,4543,4814,5081,5237,5001,5019,5273,5840,5391,4759,4542,4249
Isole Tremiti,422,434,462,817,526,428,385,407,401,349,346,334,364
Lesina,1210,1362,1737,2435,2660,2861,3658,3914,5142,5766,5948,6376,6415
Lucera,14934,13075,14832,16962,16544,16970,18048,18447,25829,28409,31314,32795,35615
Manfredonia,7513,7588,9016,11013,12704,13964,17443,20003,29925,37157,45520,53030,58318
Margherita di Savoia,3264,3400,4060,6004,7465,9159,10135,10644,13308,13289,12300,11641,12404
Mattinata,2522,2450,2700,2953,3076,3419,3826,4096,4973,5295,5510,5791,6245
Monteleone di Puglia,3247,3719,3818,4457,4578,4541,4721,4836,4979,3711,2308,1785,1608
Monte Sant'Angelo,15444,15000,16534,19044,20147,20251,20805,21413,22578,21601,18388,17011,15082
Motta Montecorvino,1549,1465,1688,1869,2116,2020,2298,2557,2430,2085,1620,1283,1159
Ordona,600,791,717,962,997,985,1147,1081,1677,1868,1907,2153,2445
Orsara di Puglia,4673,5120,5371,6363,6413,7182,6421,6910,7495,5804,4211,4003,3530
'Orta Nova,3742,3550,4471,6981,8546,9263,10206,10242,13392,12256,12726,14409,16942
Panni,3843,4048,4488,4461,5051,4209,4271,4347,4386,2967,1755,1373,1083
Peschici,2178,2300,2492,3364,3264,3216,3612,3625,4476,4125,3840,4056,4335
Pietramontecorvino,3178,3170,3669,3757,4139,4146,4412,4789,4734,4282,3283,3133,3111
Poggio Imperiale,1252,1869,2208,2362,2731,2851,3102,3276,3727,4007,3644,3573,3232
Rignano Garganico,2084,1786,1804,2124,2325,2107,2441,2632,3053,3328,3017,2546,2413
Rocchetta Sant'Antonio,3783,4007,4015,4292,4366,4341,5107,5235,5425,4117,3246,2617,2293
Rodi Garganico,4885,5213,5752,5962,4911,4620,5006,5269,5504,4776,3851,3987,3981
Roseto Valfortore,5897,5462,5558,5428,5072,5103,4906,5066,4958,3363,3071,3055,1513
San Ferdinando di Pu,1989,2712,4585,8315,9388,10386,11256,11702,13949,13880,12971,12831,13840
San Giovanni Rotondo,6930,7544,8312,9890,10474,11254,12326,13093,16978,20226,19635,21891,24378
San Marco in Lamis,15350,14720,15579,17531,18236,18799,19342,19608,21792,19014,16258,15445,15221
San Marco la Catola,4276,4356,4600,4229,4995,3615,3547,3556,3781,3024,2639,2194,1794
Sannicandro Garganico,7791,7944,8307,10830,11916,12699,13777,14366,16773,17270,17939,18759,19525
San Paolo di Civitate,2766,2493,2698,3932,4510,4616,5280,5749,6968,6662,5873,6099,6204
San Severo,17507,16567,19582,28550,31430,34776,36485,37702,48679,48443,49741,54205,55085
Sant'Agata di Puglia,5152,5342,5593,6072,6696,6343,6579,7006,7313,6049,4845,3775,3049
Serracapriola,4677,5027,5619,6475,7023,6490,7151,7703,8462,8097,6268,5700,5237
Stornara,849,906,1066,1709,2163,2117,2461,2534,3579,3548,3686,4010,4771
Stornarella,997,1065,1253,1677,1996,2193,2357,2393,3550,3837,3903,4438,5096
Torremaggiore,6707,7164,8311,11124,12518,12589,14506,15198,18270,17318,16316,17074,17405
Trinitapoli,6290,6614,8076,10343,11615,11106,12722,12424,14701,14226,13019,13296,13604
Troia,5686,6104,6860,6674,6885,6349,6528,7334,10951,9764,8482,7864,7898
Vico del Gargano,8273,7830,8392,9242,9217,9198,10065,8809,9426,9243,8589,8657,8323
Vieste,5638,6631,7026,8884,9484,8858,10062,10309,12743,12679,11820,12798,13307
Volturara Appula,2791,2350,2500,2649,2469,2382,2118,2229,2016,1671,1312,1098,744
Volturino,3073,3068,3364,3324,3503,3300,3777,4030,3813,3364,2875,2798,2224
Zapponeta,321,364,385,536,626,739,1125,957,1466,1566,2001,2307,2690
Acquaviva delle Fonti,6776,7616,8525,11113,11454,11745,12452,12809,14125,14664,16015,18390,21229
Adelfia,5628,5899,6560,7762,8373,8312,8852,9108,10066,9535,10034,10931,14779
Alberobello,5181,5587,6731,8083,8041,8468,8529,8363,9546,9405,9361,9788,10655
Altamura,17499,17275,20013,22683,25616,27272,29025,31431,39586,43735,45600,51346,57874
