City,1,2,3,4,5,6,7,8,9,10,11,12,13
POPOLAZIONE RESIDENTE,1861,1871,1881,1901,1911,1921,1931,1936,1951,1961,1971,1981,1991
Castellar Guidobono,331,370,372,465,533,522,447,492,462,451,4551,451,444
Castellazzo Bormida,5936,6329,6465,7142,7026,6137,5630,5446,5547,5566,5156,4678,4254
048 Castelletto d'Erro,403,462,502,518,556,577,505,461,385,276,245,196,167
Castelletto d'Orba,2325,2469,2701,2962,3037,3124,2806,2664,2385,2084,1913,1833,1849
Castelletto Merli,1304,1409,1561,1573,1570,1522,1428,1303,1091,950,649,545,486
Castelletto Monferrato,1673,1757,1863,1981,1669,1453,1188,1154,986,945,872,1093,1289
Castelnuovo Bormida,1644,1706,1881,1924,1876,1783,1646,1548,1416,1200,969,755,702
Castelnuovo Scrivia,6755,7301,7410,7421,7121,6620,5851,5886,5819,5819,6012,6061,5859
Castelspina,927,910,881,992,1062,923,816,778,676,603,519,432,371
Cavatore,812,932,960,1085,1058,960,835,813,630,448,295,292,320
Cella Monte,977,1226,1283,1402,1313,1225,1148,1082,986,828,640,605,516
Cereseto,1274,1319,1379,1463,1427,1340,1238,1141,1037,819,618,493,426
Cerreto Grue,448,457,466,550,591,654,599,587,598,553,452,382,360
059 Cerrina Monferrato,2074,2227,2382,2114,2138,2182,1921,1823,1629,1368,1385,1549,1612
Coniolo,835,892,910,1014,1188,1019,895,846,761,621,535,428,398
Conzano,1394,1670,1838,2134,2224,1738,1458,1460,1232,1029,829,793,868
Costa Vescovato,754,775,850,965,1033,1072,947,877,818,693,557,444,363
Cremolino,1535,1706,1827,2172,1953,2002,1654,1623,1354,1071,896,765,828
Cuccaro Monferrato,1017,1100,1177,1301,1139,1242,1046,996,780,626,490,458,404
Denice,585,534,523,634,608,668,668,625,506,386,332,272,243
Dernice,937,939,1018,981,1099,1026,830,883,685,550,405,335,292
Fabbrica Curone,2402,2586,2677,3245,2975,2929,2567,2585,2147,1827,1424,1126,952
Felizzano,2525,2702,3021,3144,3126,3225,2294,2213,2060,2233,2636,2645,2510
Fraconalto,964,937,980,1020,1028,900,802,770,585,427,330,284,292
Francavilla Bisio,717,732,736,772,726,713,690,645,597,466,435,403,414
Frascaro,600,666,712,797,755,733,612,588,581,667,503,440,412
Frassinello Monferrato,1344,1355,1569,1497,1472,1416,1276,1173,1054,924,741,694,614
Frassineto Po,2311,2398,2520,2610,2278,2009,1781,1707,1765,1718,1534,1519,1363
Fresonara,1410,1532,1483,1791,1715,1421,1214,1150,1032,891,787,721,691
Frugarolo,1865,1915,2072,2501,2477,2715,2273,2246,2485,2364,1919,1960,1873
Fubine,2982,3278,3679,3853,3535,3870,2917,2693,2208,1887,1721,1674,1701
Gabiano,3380,3545,3605,3415,2977,2702,2518,2469,2167,1805,1545,1471,1360
Gamalero,1691,1749,1740,1921,1884,1809,1393,1386,1291,1183,898,793,779
Garbagna,1422,1565,1472,1510,1465,1467,1401,1425,1244,1027,836,749,661
Gavazzana,267,256,294,347,322,318,300,271,302,239,173,134,126
Gavi,6131,6521,6838,6904,6684,6185,5653,5478,5137,4881,4299,4507,4569
Giarole,1019,1020,1100,1126,1109,1027,922,848,838,835,784,731,723
Gremiasco,893,994,959,884,1042,930,814,825,740,642,532,471,403
Grognardo,794,950,1094,1364,1367,1298,1152,1048,780,634,411,340,328
Grondona,1487,1485,1348,1262,1172,1187,1047,988,844,728,574,517,511
Guazzora,667,658,723,763,682,597,550,554,554,498,419,374,353
Isola Sant'Antonio,1242,1391,1383,1480,1418,1387,1312,1273,1246,1130,1021,873,791
Lerma,1678,1676,1818,1811,1783,1857,1631,1481,1159,900,732,797,738
Lu,3774,4127,4286,5071,3985,4014,3376,3264,2692,2136,1811,1526,1295
Malvicino,316,349,358,338,346,394,370,370,252,188,159,129,117
