Name	Place	Description	Pdf
Marenca Salvator	Castellamare di Stabia	Chanvre brut et cordages de chanvre pour la marine.	Paris_1867_Italy_74.jpg
Perischetti (Salvador)	Ancône	Cordages goudronnés; échantillons de câbles, de ficelle et de grelin.	Paris_1867_Italy_74.jpg
Minoglio (Joseph)	Monalvo	Cannes pour la fabrication des peignes à tisser.	Paris_1867_Italy_74.jpg
Ravizza (Joseph)	Novare	Machine à cuire. (Voir cl. 39, no )	Paris_1867_Italy_74.jpg
Gamba (héritiers Pierre)	Milan	Métier à la Jacquart et peigne (canettiera).	Paris_1867_Italy_74.jpg
Franchi (Joseph)	Crémone	Machine pour marquer la lisière des étoffes.	Paris_1867_Italy_74.jpg
Cambiaso (François)	Gênes	Métier circulaire en fer, fonte et acier, pour tissus tricotés.	Paris_1867_Italy_74.jpg
Boncini (Gaetan)	Florence	Modèle de métier électrique pour tisser les étoffes ouvrées.	Paris_1867_Italy_74.jpg
École royale spéciale de mécanique et de construction	Pesaro	Collection de modèles de machines pour tissage, cordage et tannerie.	Paris_1867_Italy_74.jpg
Capellaro (Claude)	Sagliano Ricco (Turin)	Machine pour la chapellerie.	Paris_1867_Italy_74.jpg
Ghibellini frères	San Giovanni in Persiceto (Bologne)	Machine à coudre, système américain.	Paris_1867_Italy_74.jpg
Cherici (Jean)	Lucignano in Val di Chiana (Arezzo)	Machine à coudre, système américain.	Paris_1867_Italy_74.jpg
Capizzi (Ange)	Palerme	Machine pour tailler et pour coudre à double système.	Paris_1867_Italy_74.jpg
Buzzati (Augustin)	Bellune	Lames de scie.	Paris_1867_Italy_74.jpg
Cargnelli (Antoine)	Vérone	Outil pour tourner les ovals.	Paris_1867_Italy_74.jpg
Voghera (Joseph)	Condotto (Crémone)	Modèle de scie.	Paris_1867_Italy_74.jpg
Balleydier frères	San Pier d'Arena (Gênes)	Scie mécanique pour l'ivoire.	Paris_1867_Italy_74.jpg
Vecchia (Jean)	Plaisance	Machines à couper le bois pour cadres et pour meubles.	Paris_1867_Italy_74.jpg
Bernardi (Louis)	Bologne	Dessin d'une machine à arrondir le bois brut.	Paris_1867_Italy_74.jpg
Giozza (Joseph)	Turin	Méthode de stéréotypie.	Paris_1867_Italy_74.jpg
Ravizza (Joseph)	Novare	Machine à clavier pour écrire.	Paris_1867_Italy_74.jpg
Farina (Antoine)	Turin	Poinçons de caractères typographiques.	Paris_1867_Italy_74.jpg
Rossi (Joseph)	Padoue	Description de l'analyse typographique.	Paris_1867_Italy_74.jpg
Melin (Louis-Alexandre)	Gênes	Machine à fondre les caractères typographiques; assortiment de garnitures typographiques en fonte galvanisée.	Paris_1867_Italy_74.jpg
Lao (François)	Palerme	Échantillons de caractères fabriqués à Palerme.	Paris_1867_Italy_74.jpg
Locati (Alexandre)	Turin	Calèche et omnibus de campagne.	Paris_1867_Italy_74.jpg
