Name	Place	Description	Pdf
Cravera (Hyacinte)	Turin	Providenza et Famiglia	Paris_1900_Italy_265.jpg
Da Pozzo (Jean-Baptiste)	Spezia	Mémoire sur la prévoyance	Paris_1900_Italy_265.jpg
De Angeli (E.) & Cie.	Milan	Règlements, statuts, publications, diagrammes, dessins et modèles, etc.	Paris_1900_Italy_265.jpg
Gardenghi (Joseph)	Parme, rue Lalatta, 16.	Œuvres générales et monographies particulières.	Paris_1900_Italy_265.jpg
Institut de Secours Mutuels de Chirurgiens & Pharmaciens	Rome	Statuts, comptes rendus, relations, etc.	Paris_1900_Italy_265.jpg
Institution de Prévoyance	Spezia	Documents sociaux.	Paris_1900_Italy_265.jpg
Mantica (Nicolas)	Udine	Publications sur la coopération dans le Frioul jusqu'à 1898.	Paris_1900_Italy_265.jpg
Ministère de l'Agriculture, de l'Industrie et du Commerce, Direction du Crédit et de la Prévoyance	Rome	Statuts, statistique, lois, brochures, etc.	Paris_1900_Italy_265.jpg
Monte dei Paschi	Sienne	Institution de prévoyance.	Paris_1900_Italy_265.jpg
Municipalité de Gênes	Gênes	Monographie, dessins, tableaux, etc.	Paris_1900_Italy_265.jpg
Paolini (Louis)	Imola	Manuel pour les caisses d'épargne.	Paris_1900_Italy_265.jpg
Pozzo (Jean-Baptiste du)	Spezia	Mémoire sur la prévoyance.	Paris_1900_Italy_265.jpg
Société Anonyme Coopérative Italienne d'Assurance contre l'Incendie	Milan	Statuts, polices, comptes rendus, relations.	Paris_1900_Italy_265.jpg
Société Anonyme Coopérative Italienne d'Assurance sur la Vie	Milan	Statuts, polices, relations.	Paris_1900_Italy_265.jpg
