Name	Place	Description	Pdf
Spinola (Mlle)	Castel Lerma (Gênes)	Vins du pays	Paris_1867_Italy_101.jpg
Verdura (Antoine)	Gênes	Vin blanc	Paris_1867_Italy_101.jpg
Botti (Alexandre)	Chiavari (Gênes)	Vins sec et doux	Paris_1867_Italy_101.jpg
Ferrari (Joseph de)	Chiavari (Gênes)	Vins	Paris_1867_Italy_101.jpg
Gabaldini (Vincent)	Chiavari (Gênes)	Vins fin et de Malvoisie	Paris_1867_Italy_101.jpg
Marana (Louis)	Chiavari (Gênes)	Vins	Paris_1867_Italy_101.jpg
Negronetto-Cambiaso (J.-B.)	Chiavari (Gênes)	Vin	Paris_1867_Italy_101.jpg
Olivieri (J.-A.)	Chiavari (Gênes)	Vins	Paris_1867_Italy_101.jpg
Repetti (Antoine)	Chiavari (Gênes)	Vin de Carasco	Paris_1867_Italy_101.jpg
Bunsolati (Philippe et Jacques frères)	Castel-Guelfo (Parme)	Vin rouge	Paris_1867_Italy_101.jpg
Pazzoni (César)	Traversetolo (Parme)	Vins blanc et rouge, monticello, amaroni et barbarossa	Paris_1867_Italy_101.jpg
Anguissola (César)	Plaisance	Vin santo	Paris_1867_Italy_101.jpg
Collége Alberoni	Plaisance	Vin santo et malvoisie blanc	Paris_1867_Italy_101.jpg
Mezziadri (Vincent)	Plaisance	Vins blanc, rouge et santo	Paris_1867_Italy_101.jpg
Motti (Léopold)	Plaisance	Vin rouge, malvoisie blanc, barbera rouge	Paris_1867_Italy_101.jpg
Vecchia (Jean)	Plaisance	Vin blanc et malvoisie	Paris_1867_Italy_101.jpg
Anicini (Louis)	Romolo (Reggio-Emilie)	Vin blanc de Colombara	Paris_1867_Italy_101.jpg
Bellelli (Antoine)	Correggio (Reggio-Émilie)	Vins rouge et blanc	Paris_1867_Italy_101.jpg
Bolloli (Rinald)	Reggio (Émilie)	Vin blanc sec de San-Ruffino; vin rouge	Paris_1867_Italy_101.jpg
Bigi (Antoine)	Correggio (Reggio-Émilie)	Vins torbato; vin fin trebbiano et aleatico	Paris_1867_Italy_101.jpg
Catania (Charles)	Correggio (Reggio-Émilie)	Vins fins et ordinaires	Paris_1867_Italy_101.jpg
Coloretti (Frédéric)	Reggio (Émilie)	Vins secs, rouge et blanc	Paris_1867_Italy_101.jpg
Ferrarini (Attilius)	Reggio (Émilie)	Vins blancs secs, vin di n sanno muscat et lambrusco de Sorbata	Paris_1867_Italy_101.jpg
Buzzani (Horace)	Correggio (Émilie)	Vins rouge et blanc, aleatico	Paris_1867_Italy_101.jpg
Martinetti (Pompée)	Correggio (Émilie)	Vins fins	Paris_1867_Italy_101.jpg
Mumorii-Anecchi (Alexandre)	Correggio (Émilie)	Vins rouge lambrusco et lupo; vin blanc passerella	Paris_1867_Italy_101.jpg
Rossi-Deodati (Joseph)	Reggio (Émilie)	Vin scandaniese	Paris_1867_Italy_101.jpg
Paderni (Louis)	Reggio (Émilie)	Vin muscat	Paris_1867_Italy_101.jpg
Radigicheri (Jean)	Correggio (Émilie)	Vins rouges	Paris_1867_Italy_101.jpg
Bellucei (Jean-Baptiste)	Modène	Vins aleatico, tokay et muscat	Paris_1867_Italy_101.jpg
Bentivoglio (Philippe)	Modène	Vin lambrusco	Paris_1867_Italy_101.jpg
Levi (Isaïe)	Modène	Vins	Paris_1867_Italy_101.jpg
Malalecta (Auguste)	Modène	Vin rouge lambrusco	Paris_1867_Italy_101.jpg
Nasï (Guillaume)	Modène	Vin rouge	Paris_1867_Italy_101.jpg
Palazzi (François)	Modène	Vins	Paris_1867_Italy_101.jpg
Pisa Falloppin (Pierre)	Modène	Vins cevesino, fragolino, aleatico, montepulciano, castelvetro brusc et adeline	Paris_1867_Italy_101.jpg
Ricci (Louis)	Modène	Vin rouge	Paris_1867_Italy_101.jpg
Righetti (Eugène)	Modène	Vin	Paris_1867_Italy_101.jpg
Sous-Commission de Modène		Vins et alcools	Paris_1867_Italy_101.jpg
Zanotti (Gherardo)	Modène	Vin lambrusco	Paris_1867_Italy_101.jpg
Barzi (Daniel)	Ferrare	Vins rouge et blanc	Paris_1867_Italy_101.jpg
Casazza (André)	Ferrare	Vin commun et lambrusco	Paris_1867_Italy_101.jpg
Chambre de commune de Ferrare		Vin commun	Paris_1867_Italy_101.jpg
Mangilli (Antoine)	Cento (Ferrare)	Vins rouge et blanc	Paris_1867_Italy_101.jpg
Patrignani (Léonidas)	Comacchio (Ferrare)	Vin rouge	Paris_1867_Italy_101.jpg
