Name	Place	Description	Pdf
Agostini [Laurent de & fils]	Turin, rue Bellezia, 5	Billards style Louis XV	Paris_1900_Italy_145.jpg
Aimone [Victor]	Paris, rue de Rome, 37	Meubles	Paris_1900_Italy_145.jpg
Airoldi [François]	Milan	Meubles en bois sculpté	Paris_1900_Italy_145.jpg
Alloggi [Ernest]	Turin	Meubles en jonc vernis avec tissus à dessins et à couleurs	Paris_1900_Italy_145.jpg
Annoni frères	Milan, place S. Ambrogio, 61	Mobilier pour chambre à coucher	Paris_1900_Italy_145.jpg
Anti frères	Ponte Alto (Vicenza)	Meubles en bois sculpté et nouveautés pour décorations extérieures	Paris_1900_Italy_145.jpg
Argnani [Eugène]	Faenza (Ravenne), rue du Théâtre, 467	Meubles marquetés	Paris_1900_Italy_145.jpg
Arneudo [Eugène]	Turin, Via Consolata, 4	Ottomane pouvant se transformer en lit. Tapissier	Paris_1900_Italy_145.jpg
Asnaghi frères	Meda Milan	Sieges et meubles	Paris_1900_Italy_145.jpg
Baccetti [André]	Florence, Piazza Santa Croce, 3	Meubles et bas-reliefs	Paris_1900_Italy_145.jpg
Bacigalupo [Jean-Baptiste]	Chiavari Gènes	Chaises. Canapés et fauteuils	Paris_1900_Italy_145.jpg
Bagarotto [Louis]	Venise, S. Toma 2826	Meubles sculptés	Paris_1900_Italy_145.jpg
