Name	Place	Description	Pdf
Fiorini & fils	Florence	Cadres en bois sculpté et doré	Paris_1900_Italy_155.jpg
Magni (Louis)	Florence	Cadre et articles en bois sculpté	Paris_1900_Italy_155.jpg
Massani (Alexandre)	Florence via Madonna della Tosse, 34	Articles sacrés et profanes	Paris_1900_Italy_155.jpg
Moscari & Cie	Florence	Cadres	Paris_1900_Italy_155.jpg
Rubbiani (Alphonse)	Bologne	Objets d'industrie artistiques	Paris_1900_Italy_155.jpg
Sudrié (Louis)	Rome	Drapeaux et bannières	Paris_1900_Italy_155.jpg
Valdinoci (Ange)	Florence via dei Jossi, 3	Cadres	Paris_1900_Italy_155.jpg
Vannucchi (Rodolphe)	Florence	Bas-reliefs, Cadres, Lustres, Candélabres, Statuettes	Paris_1900_Italy_155.jpg
Vismara (Émile)	Milan	Glaces	Paris_1900_Italy_155.jpg
Vogliotti (Jean)	Turin	Enseignes	Paris_1900_Italy_155.jpg
