Name	Place	Description	Pdf
Bonavera frères	Gênes, rue S. Fruttuoso, 53	Semelles légères	Paris_1900_Italy_210.jpg
Barrocchiere (Vincent)	Palermo	Suif et colle	Paris_1900_Italy_210.jpg
Bruno (François)	Turin	Peaux de vache indienne	Paris_1900_Italy_210.jpg
Bruno (J.-B.) & neveux	Turin	Peaux de vaches indiennes, peaux travaillées	Paris_1900_Italy_210.jpg
Buonanno (Michel)	Solofra Avellino	Cuirs tannés, cuirs corroyés; cuirs chamoisés	Paris_1900_Italy_210.jpg
Cantagallo frères & Cie	Penne Teramo	Cuirs	Paris_1900_Italy_210.jpg
Ceruti frères	Milan	Veaux cirés, quartihelles, satinés, etc.	Paris_1900_Italy_210.jpg
Consiglio (Gabriel)	Naples, Via Broggia al Museo, 3	Cuirs tannes	Paris_1900_Italy_210.jpg
Doufour G. et L.	Gênes	Cuirs en bandes et corroyés	Paris_1900_Italy_210.jpg
Durio frères	Turin	Cuirs	Paris_1900_Italy_210.jpg
Falcone (Sauveur)	Palermo	Suif	Paris_1900_Italy_210.jpg
Florio (Ignace)	Palermo	Suif	Paris_1900_Italy_210.jpg
Fornari (Antoine)	Fabriano	Moutons colories pour libraires, cordonniers, marchands de meubles, etc.	Paris_1900_Italy_210.jpg
Galati (Prince de )	Palermo	Suif	Paris_1900_Italy_210.jpg
Ganci (Pierre) & fils	Palermo	Semelles	Paris_1900_Italy_210.jpg
Gerli (Lazare)	Milan	Cuirs tannés	Paris_1900_Italy_210.jpg
Jonoh (Joseph)	Bassano Verciotto	Peaux d'agneaux et de moutons chamoisées	Paris_1900_Italy_210.jpg
