Name	Place	Description	Pdf
GEORGIOU (D.)	Athènes	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
JOANNIDÈS (E.)	Amorgos (Cyclades)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
MATHESIS (Cosmas)	Salamis (Attique et Béotie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
ŒCONOMOPOULOS (D.)	Nauplie (Argolide et Corinthie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
Orchoménos (Commune d')	Orchoménos (Arcadie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
PEPPAS (A.)	Égine (Attique et Béotie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
PETRITIS (C.)	Égine (Attique et Béotie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
Pharcadon (Commune de)	Pharcadon (Tricæa)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
PROTOPAPADAKIS (G.)	Naxos (Cyclades)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
PSOMAS (Christos)	Leucas (Corfou)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
RAOUZAIOS (George)	Syra (Cyclades)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
SPILIOTOPOULOS (J.)	Nauplie (Argolide et Corinthie)	Miel. (PALAIS.)	Paris_1889_Italy_63.jpg
CABRERE (Nutolin)	Jalapa	Miel. (PARC.)	Paris_1889_Italy_63.jpg
LEMUS (Manuel)	Guatemala	Insectes et leurs matières colorantes. (PARC.)	Paris_1889_Italy_63.jpg
REYES (Eulogio)	Jalapa	Miels. (PARC.)	Paris_1889_Italy_63.jpg
FERRARI (Pierre)	Asola (Mantoue)	Charrues et herses. (QUAI.)	Paris_1889_Italy_63.jpg
MARCONI (Henry)	Crémone	Appareils pour la confection de la graine de vers à soie. (QUAI.)	Paris_1889_Italy_63.jpg
PAGLIA (Lucius)	Castel-San-Pietro (Emilia)	Miel condensé. (QUAI.)	Paris_1889_Italy_63.jpg
Ministère de l'Agriculture et du Commerce	Tokio	Collection d'insectes de diverses sortes; cocons et fils de soie; maladies des vers à soie et phases des maladies, insectes parasites des animaux domestiques. (PALAIS.)	Paris_1889_Italy_63.jpg
Société d'Apiculture du Grand-Duché	Luxembourg	Rucher luxembourgeois; divers systèmes de ruches, ustensiles d'apiculture, miel et cire. (TROCADERO.)	Paris_1889_Italy_63.jpg
Gouvernement de la République du Paraguay	Assomption	Insectes, pains de cire abondant dans les bois et forêts. (PARC.)	Paris_1889_Italy_63.jpg
