Name	Place	Description	Pdf
Ministère de la marine	à Rome	Album contenant les dessins des principaux ouvrages exécutés pour la construction de l'arsenal royal de la Spezia ; modèle de bassin de carénage en marbre de Carrare, échelle 1/100 ; modèle complet de l'aviso royal Staffetta ; modèle de l’Agostino Barrigo ; modèle de navire à hélice indiquant divers systèmes de mâture ; chommard de pied de mât de frégate gréé.	Paris_1878_Italy_58.jpg
		Pyramid en bois portant des spécimens de cordages de toutes grandeurs, en chanvre et en fil de fer, en cuivre et en cuir.	Paris_1878_Italy_58.jpg
		Deux armoires; grand étai ou sous-barbe du beaupré ; spécimens de grands haubans, de haubans de hune; étai du beaupré ; romeincau de hune à pomme de racage ; drisse de hune et drisse de cote pour les cargues de hunier; deux soudures de câble de fil de fer ; trois soudures de ligne de sonde à tresse ; défenses pour bordages extérieurs ; bosse pour sonde d'ancre ; poulie en bois avec trois roues en bois à dé de bronze ; estrope en câble de fil de fer avec cosse ; poulie estropée en câble de chanvre avec crochet à guindeau.	Paris_1878_Italy_58.jpg
		Photographie : l'inauguration, dans l'arsenal royal de la Spezia, de la grue pour poids s'évant jusqu'à 160 tonnes.	Paris_1878_Italy_58.jpg
		Bureau hydrographique de la marine royale. Cartes, livres et instruments.	Paris_1878_Italy_58.jpg
		Cartes générales, Mer Ionienne, mer Tyrrhénienne ; cartes des variations magnétiques de la boussole.	Paris_1878_Italy_58.jpg
		Cartes côtières. Mer Adriatique : de Porto Buso à Piave Vecchia ; de Piave Vecchia à l'Adige, de l'Adige au phare de Goro, du phare de Goro à Fiume inclus, de Fiume inclus à Pesaro, de Porto Recanati à Porto-d'Ancone, de Grottammare à Sivil, de Trani à Torre, Rapagnola, de Punta San Cataldo à Castro.	Paris_1878_Italy_58.jpg
		Plans. Mer Adriatique : Malamocco, îles Tremiti, Viesti, Manfredonia, Brindisi ; Mer Ionienne : Tarente, Gallipoli ; Mer Tyrrhénienne : canal de Procida.	Paris_1878_Italy_58.jpg
		Livres. Instruments à reflexion, par G.B. Magnaghi, capitaine de frégate; Tables et formules nautiques, par G.B. Magnaghi, capitaine de frégate ; Les azimuts du soleil, par G. Albini, sous-lieutenant de vaisseau ; Albums des phares et des sémaphores des côtes d’Italie, 1re partie : liste des phares et fanaux de la Méditerranée, année 1878.	Paris_1878_Italy_58.jpg
		Instruments. Boussole normale à liquide, dans une boîte ; cercle à prisme, dans une boîte.	Paris_1878_Italy_58.jpg
Odero (N.)	à Sestri Ponente (Gênes)	Plan et section de son établissement et chantier de constructions navales.	Paris_1878_Italy_58.jpg
Orlando Frères	ingénieurs constructeurs, à Livourne	Modèles des navires à vapeur Emma, Ortigia, Rapido ; des navires-citernes Verde et Pagano ; de la frégate cuirassée Lepanto, et d'un nouveau bateau à vapeur que doit construire la société Florio ; plan général du chantier ; catalogue général des travaux exécutés en 1873.	Paris_1878_Italy_58.jpg
Razeto (Chevalier J.)	capitaine de marina, à Camogli (Gênes)	Modèle de navire à voiles.	Paris_1878_Italy_58.jpg
Tixi (J. et A.) frères	à Gênes	Modèles de navires à voiles, de bricks-goélettes à voiles, d'un navire à vapeur en fer, d'un yacht à vapeur.	Paris_1878_Italy_58.jpg
Toselli (G.-B.)	à Paris	Taupe marine et autres automoteurs de même nature pour explore le fond de la mer.	Paris_1878_Italy_58.jpg
Vallino (P.) à Varazze (Gênes)	Modèles des bâtiments caprés : le navire à voiles Marco Polo ; les bricks-goélettes Christophe-Colomb, Progressista ; la goëlette Massimo d'Azeglio, le brick-goëlette Pelicano.		Paris_1878_Italy_58.jpg
Vigliani (P.)	à Gênes	Roues de gouvernail ; caps de mouton ; galoches ; plans de voiture et autres objets.	Paris_1878_Italy_58.jpg
Atelier royal d'équipement militaire	à Turin	Vêtement complet pour la cavalerie et pour les bersagliers.	Paris_1878_Italy_58.jpg
