Name	Place	Description	Pdf
Caretta (Raphaël)	Lecce	Tableau en haut relief sur carton-pâte et statue.	Paris_1900_Italy_139.jpg
Carli (Philippe)	Rome, bourg Victoir, 3.	Imitation des marbres et bois.	Paris_1900_Italy_139.jpg
Castelluci (Marcel)	Lecce	Statue en carton-pâte.	Paris_1900_Italy_139.jpg
Ceruti (Laurent)	Varallo (Novare)	Travaux en marbre vert antique.	Paris_1900_Italy_139.jpg
Charvet (Albert)	Turin	Photographies, phototypies d'œuvres d’art décoratif, etc.	Paris_1900_Italy_139.jpg
Chiurazzi (Gennaro) & fils	Naples	Marbres d'art. Reproductions de l'antiquité.	Paris_1900_Italy_139.jpg
Cirla (Antoine) & fils	Milan, Ripa Ticinese.	Pyramides en granit blanc poli, de Montorfans, sur le pont Alexandre-III.	Paris_1900_Italy_139.jpg
Cosi (Émile)	Florence	Ferronnerie et serrurerie de luxe.	Paris_1900_Italy_139.jpg
Faraone (Gaétan)	Lecce	Décorations en carton-pâte.	Paris_1900_Italy_139.jpg
Ferri (François)	San Benedetto del Tronto (Ascoli Piceno)	Plateau rond en bois sculpté, représentant le tombeau de Marie-Élisabeth de France.	Paris_1900_Italy_139.jpg
Franceschini & Cie	Vicence	Marbres et objets en marbre et en pierre.	Paris_1900_Italy_139.jpg
Franzoni (Auguste)	Carrara (Naples-Carrara)	Amphore en marbre.	Paris_1900_Italy_139.jpg
Frilli (Antoine)	Florence	Statues en marbre.	Paris_1900_Italy_139.jpg
Gajetti (Jean)	Turin	Stores tissés en soie et peints.	Paris_1900_Italy_139.jpg
