Name	Place	Description	Pdf
Boncinelli Jean & fils	Florence, via Por S. Maria	Mosaïques	Paris_1900_Italy_234.jpg
Cantalupo (Amédée)	Naples, rue Turin, 110	Paniers et meubles en jonc et en branches d’osier	Paris_1900_Italy_234.jpg
Capece (Michel, baron de Gaurdignano)	Lecce	Paniers et corbeilles de joncs, liens et paille	Paris_1900_Italy_234.jpg
Chambre de Commerce	Lecce	Corbeilles	Paris_1900_Italy_234.jpg
Columbo (Vincent)	Bari	Boites en fer-blanc, carton et autres matières pour allumettes	Paris_1900_Italy_234.jpg
Comice agricole	Aoste (Turin)	Objets de petites industries forestières en bois sculpté	Paris_1900_Italy_234.jpg
De Andreis (Romée)	Rome	ÉTuis, Cadres et articles de fantaisie	Paris_1900_Italy_234.jpg
Flaibani (Antoine)	Venise	Objets industriels et de fantaisie	Paris_1900_Italy_234.jpg
Francolini Titus	Florence, B. Oguissanti, 26	Mosaïques	Paris_1900_Italy_234.jpg
Gargiulo (Joseph & Cie)	Sorrente	Meubles en bois et mosaïques. Objets de bazar	Paris_1900_Italy_234.jpg
Gallarotti (Jean)	Quarona (Novare)	Cadres pour portraits. Sculptures sur bois	Paris_1900_Italy_234.jpg
Geminati (Catherine)	Turin	Travaux de fantaisie en paille	Paris_1900_Italy_234.jpg
Ginocchi (Jean)	Rome, rue Quattro Fontane, 13	Table. Écrin. Corniches en cuir doré	Paris_1900_Italy_234.jpg
Grandi (François) & fils & Cie	Bellagio (Côme)	Articles de fantaisie en bois d’olivier	Paris_1900_Italy_234.jpg
Krüill (H.)	Trévise	Matériel de la fabrication des objets de brosserie. Balais de sorgho	Paris_1900_Italy_234.jpg
