Name	Place	Description	Pdf
Maisani (F.)	Milazzo (Messine)	Thon à l'huile	Paris_1878_Italy_66.jpg
Marcaro (A.)	Chiavenna (Sondrio)	Saucisson cru ; bondiola ; mortadelle ; bresaola	Paris_1878_Italy_66.jpg
Maraini (E.)	Naples	Viandes alimentaires conservées, inaltérables, ayant la propriété de reprendre leur fraîcheur naturelle au moyen de l’immersion dans l’eau.	Paris_1878_Italy_66.jpg
Marretta frères	Palerme	Poissons à l'huile	Paris_1878_Italy_66.jpg
Massi (J.)	Ascoli (Piceno.)	Venaison en conserve	Paris_1878_Italy_66.jpg
Mazzocchi frères	Spolete	Venaisons et viandes conservées	Paris_1878_Italy_66.jpg
Molinari frères	Modène	Mortadelle ; saucisson florentin ; col salé.	Paris_1878_Italy_66.jpg
Orsi (R.)	Bologne	Mortadelle ; saucisson.	Paris_1878_Italy_66.jpg
Palazzi (F.)	Modène	Mortadelle ; col salé ; saucisson florentin.	Paris_1878_Italy_66.jpg
Pallotta (G.)	Ascoli (Piceno.)	Venaison en conserve.	Paris_1878_Italy_66.jpg
Panini (G.)	Modène	Jambons ; bondiola ; mortadelle ; saucisson florentin.	Paris_1878_Italy_66.jpg
Pollette (F.) et Cie	Porto Santo-Stefano (Grosseto)	Sardines et thon à l'huile	Paris_1878_Italy_66.jpg
Porcari (Baron A.)	Palerme	Poissons à l'huile ; viandes salées.	Paris_1878_Italy_66.jpg
Ritati (J.)	Sondrio	Salaisons diverses.	Paris_1878_Italy_66.jpg
Romagnoli (J.)	Bologne	Mortadelle et saucisson en boîtes	Paris_1878_Italy_66.jpg
Samoggia (G.) et frères	San-Lazzaro di Savena (Bologne.)	Mortadelle en boîtes ; saucisson.	Paris_1878_Italy_66.jpg
Siena (T.)	Syracuse	Thon et espadon à l'huile ; thon desséché.	Paris_1878_Italy_66.jpg
Société bolonaise pour la fabrication de salaisons en boîtes (Représentant : M. S. Nanni)	Bologne	Mortadelle en boîtes.	Paris_1878_Italy_66.jpg
Stiassi (P.)	Bologne	Mortadelle ; saucisson ; anguilles marinées en boîtes.	Paris_1878_Italy_66.jpg
Tacchinari (A.)	Plaisance	Saucissons ; cols salés ; bondiola.	Paris_1878_Italy_66.jpg
Taeconi (P.)	Bologne	Mortadelle et saucisson en boîte.	Paris_1878_Italy_66.jpg
Traverso (J.)	Gênes	Poisson préparé à l'huile, au vinaigre et en saumure ; conserves alimentaires.	Paris_1878_Italy_66.jpg
Valdonio (C.)	Castel San-Giovanni (Plaisance.)	Viande de porc salé ; lard.	Paris_1878_Italy_66.jpg
Viola (D.)	Rovigo	Bondiola ; saucisson.	Paris_1878_Italy_66.jpg
Zanetti (G.)	Bologne	Mortadelle ; saucissons ; col salé en pièces et en boîtes.	Paris_1878_Italy_66.jpg
Zarni frères	Scandiano (Reggio, Emilia.)	Viande de porc salé.	Paris_1878_Italy_66.jpg
Zappoli frères	Bologne	Mortadelle ; saucisson.	Paris_1878_Italy_66.jpg
Ziliotto (S.)	Noventa (Véicence)	Soppressata (saucisson) de viande de porc.	Paris_1878_Italy_66.jpg
Zironi (J.)	Fiorano (Modène.)	Saucissons.	Paris_1878_Italy_66.jpg
Alessandrini (L.)	Ascoli (Piceno.)	Olives vertes préparées.	Paris_1878_Italy_66.jpg
Bettoni (Comte L.)	Brescia.	Citrons.	Paris_1878_Italy_66.jpg
Borna frères	Trévise	Conserves au vinaigre.	Paris_1878_Italy_66.jpg
