Name	Place	Description	Pdf
Fusco (Jean)	Caserta	Lin	Paris_1867_Italy_54.jpg
Boccardi frères	Candela (Foggia)	Lin	Paris_1867_Italy_54.jpg
Novellis (César de)	Carigliano-Calabro (Cosenza)	Lin roui et huile	Paris_1867_Italy_54.jpg
Beale frères	Corigliano-Calabro (Cosenza)	Lin	Paris_1867_Italy_54.jpg
Mazza (Nicolas)	Borgio (Catanzaro)	Lin brut et peigné	Paris_1867_Italy_54.jpg
Stocco (Vincent)	Niacastro (Catanzaro)	Lin femelle	Paris_1867_Italy_54.jpg
Trasandrelli (Juvénal)	Savogliano (Alexandrie)	Chanvre brut pour toiles et pour cordages	Paris_1867_Italy_54.jpg
Benadusi (Maurélé)	Voghera (Pavie)	Graines et tiges de chanvre, roui et tillé	Paris_1867_Italy_54.jpg
Montemerlo (Benjamin)	Voghera (Pavie)	Chanvre tillé et peigné	Paris_1867_Italy_54.jpg
Reccagni (Bernard)	Brescia	Lin et chanvre préparés et en graines	Paris_1867_Italy_54.jpg
Megarotto (Jacques)	Padoue	Chanvres	Paris_1867_Italy_54.jpg
Romualin (Emmanuel)	Padoue	Chanvres en tige et en graine, déchets du tillage	Paris_1867_Italy_54.jpg
Stoto (Alexandre)	Padoue	Chanvre et lin rouis dans les eaux thermales d'Albano	Paris_1867_Italy_54.jpg
Bianchini (Cre-Joseph)	Rovigo	Chanvres bruts	Paris_1867_Italy_54.jpg
Commune d'Allenga	Savone	Chanvres tillés et chanvres en tiges après rouissage	Paris_1867_Italy_54.jpg
Carrerra et Torro	Gênes	Chanvre	Paris_1867_Italy_54.jpg
Rossi (Joseph)	San-Siro (Parme)	Chanvre en tige, chanvre broyé	Paris_1867_Italy_54.jpg
Brisavetti (Pierre)	Crevalcore (Bologne)	Chanvre brut	Paris_1867_Italy_54.jpg
Facchini frères	Bologne	Chanvre brut, chanvre lointures et cordages; chanvre peigné; déchets de chanvre	Paris_1867_Italy_54.jpg
Maceaferri (Louis)	Bologne	Chanvre peigné dit Gargiolo du Bolonais	Paris_1867_Italy_54.jpg
Michelini (Antoine et Pompéo)	Crevalcore (Bologne)	Chanvres bruts	Paris_1867_Italy_54.jpg
Société agricole de Bologne		Collection monographique du chanvre	Paris_1867_Italy_54.jpg
Almerici (Jean)	Cesena (Forli)	Chanvre brut	Paris_1867_Italy_54.jpg
Casazza (André)	Ferrare	Chanvre pour cordages et à filer	Paris_1867_Italy_54.jpg
Chambre de Commerce de Ferrare		Chanvre de Ferrare en tiges, graines, broyé, tillé et déchets; échantillons des toiles de Cento et de Ferrare	Paris_1867_Italy_54.jpg
Torré (Louis)	Ferrare	Chanvre tillé	Paris_1867_Italy_54.jpg
Facchini (Joseph)	Cento (Ferrare)	Chanvre broyé et peigné	Paris_1867_Italy_54.jpg
Cesnai (Benoît)	Pieve-de-Centu (Ferrare)	Poutlots, étoupes lignes (stopplinie) et coumands	Paris_1867_Italy_54.jpg
Padova (Pelligrin)	Cento (Ferrare)	Chanvre de Cento broyé pour cordages et étoupes brutes	Paris_1867_Italy_54.jpg
Revedini (Jean)	Ferrarre	Chanvre brut et travaillé	Paris_1867_Italy_54.jpg
Ceschi (Pia)	Montecatini, Val de Nievole (Lucques)	Chanvre ouvré	Paris_1867_Italy_54.jpg
Sous-Commission d'Alcool		Chanvre fin pour toiles	Paris_1867_Italy_54.jpg
Calcabalte (Jean-Baptiste)	Caserte	Chanvres bruts	Paris_1867_Italy_54.jpg
Leoni (Gaétan de)	Catanzaro	Chanvre broyé	Paris_1867_Italy_54.jpg
Sterio (Constantin)	Messine	Fibres de chanvre	Paris_1867_Italy_54.jpg
Vairo (Joseph)	Messine	Herbe (Spartium junceum; Gergiuolo), travaillé et brut; fils et cordons d'ague mexiciana	Paris_1867_Italy_54.jpg
Torealli (Joseph) (Société Momoll, Solari et Bossacchi)	Crémlne	Cocons, soies	Paris_1867_Italy_54.jpg
Siccardi frères	Ceva (Cuneo)	Cocons	Paris_1867_Italy_54.jpg
Misan (Antoine)	Padoue	Cocons	Paris_1867_Italy_54.jpg
Pizzetti (Ferdinand)	Rome	Cocons indigènes, de Macédoine, de Bukharrest; papillons et graine	Paris_1867_Italy_54.jpg
Gori (comte Auguste)	Sienne	Graine de vers à soie	Paris_1867_Italy_54.jpg
