Name	Place	Description	Pdf
Société Ouvrière de Secours Mutuels	Marciano de Romagne	Relations sur l'origine, l'organisation, le développement de la Société, Tableaux statistiques	Paris_1900_Italy_268.jpg
Société Ouvrière de Secours Mutuels	Pesaro	Statuts, règlements, monographies, livres	Paris_1900_Italy_268.jpg
Société Ouvrière de Secours Mutuels	Plaisance	Statuts, règlements, bilans, tableaux statistiques, monographie, relations, etc.	Paris_1900_Italy_268.jpg
Société Ouvrière de Secours Mutuels	S. Jean Persiceto (Bologne)	Monographie, règlements, modèles, comptes rendus, etc.	Paris_1900_Italy_268.jpg
"Société Ouvrière de Secours Mutuels ""Archimède"""	Syracuse	Statuts et règlements, monographie, statistique, etc.	Paris_1900_Italy_268.jpg
Société Ouvrière de Secours Mutuels des Ouvriers & Agriculteurs des deux Sexes	La Morra (Coni)	Cartes administratives	Paris_1900_Italy_268.jpg
Société Ouvrière de Secours Mutuels & de Prévoyance	Rovigo	Bilans et statistiques	Paris_1900_Italy_268.jpg
"Société Ouvrière de Secours Mutuels ""Vingt Septembre"""	Ile de la Madeleine (Sardaigne)	Statuts, règlements, relations, comptes rendus, tables statistiques	Paris_1900_Italy_268.jpg
Société Ouvrière de Valleggio-sur-le-Mincio	Villagio-sur-le-Mincio (Verone)	Règlement, monographies, formulaires, etc.	Paris_1900_Italy_268.jpg
Société Ouvrière de Verolanuova	Brescia	Tableaux statistiques	Paris_1900_Italy_268.jpg
Société d'Ouvriers	Citta de Castello	Comptes rendus, Tableaux synoptiques, Histoire de la Société, Relations	Paris_1900_Italy_268.jpg
Société de Prévoyance des Officiers des Armées de Terre & de Mer	Rome	Statuts, règlement, brochures	Paris_1900_Italy_268.jpg
