Name	Place	Description	Pdf
Guli (Sauveur) & fils	Palermo	Fruits confits et glacés. Confitures. Anis.	Paris_1900_Italy_103.jpg
Jacobini frères	Genzano (Rome)	Vinaigre.	Paris_1900_Italy_103.jpg
Litardi	Rome	Marmelades et gelées de fruits assortis. Pêches. Abricots. Fraises. Griottes. Oranges. etc.	Paris_1900_Italy_103.jpg
Magno (Grégoire)	Messine	Cassata à la Sicilienne.	Paris_1900_Italy_103.jpg
Molaro (François)	Naples	Fruits confits.	Paris_1900_Italy_103.jpg
Moriando & Gariglio	Turin, rue Arlisti, 36	Chocolat.	Paris_1900_Italy_103.jpg
Nazzaro (Ernest)	Chivasso (Turin)	Noisettes.	Paris_1900_Italy_103.jpg
Parenti (Jean)	Sienne	Travaux en sucre.	Paris_1900_Italy_103.jpg
Parlato (Liborio)	Palermo	Vinaigre.	Paris_1900_Italy_103.jpg
Passerini (Charles)	Turin	Dragées au miel.	Paris_1900_Italy_103.jpg
Prochet & Cie	Turin	Chocolat.	Paris_1900_Italy_103.jpg
Regina (Vincent LA)	S. Marco Argentano (Cosenza)	Vinaigres.	Paris_1900_Italy_103.jpg
Ridolfi (Marquis Jean-Baptiste)	Pontassieve (Toscane)	Moussavano.	Paris_1900_Italy_103.jpg
Sapoori (Virgile)	Sienne	Travaux en sucre.	Paris_1900_Italy_103.jpg
Silvestre Allemand & Cie	Savone (Gênes)	Fruits confits et moutarde de fruits au sucre.	Paris_1900_Italy_103.jpg
Société italienne de Conserves alimentaires	Turin	Sucres et produits de la confiserie. Condiments et stimulants.	Paris_1900_Italy_103.jpg
