Name	Place	Description	Pdf
Banque Populaire	à Corato (Bari)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Dolo (Venise)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire d'Iesie	à Iesie (Ancône)	Relation. Bilan. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Intra (Novare)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Lonigo (Vicence)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Luino (Come)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire de Macerata	à Macerata	Status. Tableaux graphiques et statistiques. Comptes rendus, etc. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire de Milan	à Milan, S. Paolo, 12	Tableau de statistique. Relation. Bilans, etc. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Montepulciano (Sienne)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Naplès	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Novare	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire de Plaisance	à Plaisance.	Status. Règlements intérieurs. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Soncino (Cremone)	Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Todi (Pérouse)	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
Banque Populaire	à Vicence	Status. Comptes rendus. Monographie. PLAN II	Paris_1900_Italy_245.jpg
