Name	Place	Description	Pdf
Bensoni (Joseph)	Turin, cours Roi-Humbert, 42	Table en marbre	Paris_1900_Italy_146.jpg
Besana (A.) & fils	Meda, Milan	Meubles et sièges	Paris_1900_Italy_146.jpg
Besarel (Valentin)	Venise	Meubles	Paris_1900_Italy_146.jpg
Bianchini & Lucerna	Venise	Meubles artistiques	Paris_1900_Italy_146.jpg
Bizzozero (Daniel) & fils	Milan, Sevetso S. Pietro.	Sieges en tous styles	Paris_1900_Italy_146.jpg
Boncinelli (Jean) & fils	Florence, via Povita S. Maria	Meubles avec mosaïques	Paris_1900_Italy_146.jpg
Bottacin (Ange et Joseph) frères	Venise	Meubles artistiques	Paris_1900_Italy_146.jpg
Bruno (François)	Naples, rue Albergo des Pauvres	Bas-reliefs sculptés sur pierre	Paris_1900_Italy_146.jpg
Bugatti (Charles)	Milan	Meubles artistiques	Paris_1900_Italy_146.jpg
Biribatti	Pérouse	Meubles sculptés	Paris_1900_Italy_146.jpg
Cambi (Charles)	Sienne	Meubles sculptés	Paris_1900_Italy_146.jpg
Campiglio (Joseph)	Milan	Meubles de fantaisie	Paris_1900_Italy_146.jpg
Catalano (Antoine)	Palermo, Vicolo Saint Giuseppe, 16	Meubles en fer	Paris_1900_Italy_146.jpg
Candiani (Nap.)	Venise	Lustres. Miroirs. Verrerie artistique	Paris_1900_Italy_146.jpg
Cheloni (Ange)	Florence	Cadres et meubles	Paris_1900_Italy_146.jpg
Ciucci (C.)	Prato (Florence)	Meubles en bois	Paris_1900_Italy_146.jpg
