Name	Place	Description	Pdf
Magrini (Louis)	Florence	Appareil électrique pour obtenir des sons musicaux; appareils électro-magnétiques; étui électro-magnétique; échelle chromatique; rosace colorée.	Paris_1867_Italy_9.jpg
Giordano (Julien)	Naples	Sphéromètre électrique; appareil de rotation.	Paris_1867_Italy_9.jpg
Cavalleri (Jean)	Monza (Milan)	Dynamomètre hélioscope polarisateur; psychromètre graphique; lampe électrique; mesureur de la prunelle; hélioscope microscope catadioptrique.	Paris_1867_Italy_9.jpg
Ponti (Charles)	Venise	Instruments d'optique et photographies.	Paris_1867_Italy_9.jpg
Poggiali (Joseph)	Florence	Spectroscope et microscope.	Paris_1867_Italy_9.jpg
Direction de la Monnaie de Turin	Turin	Collections de médailles italiennes et de monnaies des différents États italiens depuis 1800.	Paris_1867_Italy_9.jpg
Guido (Jean)	Novare	Médailles d'argent et de bronze.	Paris_1867_Italy_9.jpg
Lendy (héritiers)	Turin	Gravure microscopique, obtenue par la machine de feu Nicolas Lendy; empreintes microscopiques sur argent; coins microscopiques en acier.	Paris_1867_Italy_9.jpg
Gorfi (Séraphin et Louis)	Florence	Médailles aux effigies de S. M. le roi d'Italie, de Dante, de Galilée et de Machiavelli.	Paris_1867_Italy_9.jpg
Usine de la maison de décontentation	Pise	Médaille commémorative du plébiscite vénitien; collection de modèles de voûtes. (Voir cl. 65.)	Paris_1867_Italy_9.jpg
Merlino (Pascal)	Turin	Polyèdres décomposés pour l'enseignement; tableaux tarifs. (Voir cl. 89 et 90.)	Paris_1867_Italy_9.jpg
Bonelli (Michel)	Alexandrie	Iconaèdre et dodécaèdre métalliques décomposables.	Paris_1867_Italy_9.jpg
École centrale d'application pour les ingénieurs	Turin	Modèles cristallographiques en bois colorié.	Paris_1867_Italy_9.jpg
Santacchi (Frédéric)	Camerino (Macerata)	Solides géométriques pour l'enseignement; mesures en bois, niveau à plomb, règle et équerres métriques; compas de réduction.	Paris_1867_Italy_9.jpg
Institut technique royal de Florence		Collection de nœuds de cordages; modèles de transformations du mouvement.	Paris_1867_Italy_9.jpg
École royale d'application pour les ingénieurs lauréats	Turin	Modèles de machines; appareil en métal pour la démonstration des lois de la distribution de la vapeur.	Paris_1867_Italy_9.jpg
École royale spéciale de mécanique et de construction	Pesaro	Modèles de machines en usage dans les industries locales (Voir cl. 26, 54 et 53.)	Paris_1867_Italy_9.jpg
Mottura (Sébastien)	Turin	Collection géologique des terrains tertiaires de la Sicile.	Paris_1867_Italy_9.jpg
Athénée de Brescia	Brescia	Coupe géognostique du versant méridional des Alpes et échantillons de roches et minerais (présentés par M. Joseph Ragazzoni).	Paris_1867_Italy_9.jpg
Cerato (Attile)	Bolca (Vérone)	Végétaux fossiles des terrains tertiaires, de la craie, du terrain Jurassique et du trias; poissons fossiles du mont Bolca et de Lumézzane.	Paris_1867_Italy_9.jpg
Institut technique, industriel et professionnel de Bergame		Fossiles des terrains jurassiques et triasiques des campagnes bergamasques.	Paris_1867_Italy_9.jpg
Université royale de Padoue	Padoue	Dessins de plantes fossiles.	Paris_1867_Italy_9.jpg
Institut royal des sciences, lettres et des arts de Venise	Venise	Photographies des plantes fossiles.	Paris_1867_Italy_9.jpg
Gennari	Cagliari échantillons de minéraux	directeur du jardin botanique	Paris_1867_Italy_9.jpg
Institut technique royal			Paris_1867_Italy_9.jpg
