Name	Place	Description	Pdf
Sacchero frères	Canelli Alexandrie	Muscat mousseux 1892. Nebbiolo 1895. Vin mousseux 1895.	Paris_1900_Italy_127.jpg
Sardo-Ruggeri Joseph	Castiglione Sicile Catane	Vin Nord-Etna.	Paris_1900_Italy_127.jpg
Scala Pascal	Naples, Via Chiaia, 135 et 136	Via Capri de Lorraine-Christi du Vesuve. Vins Falerno.	Paris_1900_Italy_127.jpg
Schneiderff Henri	Pignano sur l’Arno Florence	Vins rouges 1893, 1897 et 1898.	Paris_1900_Italy_127.jpg
Scrofani Ciarcià frères	Vittoria Syracuse	Vins blancs et rouges.	Paris_1900_Italy_127.jpg
Scuotto Charles	Naples, rue Cavalcatoio, 50, 51 et 52	Vins du Vesuve. Barberato del Monte di Predica. Grappolo d’Oro. Falerno.	Paris_1900_Italy_127.jpg
Sforza Fogliani Albert	Borgonuovo Plaisance	Vin blanc. Barbera 1895, 1898.	Paris_1900_Italy_127.jpg
Société Vinicole Salernitana	Salerne	Vins rouge et blanc.	Paris_1900_Italy_127.jpg
Soderi Antoine	Castellina in Chianti	Vin de 1897.	Paris_1900_Italy_127.jpg
Sottani Etienne	Corato (Bari)	Vin muscat blanc.	Paris_1900_Italy_127.jpg
Spinola Cosmo	Gallipoli	Vins de coupage. Vienne 1873. Diplôme. d’Honneur.	Paris_1900_Italy_127.jpg
Squarotti B.	Monforte d’Alba Coni	Vin Barolo, Barbera, Muscat. Bordolino.	Paris_1900_Italy_127.jpg
Stanislao Alexandre di	Montone Teramo	Vin rouge et blanc.	Paris_1900_Italy_127.jpg
