Name	Place	Description	Pdf
Pierandrei Nazarien	Osimo (Ancône)	Cocoons	Paris_1900_Italy_69.jpg
Pischedda Quirico	Sassari	Cocoons Miel et cire	Paris_1900_Italy_69.jpg
Pucci (R.) & Cie	Perugia	Cocoons. Photographies	Paris_1900_Italy_69.jpg
Rittatore frères	Turin	Echantillons de cocoons	Paris_1900_Italy_69.jpg
Rocca (Victor)	Milan	Echantillons de cocoons	Paris_1900_Italy_69.jpg
Rocca (Vittorio)	Milan, rue Cappucio, 7	Cocoons à soie	Paris_1900_Italy_69.jpg
Rossi (François)	Mosciano S. Angelo (Teramo)	Miel centrifuge	Paris_1900_Italy_69.jpg
Sacconi Natali Pio	Ascoli, Piceno	Cocoons	Paris_1900_Italy_69.jpg
Sala (Silvio)	Olgate Molgora (Côme)	Cocoons à soie	Paris_1900_Italy_69.jpg
Sbraccia (E.-F.) frères	Teramo	Cocoons	Paris_1900_Italy_69.jpg
Senno (Ange)	Sassari	Cires	Paris_1900_Italy_69.jpg
Simonetti Acqua	Osimo	Echantillons de cocoons	Paris_1900_Italy_69.jpg
Spinelli frères (Feu Joseph)	Novi Ligure	Echantillons de cocoons	Paris_1900_Italy_69.jpg
Spuchef (A. de) prince de Galati	Palerme	Miel de fleurs d'oranger	Paris_1900_Italy_69.jpg
Verga Di C. frères	Cocquio (Côme)	Cocoons à soie	Paris_1900_Italy_69.jpg
Vitale (Joseph)	Palerme	Miel de fleurs d'oranger	Paris_1900_Italy_69.jpg
