Name	Place	Description	Pdf
Chambre de Commerce	Avellino	Pâtes d'Italie.	Paris_1900_Italy_95.jpg
Chambre de Commerce	Lecce	Pâtes d'Italie.	Paris_1900_Italy_95.jpg
Cola (Jean DI)	Termini Imerese	Pâtes d'Italie.	Paris_1900_Italy_95.jpg
Dolfi (Guillaume)	Florence, Borgo S. Lorenzo, 4.	Pâtes d'Italie médicamenteuses. Gluten.	Paris_1900_Italy_95.jpg
Fissore frères & Sandri	Verzuolo	Produits de la mouture du blé.	Paris_1900_Italy_95.jpg
Gabola (Isaia)	Nocera Inferiore (Salerne)	Pâtes d'Italie.	Paris_1900_Italy_95.jpg
Garofalo (Alphonse)	Gragnano (Naples)	Macaroni et petites pâtes.	Paris_1900_Italy_95.jpg
Garofalo frères	Palerme	Pâtes d'Italie.	Paris_1900_Italy_95.jpg
Grasso Finocchiaro (Joseph)	Catane	Pâtes alimentaires.	Paris_1900_Italy_95.jpg
Guicciardini (Comte Carlo)	Firenze, Lung' Arno Guicciardini, 5.	Farine de châtaignes.	Paris_1900_Italy_95.jpg
Monaco & fils	Catane	Pâtes d'Italie et semoules.	Paris_1900_Italy_95.jpg
Poggi frères	Verone	Produits du travail du riz.	Paris_1900_Italy_95.jpg
Sansone (Sauveur)	Termini-Imerese (Palerme)	Pâtes alimentaires d'Italie.	Paris_1900_Italy_95.jpg
