Name	Place	Description	Pdf
Martinotti Frédéric & Cie	Turin	Meubles de luxe	Paris_1900_Italy_149.jpg
Massaglia Louis	Turin	Chambre a coucher. Salle a manger et meubles de fantaisie.	Paris_1900_Italy_149.jpg
Meroni A. & Fossati R.	Lissone (Milan)	Meubles et sièges de style et de fantaisie. Sculptures. Incrustations. Meubles marqueters pour l'exportation. Maisons à Paris, rue de Charonne, 37, et à Milan, via Silvio Pellico, 6.	Paris_1900_Italy_149.jpg
Montelatici Joseph & fils	Florence	Meubles	Paris_1900_Italy_149.jpg
Mora frères	Bergame	Meubles artistiques	Paris_1900_Italy_149.jpg
Moretti Venceslas	Pérouse, rue Boncaurbi, 16	Objects marquetés	Paris_1900_Italy_149.jpg
Moscardi C.	Florence	Meubles en bois sculptés et dorés	Paris_1900_Italy_149.jpg
Natrella Sébastien	Bari	Meubles artistiques	Paris_1900_Italy_149.jpg
Nicolini Joseph	Palermo	Meubles artistiques	Paris_1900_Italy_149.jpg
Olivotti A. & Cie	Florence	Meubles de luxe	Paris_1900_Italy_149.jpg
Onufrio André	Palermo, rue Castro, 69	Credence. Grande table. Grande chaise.	Paris_1900_Italy_149.jpg
Osio G.-B. & Cie	Milan	Meubles artistiques en style Bugatti	Paris_1900_Italy_149.jpg
Pagliani Joseph	Milan	Meubles de bureau et lits pliants	Paris_1900_Italy_149.jpg
Pagliarini & Franco	Venice	Meubles. Sculptures sur bois	Paris_1900_Italy_149.jpg
