Name	Place	Description	Pdf
Borlinetto (Louis)	Padoue	Photographies aux poudres indélébiles	Paris_1900_Italy_5.jpg
Brogi (Jacques)	Florence	Portraits. Reproductions de beaux-arts, paysages 	Paris_1900_Italy_5.jpg
Curti (Dominique)	Vicence	Agrandissements photographiques	Paris_1900_Italy_5.jpg
Etablissement Photographique Lombardi	Sienne	Photographies artistiques	Paris_1900_Italy_5.jpg
Falb (Rodolphe)	Sienne	Plaques et papiers photographiques	Paris_1900_Italy_5.jpg
Gioja (Edouard)	Rome	Photographies artistiques	Paris_1900_Italy_5.jpg
Intergugliemi (Eugène)	Palermo	Photographies	Paris_1900_Italy_5.jpg
Leone (Pierre)	Caltanissetta	Tableaux photographiques	Paris_1900_Italy_5.jpg
Liguori (Raphaël de)	Taranto (Lecce)	Photographies	Paris_1900_Italy_5.jpg
Magherini-Graziani (Jean)	Città di Castello	Reproductions photographiques	Paris_1900_Italy_5.jpg
Molfese (Gérard)	Turin	Editions diverses en phototypie	Paris_1900_Italy_5.jpg
Murer & Duroni	Milan	Appareils photographiques	Paris_1900_Italy_5.jpg
Napoli (Henri di)	Palermo	Photographies	Paris_1900_Italy_5.jpg
Naya (Charles)	Venise	Reproductions photographiques de vues. Tableaux. Architecture, etc.	Paris_1900_Italy_5.jpg
Pesce (Hector)	Naples, Galerie Umberto I	Photographies	Paris_1900_Italy_5.jpg
