Name	Place	Description	Pdf
Freceri (Etienne)	Saint-Hilarie (Gênes)	Matières première pour la parfumerie	Paris_1900_Italy_214.jpg
Grottanelli (Comte Hugo)	Florence	Racines d'Iris de Florence	Paris_1900_Italy_214.jpg
Guicciardini (Comte Charles)	Florence	Iris de Florence	Paris_1900_Italy_214.jpg
Guicciardini Pucci (Comtesse Julie)	Regello (Florence)	Iris de Florence	Paris_1900_Italy_214.jpg
Guy Martini (Eugène)	Florence	Iris de Florence	Paris_1900_Italy_214.jpg
Mazullo frères	Messine	Huiles essentiels de citrons, de mandarines, de bigarades, etc.	Paris_1900_Italy_214.jpg
Pandolfini (Robert)	Tizzano-Strada Chianti (Florence)	Iris de Florence	Paris_1900_Italy_214.jpg
Peirce (G.-E.)	Messine	Essence de Bergamotte, de citron, de portugal, de bigarade, de cédrat, de mandarin	Paris_1900_Italy_214.jpg
Quercioli (Alfred)	Val di Pesa (Toscane)	Iris de Florence	Paris_1900_Italy_214.jpg
Rizzuto (Carmel)	Reggio Calabria	Essence de Bergamotte, de citron, de portugal, de mandarine, de limette	Paris_1900_Italy_214.jpg
Rossi (P.)	Parme	Parfums à la violette de Parme.	Paris_1900_Italy_214.jpg
Saccà (Joseph)	Messine	Essence de citron et de réglisse	Paris_1900_Italy_214.jpg
Sacco & Borsari	Parme, rue Cavour, 53	Eau de Bulboïde et parfum à la violette de Parme	Paris_1900_Italy_214.jpg
Schneiderff (Henri)	Rignano Sull'Arno (Florence)	Racine d'Iris	Paris_1900_Italy_214.jpg
Spinelli frères	Reggio Calabria	Essences de bergamotte, de citron, d'orange, de bigarade, etc.	Paris_1900_Italy_214.jpg
