Name	Place	Description	Pdf
Campodonico (Louis)	Gênes	Chromotypographie	Paris_1900_Italy_1.jpg
Cappelli (Marc)	Modène	Appareil automatique	Paris_1900_Italy_1.jpg
Capriolo & Massimino	Milan	Livres. Revues. Albums.	Paris_1900_Italy_1.jpg
Chappuis (E.)	Bologne, rue Cartoleria, 17	Tableaux-réclames	Paris_1900_Italy_1.jpg
Dessi (Joseph)	Sassari-Cagliari	Modèles imprimés en chromo	Paris_1900_Italy_1.jpg
Ferrari (Charles)	Venise	Imprimerie en lithographie, chromolithographie, etc.	Paris_1900_Italy_1.jpg
Fusetti (Antoine)	Milan, rue Pasquirole	Epreuves de photocalcographies	Paris_1900_Italy_1.jpg
Galatola (Crescenzo)	Catane	Livres. Travaux en chromotypie	Paris_1900_Italy_1.jpg
Gavuzzo (G.) & Cie	Rome, rue Seminario, 86	Travaux lithographiques	Paris_1900_Italy_1.jpg
Giannini (François) & fils	Naples, rue Cisterna dell' Olio	Travaux typographiques	Paris_1900_Italy_1.jpg
Gualassini (Jean)	Milan	Reproduction de tableaux	Paris_1900_Italy_1.jpg
Landi Sauveur	Florence, rue Sainte-Catherine, 12	Travaux typographiques	Paris_1900_Italy_1.jpg
Lapi (S.)	Citta di Castello	Livres. Lithographies. Stéréotypie	Paris_1900_Italy_1.jpg
Lobetti-Bodoni frères	Saluce Côn.	Travaux typo-lithographiques	Paris_1900_Italy_1.jpg
Lorilleux (C.-H.) & Cie	Milan	Impressions typographiques et chromolithographiques	Paris_1900_Italy_1.jpg
