Name	Place	Description	Pdf
Bonamici (Ferdinand)	Buti (Pise)	Huile d'olive, extraite à froid; huile jaune, extraite du marc des olives, pour les savons.	Paris_1867_Italy_87.jpg
Della Longa frères	Pugnano (Pise)	Huile d'olives.	Paris_1867_Italy_87.jpg
Francioni (Pierre)	Pise	Huile d'olive.	Paris_1867_Italy_87.jpg
Fusi (Emile)	Asciano (Pise)	Huile d'olive.	Paris_1867_Italy_87.jpg
Giusti (Noël)	Pise	Huile d'olive.	Paris_1867_Italy_87.jpg
Grazini (Pellegrin)	Palaja (Pise)	Huiles.	Paris_1867_Italy_87.jpg
Ruschi frères	Pise	Huile fine et huile lavée.	Paris_1867_Italy_87.jpg
Bardi-Serzelli (Ferdinand)	Florence	Huile extraite à froid.	Paris_1867_Italy_87.jpg
Capelli (Maurice)	Florence	Huile.	Paris_1867_Italy_87.jpg
Covoni (Maria) et frères		Huile provenant du val d'Elsa.	Paris_1867_Italy_87.jpg
Manetti (Pierre)	Florence	Huile.	Paris_1867_Italy_87.jpg
Valdini (Benoît)	Florence	Huile d'olive, huile à froid.	Paris_1867_Italy_87.jpg
Perugi (Michel)	Florence	Huile d'olive.	Paris_1867_Italy_87.jpg
Piccardi (Joseph)	Bercarale Florence	Huile.	Paris_1867_Italy_87.jpg
Picria-Veri (Ferdinand)	Florence	Huile d'olive.	Paris_1867_Italy_87.jpg
Viciani (Pellegrino)	Florence	Huile d'olive.	Paris_1867_Italy_87.jpg
Andreini (Hippolyte)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Anghirelli (Joseph)	Sienne	Huile d'olive.	Paris_1867_Italy_87.jpg
Barbini (Mariano)	Piancastagnaio (Sienne)	Huile d'olive.	Paris_1867_Italy_87.jpg
Bardotti Avveduti (Jules)	Sienne	Huiles d'olive.	Paris_1867_Italy_87.jpg
Bernardi (François)	Sienne	Huile d'olive.	Paris_1867_Italy_87.jpg
Bruchi (Balthazar)	Castel del Piano (Sienne)	Huiles d'olive.	Paris_1867_Italy_87.jpg
Buoninsegni (Cicero)	Sienne	Huile d'olive.	Paris_1867_Italy_87.jpg
Camajori (Jean)	Sienne	Huile d'olive de Cecena et de Castelnouvo Bezardenga.	Paris_1867_Italy_87.jpg
Casuceini (Pierre)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Gori-Pannilini (Auguste de)	Sienne	Huiles d'olive et huile de marc (sans).	Paris_1867_Italy_87.jpg
Ferri (Ange)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Guibbilei (Antoine)	Montepulciano (Sienne)	Huile.	Paris_1867_Italy_87.jpg
Grisaldi del Taia (Charles)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Leporatti (Angelo)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Newton (Gervais)	Pienza (Sienne)	Huiles d'olive.	Paris_1867_Italy_87.jpg
Ottieri Della Ciaja (Pierre)	Sienne	Huile d'olive.	Paris_1867_Italy_87.jpg
Paolini (Joseph)	Sienne	Huile d'olive.	Paris_1867_Italy_87.jpg
Ponticelli (Guillaume)	Grosseto (Sienne)	Huile d'olive.	Paris_1867_Italy_87.jpg
Ramazzotti (Pierre)	Sienne	Huile.	Paris_1867_Italy_87.jpg
Trececi (Théodore)	Montepulciano (Sienne)	Huile d'olive.	Paris_1867_Italy_87.jpg
Angelini (Henri)	Arezzo	Huiles d'olive.	Paris_1867_Italy_87.jpg
Ceccoli (César et Philippe)	Pian di Seo (Arezzo)	Huiles.	Paris_1867_Italy_87.jpg
Sambolini (Egidus)	Bucine (Arezzo)	Huiles d'olive.	Paris_1867_Italy_87.jpg
Barbi (Louis)	Pérouse (Fuligno)	Huiles d'olive.	Paris_1867_Italy_87.jpg
Benamati (Emile)	Pérouse (Fuligno)	Huiles d'olive.	Paris_1867_Italy_87.jpg
Cesarei (Antoine)	Fuligno	Huile d'olive.	Paris_1867_Italy_87.jpg
Constabile (Jean-Charles)	Pérouse (Fuligno)	Huiles.	Paris_1867_Italy_87.jpg
Danzetta (Joseph)	Pérouse (Fuligno)	Huile d'olive.	Paris_1867_Italy_87.jpg
Danzetta (Nicolas)	Pérouse (Fuligno)	Huile d'olive.	Paris_1867_Italy_87.jpg
Campi (Antoine)	Fuligno Spoletto	Huile d'olive.	Paris_1867_Italy_87.jpg
Ferranti frères	Pérouse (Fuligno)	Huile d'olive.	Paris_1867_Italy_87.jpg
Mancini (Louis-Vincent)	Florence	Huile d'olive.	Paris_1867_Italy_87.jpg
Masceroni (Fabins)	Pérouse (Fuligno)	Huile d'olive.	Paris_1867_Italy_87.jpg
