Name	Place	Description	Pdf
Monarium	 	 Travail vocal.	Paris_1878_Italy_4.jpg
Mongé (J.)	Mantoue	Atlas historiographique d’Italie.	Paris_1878_Italy_4.jpg
Morandi (G., professeur)	Milan	L’art de la décoration; la villa Adriana; spécimen d’une nouvelle méthode d’unification et concordance des quatre évangiles.	Paris_1878_Italy_4.jpg
Morisoni	 	 Compositions sacrées et profanes.	Paris_1878_Italy_4.jpg
Municipalité de Rome et Polaeco (J.)	 	Consoleur pour orchestre	Paris_1878_Italy_4.jpg
Oddo (P.)	Palermo	Grammaire de la langue musicale.	Paris_1878_Italy_4.jpg
Paravia (J.-B.)	Turin	Globe terrestre et céleste; petite machine démontrant la rotation de la terre; sphère planétaire et armillaire; carte des courants marins et des lignes isothermiques; topographie (auteur, Tirone); tableau de minéralogie (auteur, Bellardi); perspective de Gallo et ornement de Marmelli; albums; modèles et photographies pour l’étude de l’ornement; nomenclature géométrique (figures et tableaux).	Paris_1878_Italy_4.jpg
Parencoei	 	 Composition sacrée.	Paris_1878_Italy_4.jpg
Petechii	 	 Compositions pour orchestre.	Paris_1878_Italy_4.jpg
Pinnehetti (P.)	Côme	Cours théorique et pratique pour la fabrication des étoffes de soie; ouvrage pourvu d’échantillons types en majeure partie expressément fabriqués par l’auteur pour l’illustration de son cours.	Paris_1878_Italy_4.jpg
Platania (P.)	Palermo	Professeur, directeur du Collège royal de musique, à Palerme. Traité rationnel pratique d’harmonie, suivi d’un cours de contre-point. Cours complet de fugues.	Paris_1878_Italy_4.jpg
