Name	Place	Description	Pdf
Turin (Mathieu)	Turin	Pantalons, gilets, jupons.	Paris_1867_Italy_35.jpg
Giglis (Antoine)	Verceli (Novare)	Habits d’homme.	Paris_1867_Italy_35.jpg
Valugani (Faustin)	Varese	Redingote d’une seule pièce.	Paris_1867_Italy_35.jpg
Ganelli (Pierre)	Crémone	Habit de deux pièces.	Paris_1867_Italy_35.jpg
Bellondini (Joseph)	Padoue	Redingote, pantalons, gilets.	Paris_1867_Italy_35.jpg
Cecchi (Lucien)	Florence	Habit.	Paris_1867_Italy_35.jpg
Baldisseri (Victor)	Monterotondo (Sienne)	Dessin d’habit d’une seule pièce, gilet à deux faces, modèle d’un manteau italien à manches.	Paris_1867_Italy_35.jpg
Pana (Nicolas)	Chieti	Habit d’homme.	Paris_1867_Italy_35.jpg
Borré (Pierre), et Tavella (Charles)	Turin	Chapeaux d'uniformes, casque, colback, schakos, képi, gibernes.	Paris_1867_Italy_35.jpg
Merlino (Pascal)	Turin	Képi.	Paris_1867_Italy_35.jpg
Barbieri (Louis)	Crémone	Képi en bois avec ventilateur.	Paris_1867_Italy_35.jpg
Rusno (Roger)	Vicence	Tunique d’officier de cavalerie.	Paris_1867_Italy_35.jpg
Chiantella (Pascal)	Reggio de Calabre	Tunique militaire.	Paris_1867_Italy_35.jpg
Albertini (Gaëtan)	Intra (Novare)	Chapeaux de feutre et machines.	Paris_1867_Italy_35.jpg
Caviglione (Raimond)	Turin	Chapeaux de peluche, chapeaux Gibus, chapeaux de feutre apprêtés et sans apprêts.	Paris_1867_Italy_35.jpg
Ponzone (Antoine)	Milan	Chapeaux de peluche, de feutre et de soie.	Paris_1867_Italy_35.jpg
Chiesa (Antoine)	Milan	Chapeaux de feutre, de peluche et de soie.	Paris_1867_Italy_35.jpg
Ponchielli (Jean)	Brescia	Chapeaux de feutre.	Paris_1867_Italy_35.jpg
Ferraro (Évangéliste)	Asti (Alexandrie)	Chapeaux de feutre.	Paris_1867_Italy_35.jpg
Borsalino (Joseph) et frères	Alexandrie	Chapeaux.	Paris_1867_Italy_35.jpg
Azzi (Ange) et frères	Castelnuovo di Garfagnana (Massa-Carrara)	Chapeaux de feutre noirs, en poil et en laine.	Paris_1867_Italy_35.jpg
Azzi (Ange) et frères	Luocco	Chapeau de feutre.	Paris_1867_Italy_35.jpg
Barili (Antoine)	Florence	Chapeaux de feutre de divers systèmes.	Paris_1867_Italy_35.jpg
Peona (Gerolde)	Livourne	Chapeaux de peluche et de feutre.	Paris_1867_Italy_35.jpg
Bini (Louis)	Montepulciano (Sienne)	Chapeaux apprêtés et sans apprêt.	Paris_1867_Italy_35.jpg
Canavari (Louis)	Fabriano (Ancône)	Chapeaux de feutre.	Paris_1867_Italy_35.jpg
Bocceadoro (Jean)	Fabiano (Ancône)	Chapeaux de feutre.	Paris_1867_Italy_35.jpg
Rumieri (Gabriel)	Naples	Chapeaux.	Paris_1867_Italy_35.jpg
Calamette (Ferdinand)	Palerme	Chapeaux de peluche.	Paris_1867_Italy_35.jpg
Lafarine (César)	Palerme	Chapeaux de divers systèmes.	Paris_1867_Italy_35.jpg
Novi (Pascal)	Milan	Chapeaux de paille agrémentés.	Paris_1867_Italy_35.jpg
Pavezi et Cervetti	Milan	Chapeaux de paille et de crin.	Paris_1867_Italy_35.jpg
Faller, Fritcheheller et Cie	Vallonar (Vicence)	Chapeaux de paille.	Paris_1867_Italy_35.jpg
Zonani (Joseph)	Modène	Chapeaux de paille.	Paris_1867_Italy_35.jpg
Becagli	(Olympius) Petriolo, près Florence	Chapeaux et tresses de paille.	Paris_1867_Italy_35.jpg
Bertini (Joseph)	Florence	Chapeaux.	Paris_1867_Italy_35.jpg
Bertollo (Joseph)	Florence	Chapeaux, tresses et articles de paille.	Paris_1867_Italy_35.jpg
Communes de Signe et de Lastra à Signe	Florence	Travaux de paille.	Paris_1867_Italy_35.jpg
Del Panta (Antoine)	Sesto, près Florence	Chapeaux et tresses de paille.	Paris_1867_Italy_35.jpg
Bellini (Joseph) et Gatti Atto et frères	Florence	Chapeaux et tresses de paille.	Paris_1867_Italy_35.jpg
Nannucci (Agnès)	Florence	Chapeaux de paille pour femme et enfants et objets de paille.	Paris_1867_Italy_35.jpg
