Name	Place	Description	Pdf
Balestrini (Albert)	Paris	Câble et sonde électrique; modèle de stations sous-marines; modèle de machine pour poser les câbles électriques; plan d'une ligne transatlantique; profil de cinq sections.	Paris_1867_Italy_76.jpg
Pierotti (Joseph)	Milan	Carreaux en ciment pour pavage, décorations en ciment durci.	Paris_1867_Italy_76.jpg
Direction de la Société de Bergame		Briques, ciments et chaux. (Voir cl. 40, no NA).	Paris_1867_Italy_76.jpg
Cristofoli (Antoine)	Padoue	Tables et carreaux pour pavage en marbre artificiel.	Paris_1867_Italy_76.jpg
Tosiani (Jean)	Vietri-sur-Mer (Gènes)	Carreaux (ambrogette); vernis et peints pour planchers.	Paris_1867_Italy_76.jpg
Della-Rosa (G.)	Parme	Piédestal en terre cuite, tuyaux et pavés fabriqués à la mécanique, dalles, vases et corniches en ciment asphaltique. (Voir cl. 40, no NA).	Paris_1867_Italy_76.jpg
Cocchi (Jules) et frères	Quercia (Carrara)	Tuiles plates et carreaux, briques dites mattonelle, briques de construction et tuyaux de drainage.	Paris_1867_Italy_76.jpg
Tonci-Alliani frères	Lucques	Carreaux de marbre. (Voir cl. 40, no NA).	Paris_1867_Italy_76.jpg
Ringi (Eugène) et Cie	Florence	Briques réfractaires, creusets et pâtes céramiques.	Paris_1867_Italy_76.jpg
Communes de Signa et de Lastra	Signa (Florence)	Pierres de construction.	Paris_1867_Italy_76.jpg
Panzomi (César)	Travosetolo (Parme)	Carreaux en terre cuite, argile.	Paris_1867_Italy_76.jpg
Tofanari (Joseph)	Empoli (Florence)	Mosaïques pour parquets, tuiles et carreaux.	Paris_1867_Italy_76.jpg
Rondani (Poloncée)	Parme	Tuiles fabriquées à la mécanique, briques et carreaux, bassins, vases et cuvettes, poteries, étiquettes numérotées, briques creuses et à jour.	Paris_1867_Italy_76.jpg
Zamorani frères	Ferrare	Briques et tuiles, tuyaux pour aqueducs.	Paris_1867_Italy_76.jpg
Piccardi (Joseph)	Montechio (Val de Pesa)	Briques et carreaux en terre cuite.	Paris_1867_Italy_76.jpg
Santolini (Egide)	Arezzo	Briques, tuiles et carreaux; plâtre, chaux douce, chaux hydraulique, tourbe de l'Arno, près Saint-Jean.	Paris_1867_Italy_76.jpg
Mancani (Pierre)	Précouse	Briques et carreaux.	Paris_1867_Italy_76.jpg
Mancani (Pasifique)	Pésaro	Moule en bois pour la fabrication de briques.	Paris_1867_Italy_76.jpg
Guerrieri (Benoît)	Pésaro	Briques et tuiles.	Paris_1867_Italy_76.jpg
Hallé (Ernest-François)	Ferno (Ascoli)	Tuiles en terre cuite à nervure et point d'appui.	Paris_1867_Italy_76.jpg
Cokonese (Gaëtan)	Naples	Briques vernies pour pavage, vases, tuyaux et tuiles pour construction.	Paris_1867_Italy_76.jpg
Fontana (Louis)	Scandiano (Reggio-d'Emilie)	Plâtre et ciment hydraulique. (Voir cl. 40, no NA).	Paris_1867_Italy_76.jpg
Fontaine (François)	Naples	Tuiles vernies en terre cuite.	Paris_1867_Italy_76.jpg
Asghirelli (Joseph)	Montalano (Sienne)	Briques creuses pour l'intérieur et la construction des navires.	Paris_1867_Italy_76.jpg
Barbini (Mariano)	Piancastagnio (Sienne)	Briques creuses, argile et terres du Saint-Salvador (Sienne).	Paris_1867_Italy_76.jpg
Santi (Clément)	Montalano (Sienne)	Briques, briques et farine fossile de Monte-Aniata.	Paris_1867_Italy_76.jpg
Villa frères	Milan	Collection de cailloux constituant le pavé de Milan.	Paris_1867_Italy_76.jpg
