Name	Place	Description	Pdf
Agresti (Michel et Raphael)	Impruneta, Florence	Vases artistiques en terre cuite.	Paris_1900_Italy_156.jpg
Amato (Edouard D'.)	Naples	Faiences a grand feu.	Paris_1900_Italy_156.jpg
Appiani Graziano	Trevise	Carreaux en ceramique pour paves. Tuilerie.	Paris_1900_Italy_156.jpg
Baracconi (Louis)	Rome	Grands plats decoratifs. Tableaux. Vases, etc.	Paris_1900_Italy_156.jpg
Bianchini (Hector)	Sesto Fiorentino, Florence	Ceramiques.	Paris_1900_Italy_156.jpg
Bimbi (Demetrio)	Parme	Ceramiques.	Paris_1900_Italy_156.jpg
Bonato (Gaetan)	Bassano (Vicence)	Plats, Vases, Vasques, Objets pour decorations, etc.	Paris_1900_Italy_156.jpg
Bosq (G.)	Trofarello, pres Turin	Briques. Tuiles. Carreaux. Emaux.	Paris_1900_Italy_156.jpg
Bottacin freres (Ange et Joseph)	Venise	Faiences.	Paris_1900_Italy_156.jpg
Cacciapuoti	Naples, Viale Princesa-Elena, 19	Faiences et terres cuites.	Paris_1900_Italy_156.jpg
Cacciapuoti (Cesar)	Naples, route della Maddalena, 17	Faiences et terres cuites.	Paris_1900_Italy_156.jpg
Cacciapuoti (Guillaume)	Naples, via Partenope	Faiences decoratives. Objets de fantaisie.	Paris_1900_Italy_156.jpg
Cacciapuoti (Hector et Guillaume)	Naples	Ceramiques.	Paris_1900_Italy_156.jpg
Cantagalli (Fils de Joseph)	Florence	Produits en faience a grand feu.	Paris_1900_Italy_156.jpg
