Name	Place	Description	Pdf
	Lodi	Graines oléagineuses; plantes fourragères	Paris_1867_Italy_57.jpg
Manganotti (Antoine)	Verone	Plantes, fruits et graines do ricin; pistaches; plantes tinctoriales	Paris_1867_Italy_57.jpg
Reggis frères	Brescia	Huile de ricin	Paris_1867_Italy_57.jpg
Morelli frères	Brescia	Graines de lin	Paris_1867_Italy_57.jpg
Margaroné (Jacques)	Padoue	Graine de tournesol	Paris_1867_Italy_57.jpg
Romain (Emmanuel)	Padoue	Graine de ricin	Paris_1867_Italy_57.jpg
Cantoni (Jacques)	Vicence	Huiles de ricin et d'amandes	Paris_1867_Italy_57.jpg
Creazzo frères	Lonigo (Vicence)	Huile de ricin	Paris_1867_Italy_57.jpg
Rossi (François)	Vicence	Huile de ricin	Paris_1867_Italy_57.jpg
Valeri (Bellino)	Legnago (Vicence)	Huiles de ricin, d'amandes; produits médicinaux	Paris_1867_Italy_57.jpg
Sous-commission de Reggio (Émilie)		Collection de semences de plantes oléagineuses	Paris_1867_Italy_57.jpg
Troppi (Charles)	Forli	Huile de ricin épurée	Paris_1867_Italy_57.jpg
Brunetti (François)	Lucques	Huile de lin lavée et huile d'olive	Paris_1867_Italy_57.jpg
Antonelli (Casimir)	Bari	Graine de lin	Paris_1867_Italy_57.jpg
Luciani (Sébastien)	Bari	Graine de lin	Paris_1867_Italy_57.jpg
Minci (Candide)	Bari	Graine de lin	Paris_1867_Italy_57.jpg
Barracco frères	Cotrono (Catanzaro)	Graine de lin	Paris_1867_Italy_57.jpg
Carano (Laurent)	Girgenti	Graine de lin	Paris_1867_Italy_57.jpg
Sous-Comité de Catane, Sous-Comité de Girgenti, Sous-Comité de Syracuse, Chambre de commerce de Caltanisette		Graine de lin, de sénévé, de chanvre et de coton	Paris_1867_Italy_57.jpg
Bettoni (Ludovic)	Brescia	Huile de baies de laurier	Paris_1867_Italy_57.jpg
Elena (François) et fils	Maderno (Brescia)	Échantillons d'huile de laurier	Paris_1867_Italy_57.jpg
Zaradelli (Joseph)	Brescia	Huile de fruits du laurier commun	Paris_1867_Italy_57.jpg
Sous-comité de Catane, Chambre de commerce de Syracuse		Réglisse	Paris_1867_Italy_57.jpg
Sette (Alexandre)	Padoue	Huile et graine de tournesol	Paris_1867_Italy_57.jpg
Caviano (Augustin)	Cagliari	Huile de lentisque	Paris_1867_Italy_57.jpg
Sous-commission de Modène		Huile et tourteaux de graines de raisins	Paris_1867_Italy_57.jpg
Torriani (Pierre)	Piedsfacialin (Masse-Carrara)	Huile de noix	Paris_1867_Italy_57.jpg
Brunetti (François)	Nivole (Lucques)	Huile de lin; huile d'olive lavée	Paris_1867_Italy_57.jpg
Cripps (Ida)	Florence	Huile d'amandes de pin; cônes de pin; amandes de pin; sumac	Paris_1867_Italy_57.jpg
Parlatore (Eugénie)	Florence	Huile et feuilles de Condr	Paris_1867_Italy_57.jpg
Samori (Dominique)	Florence	Huile de lin	Paris_1867_Italy_57.jpg
Berzoldo (Carmel)	Caltanisette	Huile de noix et d'amandes	Paris_1867_Italy_57.jpg
Cesarei (Antoine)	Fuligno	Huile d'olive à brûler	Paris_1867_Italy_57.jpg
Connestabilé (Jean-Charles)	Fuligno	Huile à brûler et pour laines	Paris_1867_Italy_57.jpg
Domicicis (Paul-Pierre)	Falcerone (Ascoli)	Huile et tourteaux de graines de raisins	Paris_1867_Italy_57.jpg
Anton Guillaume et Cie.	Naples	Huiles de noisettes	Paris_1867_Italy_57.jpg
Laboratoire de chimie de l'Université royale de Naples		Huile de graines de coton; huile d'amandes de pin	Paris_1867_Italy_57.jpg
Massoni (Pompée)	Portici (Naples)	Huile de pin et tourteaux de graines de coton	Paris_1867_Italy_57.jpg
Anselmi et Marasani	Marigliano	Huile et tourteau de graine de lin, huile et tourteau de graine de coton; crème de marc de raisin	Paris_1867_Italy_57.jpg
Grasmi (Louis)	Nola (Caserta)	Arachides de la Terre de Labour	Paris_1867_Italy_57.jpg
