Name	Place	Description	Pdf
Ancona (César D')	Volognano, près Pontassieve (Florence)	Huile d'olive	Paris_1900_Italy_54.jpg
Antonioli (Jean)	Port-Maurice	Huile d'olive	Paris_1900_Italy_54.jpg
Ardissone frères	Diano Marina (Rivière de Gênes)	Huile d'olive	Paris_1900_Italy_54.jpg
Aroca (Alphonse)	Sassari (Sardaigne)	Huile d'olive	Paris_1900_Italy_54.jpg
Baldini-Palladini (Raphaël)	Loreto Aprutino (Teramo)	Huile d'olive	Paris_1900_Italy_54.jpg
Barbera (L.) & Cie	Palermo (Italy)	Huile d'olive	Paris_1900_Italy_54.jpg
Bartoli (Joseph)	Mazzarin Caltanissetta	Froment, Orge, Féves	Paris_1900_Italy_54.jpg
Bati Vito	Pelago (Florence)	Huile d'olive	Paris_1900_Italy_54.jpg
Brena (Camille)	Vérone	Fromment à semer, Riz, Son de riz	Paris_1900_Italy_54.jpg
Bernabó (Marquis Ange)	Foligno (Pérouse)	Céréales	Paris_1900_Italy_54.jpg
Berti (Gaëtan) & fils	Signa (Florence)	Huile d'olive de 1898	Paris_1900_Italy_54.jpg
Bobba (A. et C.)	Pontedecimo (Gênes)	Huile d'olive	Paris_1900_Italy_54.jpg
Bonaiuti (Charles)	Murlo (Sienne)	Huile d'olive	Paris_1900_Italy_54.jpg
Bracci Testasecca (Joseph)	Montepulciano (Sienne)	Huile d'olive	Paris_1900_Italy_54.jpg
Cacace frères	Taranto (Lecce)	Huile d'olive	Paris_1900_Italy_54.jpg
Campello Della Spina (Comte Paul D')	Spoleto (Pérouse)	Huile d'olive	Paris_1900_Italy_54.jpg
