Name	Place	Description	Pdf
Gardini (César)	Bologne	Vins	Paris_1867_Italy_102.jpg
Guadagni frères	Bologne	Vin de Cahurazza blanc	Paris_1867_Italy_102.jpg
Conti (Jean) et frères	Imola (Bologne)	Vins santo et mousseux	Paris_1867_Italy_102.jpg
Ginnasi (Denys)	Imola (Bologne)	Vins rouge et blanc	Paris_1867_Italy_102.jpg
Ginnasi Pagliolini (Dominique)	Imola (Bologne)	Vins santo, blanc et rouge	Paris_1867_Italy_102.jpg
Tassinari (Jacques)	Imola (Bologne)	vins rouge, blanc et santo	Paris_1867_Italy_102.jpg
Caratti (Vincent)	Ravenne	Vin	Paris_1867_Italy_102.jpg
Gallegati (César)	Faenza	Vin	Paris_1867_Italy_102.jpg
Zanli-Maldi (Dominique)	Faenza	Vins	Paris_1867_Italy_102.jpg
Alnerici (Jean)	Cesana (Forli)	Vin du pays	Paris_1867_Italy_102.jpg
Amaducci (Philippe)	Civitella di Romagna (Forli)	Vins forlenstato et sangioveto	Paris_1867_Italy_102.jpg
Guarini (Pierre)	Forli	Vins rouge, muscat, ermitage et berlineroro	Paris_1867_Italy_102.jpg
Zacarelli frères	Forli	Vin santo	Paris_1867_Italy_102.jpg
Sous-Commission de Rimini		Vins	Paris_1867_Italy_102.jpg
Gamba (Pierre)	Piétrasanta (Lucques)	Vin	Paris_1867_Italy_102.jpg
Cenci (Joseph)	Prato (Florence)	Vins de la vallée de Bisenzio: onada di bisenzio, amore di patria, santo et aleatico rosso	Paris_1867_Italy_102.jpg
Baroni (Bernardin)	Lucques	Vins sangioveto, prugnano et lacrima di arsina	Paris_1867_Italy_102.jpg
Bernardini (Cosme)	Lucques	Vins	Paris_1867_Italy_102.jpg
Borrini (Alexandre)	Lucques	Vins	Paris_1867_Italy_102.jpg
Brunetti (François)	Pieve di Nievole (Lucques)	Vin santo	Paris_1867_Italy_102.jpg
Cerchi (Philippe et Pierre)	Lucques	Vins	Paris_1867_Italy_102.jpg
Luccchesini (François)	Lucques	Vins	Paris_1867_Italy_102.jpg
Pierantoni (Laurent) et frères	Lucques	Vins	Paris_1867_Italy_102.jpg
Vitelli (Camille)	Borga di Buggiano (Lucques)	Vins	Paris_1867_Italy_102.jpg
Ammandnaki (Raphaël)	Pistoie (Florence)	Vins mousseux, aleatico, brusco, santo et muscadello	Paris_1867_Italy_102.jpg
Fortceguri (François)	Pistoie (Florence)	Vin de choix	Paris_1867_Italy_102.jpg
Galli frères	Pistoie (Florence)	Vins de choix	Paris_1867_Italy_102.jpg
Gatteschi (Frédéric)	Pistoie (Florence)	Vins santo et ordinaire	Paris_1867_Italy_102.jpg
Bettimi (C.-N.)	Livourne	Vins toscans	Paris_1867_Italy_102.jpg
Foresi (Jacques)	Alba (Livourne)	aleatico, muscat, ansanico et lucano	Paris_1867_Italy_102.jpg
Bonamici (Ferdinand)	Bati (Pise)	Seraecino-mammola, blanc et rouge	Paris_1867_Italy_102.jpg
Del Chicca (César)	Pise	Vins	Paris_1867_Italy_102.jpg
Lupo Parra (Antoine de)	Pise	Vins: canoiolo, mozzese et trebbiano	Paris_1867_Italy_102.jpg
Gioli (Renier)	San-Grediano, di Pettino (Pise)	Vins suggio et sassarello	Paris_1867_Italy_102.jpg
Giusti (Noél)	Pise	Vins	Paris_1867_Italy_102.jpg
Grazzini (Pelligrin)	Palaio (Pise)	Vins	Paris_1867_Italy_102.jpg
Attucci (Philippe)	Carmignano (Florence)	Vins aleatico, santo et occhio di pernice	Paris_1867_Italy_102.jpg
Baradi Serzelli (Ferdinand)	Florence	Vins	Paris_1867_Italy_102.jpg
Banci (Sylvius)	Florence	Vin santo	Paris_1867_Italy_102.jpg
Bargioni (Joseph)	Florence	Vin blanc	Paris_1867_Italy_102.jpg
Cecchi (Justin)	Carmignano (Florence)	Vin marcignano sec et doux	Paris_1867_Italy_102.jpg
Covoni (Mario) et frères	Florence	Vins ordinaire et santo	Paris_1867_Italy_102.jpg
Cremoncini (Eugène)	Florence	Vins rouge et blanc	Paris_1867_Italy_102.jpg
Luccchi (Guy de)	Florence	Vin santo	Paris_1867_Italy_102.jpg
Franchi (Alméric)	Carmi		Paris_1867_Italy_102.jpg
