Name	Place	Description	Pdf
Abeniacar (Arthur) & Cie	Turin	Reproductions de passementeries en tous styles	Paris_1900_Italy_191.jpg
Allonge (Mme Maria-Caterina)	Rome, rue Condotti, 5	Cadre brodé	Paris_1900_Italy_191.jpg
Borzacchini (Auguste)	Rome, rue Mortaro, 19	Imitation de tapisseries	Paris_1900_Italy_191.jpg
Camerino (J.-G.)	Venise	Dentelles et guipures. Couvre-lits. Rideaux. Linge de table. Mouchoirs. Éventails	Paris_1900_Italy_191.jpg
Canonico (Mme Adélaïde)	Turin, rue Mercanti, 9	Broderie soie. Tableau à sujet historique	Paris_1900_Italy_191.jpg
Chambre de Commerce	Lecce	Dentelles à la main et guipures aux fuseaux	Paris_1900_Italy_191.jpg
Écoles Coopératives de Brazzà	Torreano di Martignacco (Adine)	Dentelles de Frioul	Paris_1900_Italy_191.jpg
École de Dentelles de Burano	Burano Venise	Dentelle à l'aiguille	Paris_1900_Italy_191.jpg
Fraschetti (Mme Henriette)	Rome, Circo Agonale, 106	Nappe, serviettes, mouchoirs brodés	Paris_1900_Italy_191.jpg
Frigerio (Luigi)	Cantu, Como	Dentelles en soie	Paris_1900_Italy_191.jpg
Gemignani (Frédéric) & fils	Florence	Tapisseries. Chasubles. Fauteuils	Paris_1900_Italy_191.jpg
Giustiniani (Dominique)	Rome	Tapisseries	Paris_1900_Italy_191.jpg
Jacobacci (Camille)	Milan, rue Tre Alberghi, 22	Dessins et broderies sur toiles et étoffes	Paris_1900_Italy_191.jpg
