Name	Place	Description	Pdf
Roman Silk Weaving Company	Rome	Soies romaines. Châles. Rubans. Mouchoirs. Couvertures. Bonnets et chaussettes de soie.	Paris_1900_Italy_188.jpg
Ronchetti (Charles-F.-Antoine)	Milan, rue Giocassino, 2	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Ronchetti & Cie	Milan, rue S. Giuseppe, 8	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Ronchetti (Jean-F.-P.-A.)	Milan, rue Brera, 16	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Rosenmund & Morf	Milan, rue Brera, 8	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Rusconi frères	Milan, rue Monte-di-Pietà, 14	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Rusconi (Joseph)	Castano Primo (Milan)	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Sada & Monti	Milan, rue S. Antonio, 8	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Sala (J.-B.)	Cartello Sopra Lecco (Côme)	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Samori & Ronconi	Modigliana (Firenze)	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Santini (Henry)	Osimo (Ancône)	Soie grège.	Paris_1900_Italy_188.jpg
Sariça & Laganà	Reggio Calabria	Soie grège.	Paris_1900_Italy_188.jpg
Scheibler (Felix)	Milan, rue Brera, 6	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
Segre père & fils	Turin, rue Lagrange, 29	Soies grèges et organisins.	Paris_1900_Italy_188.jpg
Semenza & Ravasi	Milan, rue Pontaccio, 12	Soies grèges et ouvrées.	Paris_1900_Italy_188.jpg
