Name	Place	Description	Pdf
f. Abby		Extrait de réglisse	Paris_1867_Italy_63.jpg
Basini et Talamo	Girgenti	Extrait de réglisse en rouleaux	Paris_1867_Italy_63.jpg
Sbersiolo (Carmel)	Caltanisetta	Eau dentifrice	Paris_1867_Italy_63.jpg
Caroli (Jean)	Cuneo et à Turin, chez Sébastien Franco et fils	Eaux minérales d'Italie et leurs applications thérapeutiques	Paris_1867_Italy_63.jpg
Foscarini (Jacques) et Cochetti Bozzinini	Padoue	Eaux thermo-minérales des Thermes Eugénées	Paris_1867_Italy_63.jpg
Repetti (Augustin)	Chiavari	Eau minérale de Sopra lacroce Chiavari	Paris_1867_Italy_63.jpg
Commune de Domus-Nonas (NA)	Cagliari	Eau thermale	Paris_1867_Italy_63.jpg
Commune de Conseso (Antoine Perda, propriétaire)	Cagliari	Eau thermale de la source dite Acqua Calenti	Paris_1867_Italy_63.jpg
Commune de Jordan-Giannas (NA)	Cagliari	Eau thermale chlorurée saline de la source dite Le Bagnis	Paris_1867_Italy_63.jpg
Commune de Villacidro (NA)	Cagliari	Eau thermale de la source dite d'Acqua cotta	Paris_1867_Italy_63.jpg
Brugnattelli (Ernest)	Rivanazzano (Pavie)	Eau minérale salso-iodurée de Sales, près Voghera	Paris_1867_Italy_63.jpg
Sous-commission de Modène		Eaux minérales de la province	Paris_1867_Italy_63.jpg
Députation provinciale de Bologne		Eaux thermales de Porretta	Paris_1867_Italy_63.jpg
Brusini frères	Forli	Eau minérale naturelle, chloro-saline purgative de Loreto, commune de Bertinoro	Paris_1867_Italy_63.jpg
Direction de l'établissement de thermes de Montecatini	Lucques	Eaux minérales	Paris_1867_Italy_63.jpg
Municipalité des bains de Lucques (par M. Alexandre Carina)		Notices topographiques, historiques et médicales des bains de Lucques	Paris_1867_Italy_63.jpg
Orsini (Joseph)	Livourne	Analyse des eaux minérales de la province de Livourne	Paris_1867_Italy_63.jpg
Targioni-Torzetti (Adolphe)		Tableaux synoptiques de la composition des eaux minérales d'Italie	Paris_1867_Italy_63.jpg
Lamotte (Louis et Camille)	Volterre	Eau minérale dite le Saint-Louis	Paris_1867_Italy_63.jpg
Orsi (Augustin)	Montalcino (Sienne)	Eau méphitique alcaline de Collalli	Paris_1867_Italy_63.jpg
Chambre de commerce et des arts de Sienne		Eaux minérales des provinces de Sienne et de Grosseco	Paris_1867_Italy_63.jpg
Cargnini (Philippe)	Arezzo	Eaux minérales de la province d'Arezzo	Paris_1867_Italy_63.jpg
Marcucci-Poltri (Alexis)	Bibbiena (Arezzo)	Eau ferrugineuse gazeuse de la Buca del Tesoro, à Chitignano	Paris_1867_Italy_63.jpg
Santolini (Egide)	Monte-varchi (Arezzo)	Eau minérale de Val d'Inferno; eau sulfureuse du Ponte al Romito	Paris_1867_Italy_63.jpg
Caporale (Gaëtan)	Naples	Dépôts d'incrustations calcaires des eaux minérales de Suesella	Paris_1867_Italy_63.jpg
Luca (Sébastien de)	Naples	Eau d'un puits de Pompei et analyse chimique de cette eau	Paris_1867_Italy_63.jpg
Benda (Nicolas)	Naples	Eau thermale des bains Ortodonico (Pouzzoles)	Paris_1867_Italy_63.jpg
Calvi (chevalier César)	Naples	Collection des eaux minérales de la province de Naples	Paris_1867_Italy_63.jpg
Sanctis (Louis de)	Foggia	Eau minérale	Paris_1867_Italy_63.jpg
Arrosto (Joseph)	Messine	Eaux minérales de la province de Messine	Paris_1867_Italy_63.jpg
