Name	Place	Description	Pdf
Giorgi (Camille)	Rocca de Baldi (Coni)	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Giretti (A.)	Turin	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Graffelder (Henri)	Milan, rue Brera, 10	Soies grèges et soies ouvrées	Paris_1900_Italy_184.jpg
Gregorin (G.)	Vicence	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Gualtieri (Antoine)	Lonate (Brescia)	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Guérin (Vve) & fils	Milan, rue Saint-Giuseppe, 4	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Guzzi & Castegnini	Milan, rue Cusani, 18	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Habersaat & Bickel	Milan, rue Cusani, 18	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Isacchi (Luigi)	Casletto (Brianza)	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Isaia Tagliabue	Arosio (Côme)	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Keller (Albert)	Villanovetta (Coni)	Soies grèges et ouvrées	Paris_1900_Italy_184.jpg
Laboratoire expérimental des Soies	Milan, rue Ciovasso, 11	Brochures	Paris_1900_Italy_184.jpg
Lardinelli frères	Osimo (Ancône)	Soie grège	Paris_1900_Italy_184.jpg
Lazzaroni Ansano & Cie	Milan	Soies	Paris_1900_Italy_184.jpg
Lonati (A.) & Cie	Côme, rue Rovello, 16	Tissus de soie	Paris_1900_Italy_184.jpg
