Name	Place	Description	Pdf
Hospice provincial des Orphelins et des Enfants-Trouvés	Bari	Etole pastorale brodée d'or.	Paris_1867_Italy_34.jpg
Maison de détention d'Alexandrie		Galons de soie, d'or et d'argent.	Paris_1867_Italy_34.jpg
Lerotero-Marimoni et Cie	Milan	Galons et mitaines de soie.	Paris_1867_Italy_34.jpg
Aganino (Jean-Baptiste) et frères	Venise	Etoffes de soie brochée et passementeries.	Paris_1867_Italy_34.jpg
Paeta (Joseph)	Milan	Objets de passementerie et nouveautés.	Paris_1867_Italy_34.jpg
Direction de la maison de détention	Padoue	Passementerie de laine et de soie, galons.	Paris_1867_Italy_34.jpg
Catena (Polycarpe)	Milan	Echarpes de soie et de laine et soie, cache-nez de laine et soie.	Paris_1867_Italy_34.jpg
Tiana frères	Milan	Tissus tricotés au métier.	Paris_1867_Italy_34.jpg
Canepa (Etienne)	Gênes	Tissu tricoté.	Paris_1867_Italy_34.jpg
Direction de la maison de détention de Padoue	Padoue	Tricots de coton.	Paris_1867_Italy_34.jpg
Marcon (Jean-Baptiste)	Padoue	Bonnets de laine à l'orientale.	Paris_1867_Italy_34.jpg
Ptroili (François)	Udine	Gilets de flanelle et caleçons de laine.	Paris_1867_Italy_34.jpg
Brancia (Vincent)	Nicoterà (Catanzaro)	Franges de coton.	Paris_1867_Italy_34.jpg
Provenzales et Cie	Palerme	Chemises, caleçons et bas de laine pour hommes et pour femmes; bonnets de laine noire, camisoles de coton.	Paris_1867_Italy_34.jpg
Ecole publique élémentaire de petites filles	Crême	Lingerie pour hommes et pour femmes, mouchoirs, voiles noirs brodés.	Paris_1867_Italy_34.jpg
Carmaschi (Pauline)	Milan	Devants de chemise.	Paris_1867_Italy_34.jpg
Maison des Pauvres	Gênes	Peignoirs de bains.	Paris_1867_Italy_34.jpg
Barbier (Louis)	Crémone	Manchon de martre et bas de putois.	Paris_1867_Italy_34.jpg
Fiorlo frères	Turin	Gants.	Paris_1867_Italy_34.jpg
Vairo (Joseph)	Messine (chambre de commerce et des arts de Messine)	Gants de peau de chamois.	Paris_1867_Italy_34.jpg
Pala (François)	Milan	Gants de peau d'agneau et peaux tannées et teintes.	Paris_1867_Italy_34.jpg
Pean (Gabriel)	Bologne	Gants de peau et gants de castor.	Paris_1867_Italy_34.jpg
Amendola frères	Naples	Gants.	Paris_1867_Italy_34.jpg
Bonsi (Edouard)	Naples	Gants.	Paris_1867_Italy_34.jpg
Leforte (Jean)	Naples	Gants de peau de chevreau.	Paris_1867_Italy_34.jpg
Pellerano (Jean-Baptiste)	Naples	Gants de peau d'agneau et de chevreau.	Paris_1867_Italy_34.jpg
Perone (Pierre)	Naples	Gants d'un seul morceau à une seule couture.	Paris_1867_Italy_34.jpg
Martini di frères	Naples	Parapluies et ombrelles.	Paris_1867_Italy_34.jpg
Gillardini (Jean)	Turin	Parapluies, parasols de soie et de coton.	Paris_1867_Italy_34.jpg
Bindé (Ambroise)	Milan	Boutons d'habits.	Paris_1867_Italy_34.jpg
Zanesi (Michel)	Milan	Boutons.	Paris_1867_Italy_34.jpg
Cori (Séraphin)	Florence	Boutons de métal.	Paris_1867_Italy_34.jpg
Arnaski (Georges)	Mondovi	Patrons pour vêtements d'homme.	Paris_1867_Italy_34.jpg
