Name	Place	Description	Pdf
Burlotto J.-B.	Verduno d'Alba, Coni	Vins	Paris_1900_Italy_118.jpg
Calissano Louis I fils	Alba, Coni	Vins Barolo, Barbaresco, Spumante	Paris_1900_Italy_118.jpg
Canciani & Da Ponte	Plains	Eaux-de-vie	Paris_1900_Italy_118.jpg
Caredda Joseph	Seni, Cagliari	Vin rouge	Paris_1900_Italy_118.jpg
Carnevale Thomas	Lipari, Messine	"Vin ""Malvasia"""	Paris_1900_Italy_118.jpg
Caroli Godefroi de	Turin	Vin amer	Paris_1900_Italy_118.jpg
Caselli Raphael	Rome	Vins	Paris_1900_Italy_118.jpg
Cassola frères	Syracuse	Vin muscat	Paris_1900_Italy_118.jpg
Castelli Torello	Castellina in Chianti	Vin de table	Paris_1900_Italy_118.jpg
Cecchi Adelindo & frères	Carmignano, Prato, Florence	Vins de Carmignano	Paris_1900_Italy_118.jpg
Chambre de Commerce	Avellino	Vin rouge	Paris_1900_Italy_118.jpg
Chiarli Cleto I fils	Modène	Vin Lambrusco de Sorbara	Paris_1900_Italy_118.jpg
Cinzano François I Cie	Turin-Buolo, Nebbiola	Vins muscat mousseux	Paris_1900_Italy_118.jpg
Cipriani Gustave I fils	Roggio-Emilia, Quattro-Castella	Vins rouges et blancs	Paris_1900_Italy_118.jpg
Cito François I frères	Naples, rue Medina, 32	Vin de a Laureto	Paris_1900_Italy_118.jpg
Cittadine Albert	Porto Recanati, Macerata	Vin Valpotenza 1890, 1891 et 1892	Paris_1900_Italy_118.jpg
Clementi Barthélemy	Vienne	Vin rouge Castagnero	Paris_1900_Italy_118.jpg
