Name	Place	Description	Pdf
Grassi Landi (Barthelemy)	Rome	Harmonium avec clavier chromatique à transposition.	Paris_1900_Italy_20.jpg
Giuffrida-Leotti (Jean)	Catane	Guitare.	Paris_1900_Italy_20.jpg
Inzoli (Chev. Pacifique) & fils	Crema	Panfonium Orgue pour salle et concert.	Paris_1900_Italy_20.jpg
Kisslinger (C.-A.)	Naples, Via Tribunali, 362.	Cordes harmoniques.	Paris_1900_Italy_20.jpg
Leone (Etienne DI)	Bari	Sourdine pour mandoline, mandore et luth.	Paris_1900_Italy_20.jpg
Maino & Orsi	Milan	Instruments de musique à vent en bois et accessoires.	Paris_1900_Italy_20.jpg
Maldura (J.-B.)	Rome, Piazza San Francesco, 75.	Quatuors. Mandolines. Mancole. Guitares.	Paris_1900_Italy_20.jpg
Manenso & d’Arrigo	Catane	Instruments de musique à cordes.	Paris_1900_Italy_20.jpg
Marchetti (Henry)	Courgné (Turin)	Violons. Violoncelles. Contrebasse. Viole.	Paris_1900_Italy_20.jpg
Marradi Benti	Pistoia	Cymbales et tam-tam.	Paris_1900_Italy_20.jpg
Messori (Pierre)	Modène	Violons.	Paris_1900_Italy_20.jpg
Mezzetti (Ercule)	Rome	Ocarines de plusieurs genres. Ocarine Soleil à grande étendue pour concerts. Ocarines à pompes d'accord. Jeux d'Ocarines pour jouer à 4, 6, 7, 8, etc. personnes. Fabricant d'Ocarines de premier choix. Exposition universelle de Paris 1889, Mention honorable.	Paris_1900_Italy_20.jpg
Michaelis (Alfred)	Milan	Machines parlantes à cylindres de chant et musique.	Paris_1900_Italy_20.jpg
Mola (G.)	Turin	Pianos. Harmoniums Melongianos. Orgues d’église. Exportation.	Paris_1900_Italy_20.jpg
