Name	Place	Description	Pdf
Pianciani frères	Fuligno	Huile d'olive	Paris_1867_Italy_88.jpg
Société économique agraire	Pérouse (Fulgino)	Huiles d'olive	Paris_1867_Italy_88.jpg
Sphezi (Dominique)	Fuligno	Huile d'olive	Paris_1867_Italy_88.jpg
Vitelleschi (Vittoria et Ignace)	Fuligno	Huile d'olive	Paris_1867_Italy_88.jpg
Benedetti (Alexandre)	Polenza (Macerata)	Huile d'olive	Paris_1867_Italy_88.jpg
Comité local de Camerino	Macerata	Huiles d'olive du territoire de Camerino	Paris_1867_Italy_88.jpg
Galli (Auguste)	Pollenza (Macerata)	Huiles d'olive	Paris_1867_Italy_88.jpg
Marinelli (Alexandre)	Pollenza (Macerata)	Huiles d'olive	Paris_1867_Italy_88.jpg
Pergoli-Campanelli (Joseph)	Cingoli (Macerata)	Huiles obtenues par diverses méthodes de pressage	Paris_1867_Italy_88.jpg
Sous-commission de Macerata		Huiles	Paris_1867_Italy_88.jpg
Virgili (Dominique)	Fuligno	Huiles d'olive	Paris_1867_Italy_88.jpg
Acquaviva (Castellano)	Giulianova (Abruzze ultérieure)	Huiles d'olive	Paris_1867_Italy_88.jpg
Rosa (Conception)	Corropoli (Abruzze ultérieure)	Huiles d'olive	Paris_1867_Italy_88.jpg
Bettini (Louis)	Niésis à Chieti	Huiles d'olive	Paris_1867_Italy_88.jpg
Coja (Léonard)	Tocco Casauria	Huile d'olive	Paris_1867_Italy_88.jpg
Miès (Joseph de)	Chieti	Huiles d'olive	Paris_1867_Italy_88.jpg
Burini (Louis)	Chieti	Huiles d'olive	Paris_1867_Italy_88.jpg
Ferreri (Vincent)	Ortona (Chieti Abruzze ultérieure)	Huiles d'olive	Paris_1867_Italy_88.jpg
Filomusi (François)	Tocco Casauria (Chieti)	Huiles d'olive	Paris_1867_Italy_88.jpg
Ciancosci (Michel-Ange)	Furci (Chieti)	Huiles d'olive	Paris_1867_Italy_88.jpg
Tecco (François)	Vasto (Chieti)	Huiles d'olive	Paris_1867_Italy_88.jpg
Urbanucci (Jean)	Bucchianico (Chieti)	Huile d'olive comestible pour l'industrie	Paris_1867_Italy_88.jpg
Boccardi frères	Candela (Foggia)	Huiles d'olive	Paris_1867_Italy_88.jpg
Campanella (Eugène)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Masselli (Antoine)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Municipalité de Sainte-Agathe	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Municipalité de Vico du Gargano	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Nova (Dominique)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Santoro (Gabriel)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Turchiarelli (Michel)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Vulpe (Constantin)	Foggia	Huiles d'olive	Paris_1867_Italy_88.jpg
Petrucci (Raphaël)	Naples	Huiles d'olive	Paris_1867_Italy_88.jpg
Ruberti (Louis de)	Caserta	Huiles d'olive	Paris_1867_Italy_88.jpg
Grassi (Louis)	Caserta	Huiles d'olive	Paris_1867_Italy_88.jpg
Bultelli (Henri)	Capaccio (Salerne)	Huiles	Paris_1867_Italy_88.jpg
Calcinabile (Jean-Baptiste)	Caserta	Huiles d'olive	Paris_1867_Italy_88.jpg
Lucarelli (Thomas)	Caserta	Huiles d'olive	Paris_1867_Italy_88.jpg
Del Cappellano (Raphaël)	Nola	Huiles d’olive (Voir cl. 43, no 4)	Paris_1867_Italy_88.jpg
Cappellieri (Joseph)	Roccella Jonica (Reggio de Calabro)	Huiles d'olive	Paris_1867_Italy_88.jpg
Medici (François)	Bianco (Calabre ultérieure première) et à Catanzaro	Huiles d'olive	Paris_1867_Italy_88.jpg
Melissari (Saverio) Cie	Reggio de Calabre	Huiles d'olive	Paris_1867_Italy_88.jpg
Muratori (François)	Citta-Nova (Calabre ultérieure première)	Huiles d'olive	Paris_1867_Italy_88.jpg
Palizzi (di)	Reggio de Calabre	Huiles d'olive	Paris_1867_Italy_88.jpg
Palumbo (Joseph)	Reggio de Calabre	Huiles d'olive	Paris_1867_Italy_88.jpg
Plutino (Fabrice)	Reggio de Calabre	Huiles d'olive	Paris_1867_Italy_88.jpg
Protopapa (Felice de)	Ga		Paris_1867_Italy_88.jpg
